;a0c0;a0c1;a0c2;a1c0;a1c1;a1c2;a2c0;a2c1;a2c2;a3c0;a3c1;a3c2;dist_x;dist_y;time
37;;-73.0;-78.0;-62.0;-69.0;-67.0;;-75.0;-76.0;-82.0;-86.0;-83.0;10.0;3.1000000000000005;00:01:22:780
38;-69.0;-73.0;;-64.0;-65.0;;;;-77.0;-80.0;-77.0;-86.0;10.0;3.1000000000000005;00:01:22:882
39;;-69.0;-64.0;-65.0;-61.0;-68.0;-82.0;;-70.0;-77.0;-84.0;-85.0;10.0;3.1000000000000005;00:01:22:988
40;-80.0;;-78.0;-62.0;-61.0;-58.0;-70.0;-75.0;;-82.0;-77.0;-83.0;10.0;3.1000000000000005;00:01:23:095
41;-87.0;-73.0;-78.0;;-65.0;-67.0;;-75.0;-76.0;-80.0;-77.0;-87.0;10.0;3.1000000000000005;00:01:23:203
42;-69.0;-73.0;-69.0;-65.0;-66.0;;-81.0;;-77.0;-80.0;-77.0;-86.0;10.0;3.1000000000000005;00:01:23:306
43;;-69.0;-64.0;-110.0;-61.0;-68.0;-82.0;;;-77.0;-85.0;-85.0;10.0;3.1000000000000005;00:01:23:411
44;-80.0;;-78.0;-63.0;-61.0;-58.0;-70.0;-75.0;;-82.0;-86.0;-83.0;10.0;3.1000000000000005;00:01:23:513
45;-69.0;-73.0;;-63.0;-65.0;-67.0;;-75.0;-77.0;-80.0;-77.0;-87.0;10.0;3.1000000000000005;00:01:23:619
46;-69.0;;-64.0;-64.0;;-68.0;-81.0;;-77.0;-81.0;;-89.0;10.0;3.1000000000000005;00:01:23:720
47;;-69.0;-64.0;;-61.0;-68.0;-82.0;-83.0;;-77.0;-84.0;-85.0;10.0;3.1000000000000005;00:01:23:822
48;-80.0;;-78.0;-63.0;;-67.0;-70.0;-75.0;;-82.0;-86.0;-83.0;10.0;3.1000000000000005;00:01:23:922
49;-69.0;-73.0;;-64.0;-65.0;-67.0;;-74.0;-77.0;-80.0;-77.0;-86.0;10.0;3.1000000000000005;00:01:24:026
50;-69.0;-67.0;-64.0;-64.0;;-68.0;-81.0;;-77.0;-83.0;-84.0;-86.0;10.0;3.1000000000000005;00:01:24:131
51;-110.0;-69.0;-64.0;-110.0;-61.0;-68.0;-82.0;-82.0;;-77.0;-84.0;-85.0;10.0;3.1000000000000005;00:01:24:233
52;-80.0;;-78.0;-63.0;;-67.0;;-75.0;;-82.0;-86.0;-83.0;10.0;3.1000000000000005;00:01:24:335
53;-69.0;-73.0;;-63.0;-65.0;-67.0;;-74.0;-77.0;-80.0;-77.0;-87.0;10.0;3.1000000000000005;00:01:24:436
54;-110.0;-66.0;-65.0;-64.0;-61.0;-68.0;-82.0;;-70.0;-110.0;-85.0;-86.0;10.0;3.1000000000000005;00:01:24:542
55;-80.0;-69.0;;-63.0;-61.0;;-82.0;-82.0;;-86.0;-85.0;;10.0;3.1000000000000005;00:01:24:648
56;-80.0;;-78.0;-63.0;;-67.0;;-75.0;-76.0;-82.0;-86.0;-83.0;10.0;3.1000000000000005;00:01:24:757
57;-69.0;-73.0;;-64.0;-65.0;;;;-77.0;-80.0;-77.0;-86.0;10.0;3.1000000000000005;00:01:24:862
58;;-69.0;-64.0;-64.0;-61.0;-68.0;-82.0;;-70.0;-77.0;-84.0;-85.0;10.0;3.1000000000000005;00:01:24:969
59;-80.0;-69.0;-65.0;-62.0;-61.0;-58.0;-70.0;-75.0;;-82.0;-77.0;-83.0;10.0;3.1000000000000005;00:01:25:069
60;;-73.0;-77.0;;-65.0;-67.0;;-75.0;-76.0;-82.0;-86.0;-83.0;10.0;3.1000000000000005;00:01:25:176
61;-69.0;-73.0;;-65.0;-65.0;;-81.0;;-77.0;-110.0;-80.0;-86.0;10.0;3.1000000000000005;00:01:25:287
62;;-69.0;-64.0;-110.0;-61.0;-68.0;-82.0;;;-110.0;-85.0;-86.0;10.0;3.1000000000000005;00:01:25:390
63;-80.0;;-78.0;-63.0;-61.0;-58.0;-70.0;-75.0;;-82.0;-86.0;-83.0;10.0;3.1000000000000005;00:01:25:494
64;-69.0;-73.0;;-63.0;-65.0;-67.0;;-74.0;-77.0;-80.0;-77.0;-87.0;10.0;3.1000000000000005;00:01:25:604
65;-70.0;;-64.0;-65.0;;-68.0;-81.0;;-77.0;-110.0;-77.0;-86.0;10.0;3.1000000000000005;00:01:25:708
66;;-69.0;-64.0;-110.0;-61.0;-68.0;-83.0;-83.0;;-77.0;-84.0;-85.0;10.0;3.1000000000000005;00:01:25:815
67;-80.0;;-78.0;-62.0;;-67.0;;-75.0;;-82.0;-86.0;-83.0;10.0;3.1000000000000005;00:01:25:922
68;-68.0;-73.0;;-63.0;-65.0;-67.0;;-74.0;-77.0;-81.0;-77.0;-86.0;10.0;3.1000000000000005;00:01:26:024
69;-69.0;-66.0;-65.0;-65.0;-61.0;-68.0;-82.0;;-70.0;-83.0;-84.0;-85.0;10.0;3.1000000000000005;00:01:26:132
70;-80.0;-69.0;;-63.0;-61.0;;-83.0;-83.0;;-77.0;-85.0;-84.0;10.0;3.1000000000000005;00:01:26:235
71;-80.0;;-78.0;-63.0;;-67.0;;-75.0;-76.0;-82.0;-87.0;-83.0;10.0;3.1000000000000005;00:01:26:340
72;-69.0;-73.0;;-65.0;-65.0;;;;-77.0;-80.0;-77.0;-86.0;10.0;3.1000000000000005;00:01:26:448
73;;-70.0;-64.0;-65.0;-61.0;-70.0;-82.0;;-70.0;-77.0;-84.0;-85.0;10.0;3.1000000000000005;00:01:26:550
74;-76.0;-70.0;-67.0;-62.0;-61.0;-58.0;-70.0;-75.0;;-81.0;-77.0;-83.0;10.0;3.1000000000000005;00:01:26:658
75;;-73.0;-77.0;;-65.0;-67.0;;-75.0;-76.0;-81.0;-86.0;-83.0;10.0;3.1000000000000005;00:01:26:764
76;-69.0;-73.0;;-65.0;-66.0;;-110.0;;-76.0;-80.0;-77.0;-86.0;10.0;3.1000000000000005;00:01:26:864
77;;-69.0;-64.0;-110.0;-61.0;-68.0;-82.0;;;-77.0;-84.0;-86.0;10.0;3.1000000000000005;00:01:26:974
78;-76.0;;-76.0;-58.0;-60.0;-58.0;-70.0;-75.0;;-82.0;-86.0;-83.0;10.0;3.1000000000000005;00:01:27:076
79;-88.0;-73.0;-76.0;;-65.0;-68.0;;-75.0;-76.0;-80.0;-77.0;-87.0;10.0;3.1000000000000005;00:01:27:177
80;-69.0;-72.0;-68.0;-65.0;-66.0;;-81.0;;-76.0;-80.0;-77.0;-86.0;10.0;3.1000000000000005;00:01:27:280
81;;-69.0;-65.0;-110.0;-60.0;-68.0;-82.0;;;-77.0;-84.0;-88.0;10.0;3.1000000000000005;00:01:27:385
82;-76.0;;-76.0;-65.0;-61.0;-58.0;-70.0;-75.0;;-82.0;-86.0;-83.0;10.0;3.1000000000000005;00:01:27:486
83;-110.0;-73.0;;-64.0;-65.0;-68.0;;-75.0;-77.0;-80.0;-77.0;-87.0;10.0;3.1000000000000005;00:01:27:589
84;-69.0;;-64.0;-65.0;;-68.0;-81.0;;-77.0;-80.0;-77.0;-86.0;10.0;3.1000000000000005;00:01:27:696
85;;-69.0;-64.0;-110.0;-60.0;-68.0;-82.0;-83.0;;-77.0;-84.0;-87.0;10.0;3.1000000000000005;00:01:27:798
86;-76.0;;-75.0;-63.0;;-68.0;-70.0;-75.0;;-82.0;-86.0;-83.0;10.0;3.1000000000000005;00:01:27:898
87;-69.0;-73.0;;-63.0;-66.0;-68.0;;-75.0;-77.0;-80.0;-77.0;-88.0;10.0;3.1000000000000005;00:01:28:003
88;-69.0;-67.0;-64.0;-66.0;;-68.0;-82.0;;-77.0;-83.0;-84.0;-87.0;10.0;3.1000000000000005;00:01:28:107
89;-110.0;-68.0;-64.0;-110.0;-60.0;-68.0;-82.0;-82.0;;-77.0;-84.0;-88.0;10.0;3.1000000000000005;00:01:28:207
90;-75.0;;-75.0;-62.0;;-68.0;;-75.0;;-82.0;-86.0;-83.0;10.0;3.1000000000000005;00:01:28:312
91;-69.0;-73.0;;-110.0;-66.0;;;-75.0;-77.0;-80.0;-77.0;-86.0;10.0;3.1000000000000005;00:01:28:422
92;;-69.0;-64.0;-65.0;-61.0;-68.0;-82.0;;-70.0;-83.0;-84.0;-88.0;10.0;3.1000000000000005;00:01:28:521
93;-75.0;-69.0;;-63.0;-61.0;;-82.0;-83.0;;-87.0;-83.0;;10.0;3.1000000000000005;00:01:28:624
94;-75.0;;-75.0;-59.0;;-68.0;;-75.0;-76.0;-82.0;-86.0;-83.0;10.0;3.1000000000000005;00:01:28:732
95;-69.0;-73.0;;-65.0;-65.0;;;;-77.0;-80.0;-77.0;-86.0;10.0;3.1000000000000005;00:01:28:839
96;;-69.0;-64.0;-65.0;-61.0;-69.0;-82.0;;-70.0;-77.0;-84.0;-87.0;10.0;3.1000000000000005;00:01:28:948
97;-75.0;;-75.0;-63.0;-61.0;-58.0;-70.0;-75.0;;-82.0;-77.0;-83.0;10.0;3.1000000000000005;00:01:29:049
98;;-74.0;-75.0;;-66.0;-68.0;;-75.0;-76.0;-82.0;-86.0;-83.0;10.0;3.1000000000000005;00:01:29:150
99;-69.0;-73.0;;-66.0;-66.0;;-82.0;;-77.0;-80.0;-77.0;-87.0;10.0;3.1000000000000005;00:01:29:252
100;;-69.0;-65.0;-110.0;-60.0;-68.0;-82.0;;-70.0;-77.0;-84.0;-86.0;10.0;3.1000000000000005;00:01:29:355
101;-110.0;;;-62.0;;;-110.0;;;-110.0;;;10.0;3.1000000000000005;00:01:29:459
102;-87.0;-73.0;-75.0;;-65.0;-68.0;;-75.0;-75.0;-80.0;-77.0;-87.0;10.0;3.1000000000000005;00:01:29:564
103;-69.0;;-64.0;-65.0;-66.0;;-81.0;;-77.0;-81.0;-77.0;-86.0;10.0;3.1000000000000005;00:01:29:669
104;;-69.0;-64.0;-110.0;-61.0;-68.0;-82.0;;;-77.0;-84.0;-87.0;10.0;3.1000000000000005;00:01:29:777
105;-75.0;;-75.0;-64.0;;-59.0;-70.0;-75.0;;-82.0;-86.0;-83.0;10.0;3.1000000000000005;00:01:29:879
106;-69.0;-73.0;;-63.0;-65.0;-68.0;;-76.0;-77.0;-80.0;-77.0;-87.0;10.0;3.1000000000000005;00:01:29:989
107;-69.0;-67.0;-64.0;-65.0;;-68.0;-81.0;;-77.0;-110.0;;-87.0;10.0;3.1000000000000005;00:01:30:094
108;-75.0;-69.0;;-110.0;-61.0;;-82.0;-83.0;;-77.0;-84.0;-86.0;10.0;3.1000000000000005;00:01:30:202
109;-75.0;;-75.0;-59.0;;-67.0;;-75.0;;-110.0;-86.0;-83.0;10.0;3.1000000000000005;00:01:30:303
110;-69.0;-74.0;;-63.0;-65.0;-68.0;;-75.0;-77.0;-80.0;-77.0;-87.0;10.0;3.1000000000000005;00:01:30:407
111;;-69.0;-64.0;-65.0;-61.0;-68.0;-82.0;;-70.0;-110.0;-83.0;-87.0;10.0;3.1000000000000005;00:01:30:509
112;-75.0;-69.0;;-58.0;-60.0;;-82.0;-83.0;;-82.0;-83.0;;10.0;3.1000000000000005;00:01:30:617
113;-75.0;-63.0;-75.0;-63.0;;-68.0;;-75.0;-75.0;-82.0;-87.0;-83.0;10.0;3.1000000000000005;00:01:30:727
114;-69.0;-74.0;;-65.0;-65.0;;;;-77.0;-80.0;-77.0;-89.0;10.0;3.1000000000000005;00:01:30:829
115;;-69.0;-64.0;-65.0;-60.0;-68.0;-82.0;;-70.0;-77.0;-85.0;-88.0;10.0;3.1000000000000005;00:01:30:938
116;-75.0;;-75.0;-65.0;-61.0;-60.0;-70.0;-75.0;;-82.0;-77.0;-83.0;10.0;3.1000000000000005;00:01:31:039
117;;-74.0;-75.0;;-65.0;-68.0;;-75.0;-76.0;-110.0;-78.0;-88.0;10.0;3.1000000000000005;00:01:31:149
118;-69.0;-74.0;;-65.0;-65.0;;-81.0;;-77.0;-80.0;-77.0;-87.0;10.0;3.1000000000000005;00:01:31:250
119;;-69.0;-64.0;-110.0;-61.0;-68.0;-82.0;;;-77.0;-84.0;-88.0;10.0;3.1000000000000005;00:01:31:356
120;-75.0;;-76.0;-63.0;-60.0;-58.0;-70.0;-75.0;;-81.0;-86.0;-83.0;10.0;3.1000000000000005;00:01:31:458
121;-85.0;-74.0;-76.0;-64.0;-66.0;-67.0;;-75.0;-77.0;-81.0;-77.0;-87.0;10.0;3.1000000000000005;00:01:31:561
122;-69.0;;-64.0;-65.0;;-68.0;-81.0;;-77.0;-80.0;-77.0;-87.0;10.0;3.1000000000000005;00:01:31:663
123;;-69.0;-64.0;-110.0;-60.0;-68.0;-82.0;;;-77.0;-84.0;-87.0;10.0;3.1000000000000005;00:01:31:765
124;-75.0;;-76.0;-63.0;;-68.0;-70.0;-75.0;;-82.0;-86.0;-83.0;10.0;3.1000000000000005;00:01:31:869
125;-69.0;-74.0;;-64.0;-65.0;-68.0;;-75.0;-77.0;-81.0;-77.0;-88.0;10.0;3.1000000000000005;00:01:31:971
126;-69.0;;-64.0;-66.0;;-68.0;-81.0;;-77.0;-83.0;-84.0;-87.0;10.0;3.1000000000000005;00:01:32:078
127;-76.0;-69.0;;-56.0;-60.0;-68.0;-82.0;-83.0;;-77.0;-84.0;-87.0;10.0;3.1000000000000005;00:01:32:187
128;-75.0;;-76.0;-61.0;;-67.0;;-75.0;;-82.0;-86.0;-83.0;10.0;3.1000000000000005;00:01:32:288
129;-69.0;-74.0;;-63.0;-65.0;-68.0;;-75.0;-77.0;-80.0;-77.0;-86.0;10.0;3.1000000000000005;00:01:32:396
130;;-69.0;-64.0;-65.0;-61.0;-68.0;-82.0;;-70.0;-110.0;-83.0;-87.0;10.0;3.1000000000000005;00:01:32:504
131;-76.0;-69.0;-66.0;-58.0;-61.0;;-82.0;-83.0;;-82.0;-77.0;-83.0;10.0;3.1000000000000005;00:01:32:612
132;;-75.0;-76.0;-63.0;-70.0;-67.0;;-75.0;-75.0;-81.0;-86.0;-83.0;10.0;3.1000000000000005;00:01:32:719
133;-69.0;-75.0;;-66.0;-65.0;;-110.0;;-77.0;-80.0;-77.0;-87.0;10.0;3.1000000000000005;00:01:32:826
134;;-69.0;-64.0;-110.0;-61.0;-68.0;-82.0;;-70.0;-78.0;-84.0;-87.0;10.0;3.1000000000000005;00:01:32:934
135;-76.0;;-76.0;-59.0;-61.0;-61.0;-70.0;-75.0;;-82.0;-85.0;-83.0;10.0;3.1000000000000005;00:01:33:043
136;-83.0;-75.0;-76.0;-58.0;-65.0;-68.0;;-75.0;-77.0;-110.0;-79.0;-88.0;10.0;3.1000000000000005;00:01:33:148
137;-69.0;;-64.0;-65.0;;-68.0;-81.0;;-77.0;-81.0;-77.0;-89.0;10.0;3.1000000000000005;00:01:33:256
138;;-68.0;-64.0;;-60.0;-68.0;-82.0;;;-77.0;-84.0;-87.0;10.0;3.1000000000000005;00:01:33:356
139;-76.0;;-76.0;-63.0;;-68.0;-70.0;-75.0;;-81.0;-86.0;-83.0;10.0;3.1000000000000005;00:01:33:459
140;-69.0;-75.0;;-63.0;-65.0;-68.0;;-75.0;-77.0;-81.0;-77.0;-87.0;10.0;3.1000000000000005;00:01:33:563
141;-69.0;-67.0;-64.0;-65.0;;-68.0;-81.0;;-77.0;-82.0;-84.0;-87.0;10.0;3.1000000000000005;00:01:33:671
142;-64.0;-69.0;;-110.0;-61.0;-68.0;-82.0;-83.0;;-77.0;-84.0;-88.0;10.0;3.1000000000000005;00:01:33:775
143;-75.0;;-76.0;-64.0;;-68.0;;-75.0;;-81.0;-86.0;-83.0;10.0;3.1000000000000005;00:01:33:882
144;-69.0;-75.0;;-65.0;-65.0;;;-75.0;-77.0;-81.0;-78.0;-86.0;10.0;3.1000000000000005;00:01:33:991
145;;-68.0;-64.0;-67.0;-61.0;-68.0;-82.0;;-70.0;-78.0;-84.0;-87.0;10.0;3.1000000000000005;00:01:34:099
146;-75.0;-68.0;-66.0;-63.0;-60.0;;-110.0;-82.0;;-82.0;-77.0;-83.0;10.0;3.1000000000000005;00:01:34:208
147;;-75.0;-76.0;-63.0;-70.0;-68.0;;-76.0;-76.0;-81.0;-87.0;-83.0;10.0;3.1000000000000005;00:01:34:309
148;-69.0;-74.0;;-65.0;-65.0;;;;-77.0;-80.0;-77.0;-86.0;10.0;3.1000000000000005;00:01:34:414
149;;-68.0;-64.0;-65.0;-61.0;-68.0;-82.0;;-70.0;-77.0;-84.0;-88.0;10.0;3.1000000000000005;00:01:34:516
150;-76.0;;-75.0;-65.0;-60.0;-58.0;-70.0;-75.0;;-82.0;-77.0;-82.0;10.0;3.1000000000000005;00:01:34:621
151;-110.0;-74.0;;-110.0;-65.0;;-110.0;-75.0;;-81.0;-78.0;;10.0;3.1000000000000005;00:01:34:734
152;-69.0;-73.0;;-67.0;-65.0;;-81.0;;-76.0;-81.0;-77.0;-86.0;10.0;3.1000000000000005;00:01:34:833
153;;-68.0;-64.0;-110.0;-60.0;-68.0;-82.0;;;-77.0;-84.0;-87.0;10.0;3.1000000000000005;00:01:34:941
154;-75.0;;-75.0;-63.0;;-68.0;-70.0;-75.0;;-81.0;-87.0;-83.0;10.0;3.1000000000000005;00:01:35:049
155;-69.0;-74.0;;-64.0;-65.0;-68.0;;-75.0;-77.0;-81.0;-77.0;-87.0;10.0;3.1000000000000005;00:01:35:157
156;-69.0;-67.0;-64.0;-65.0;;-68.0;-81.0;;-77.0;-83.0;-84.0;-87.0;10.0;3.1000000000000005;00:01:35:266
157;-75.0;-69.0;;-110.0;-61.0;;-82.0;-83.0;;-77.0;-84.0;-87.0;10.0;3.1000000000000005;00:01:35:370
158;-75.0;;-75.0;-63.0;;-68.0;;-75.0;;-81.0;;-83.0;10.0;3.1000000000000005;00:01:35:475
159;-69.0;-74.0;;-110.0;-65.0;;;-75.0;-77.0;-81.0;-77.0;-86.0;10.0;3.1000000000000005;00:01:35:578
160;;-68.0;-64.0;-65.0;-61.0;-68.0;-110.0;;-70.0;-86.0;-84.0;-87.0;10.0;3.1000000000000005;00:01:35:682
161;-75.0;-68.0;;-63.0;-61.0;;-82.0;-82.0;;-81.0;-84.0;;10.0;3.1000000000000005;00:01:35:783
162;-75.0;;-75.0;-63.0;;-68.0;;-75.0;-76.0;-82.0;;-83.0;10.0;3.1000000000000005;00:01:35:884
163;-69.0;-74.0;;-65.0;-65.0;;;;-77.0;-81.0;-78.0;-87.0;10.0;3.1000000000000005;00:01:35:993
164;;-68.0;-64.0;-65.0;-61.0;-68.0;-82.0;;-70.0;-77.0;-84.0;-88.0;10.0;3.1000000000000005;00:01:36:097
165;-74.0;-69.0;-66.0;-63.0;-61.0;-61.0;-70.0;-75.0;;-81.0;-77.0;-83.0;10.0;3.1000000000000005;00:01:36:197
166;;-74.0;-75.0;;-65.0;-68.0;;-75.0;-76.0;-81.0;-87.0;-83.0;10.0;3.1000000000000005;00:01:36:302
167;-69.0;-74.0;;-65.0;-65.0;;-76.0;;-77.0;-80.0;-78.0;-87.0;10.0;3.1000000000000005;00:01:36:404
168;;-68.0;-64.0;-110.0;-60.0;-68.0;-82.0;;-70.0;-77.0;-84.0;-87.0;10.0;3.1000000000000005;00:01:36:506
169;-76.0;;-75.0;-62.0;-61.0;-58.0;-70.0;-77.0;;-81.0;-77.0;-83.0;10.0;3.1000000000000005;00:01:36:609
170;-110.0;-74.0;-76.0;;-65.0;-68.0;;-75.0;-76.0;-81.0;-78.0;-86.0;10.0;3.1000000000000005;00:01:36:717
171;-69.0;;-65.0;-66.0;-65.0;;-82.0;;-76.0;-81.0;-77.0;-86.0;10.0;3.1000000000000005;00:01:36:825
172;;-67.0;-65.0;;-61.0;-69.0;-82.0;;;-77.0;-85.0;-88.0;10.0;3.1000000000000005;00:01:36:930
173;-78.0;;-78.0;-62.0;-61.0;-58.0;-70.0;-75.0;;-82.0;-87.0;-83.0;10.0;3.1000000000000005;00:01:37:033
174;-68.0;-72.0;;-64.0;-65.0;-68.0;;-75.0;-76.0;-80.0;-77.0;-87.0;10.0;3.1000000000000005;00:01:37:133
175;-69.0;;-65.0;-65.0;;-68.0;-81.0;;-76.0;-83.0;-84.0;-86.0;10.0;3.1000000000000005;00:01:37:244
176;;-68.0;-65.0;;-61.0;-68.0;-82.0;-84.0;;-77.0;-84.0;-86.0;10.0;3.1000000000000005;00:01:37:347
177;-76.0;;-77.0;-64.0;;-68.0;;-74.0;;-81.0;-86.0;-83.0;10.0;3.1000000000000005;00:01:37:448
178;-69.0;-73.0;;-64.0;-65.0;-67.0;;-75.0;-76.0;-80.0;-77.0;-87.0;10.0;3.1000000000000005;00:01:37:547
179;-69.0;-68.0;-65.0;-65.0;;-68.0;-82.0;;-76.0;-83.0;-84.0;-87.0;10.0;3.1000000000000005;00:01:37:652
180;-76.0;-68.0;;-64.0;-61.0;;-82.0;-84.0;;-77.0;-84.0;-86.0;10.0;3.1000000000000005;00:01:37:757
181;-76.0;;-77.0;-64.0;;-67.0;-110.0;-75.0;;-81.0;-85.0;-83.0;10.0;3.1000000000000005;00:01:37:863
182;-69.0;-73.0;;-110.0;-66.0;;;-75.0;-76.0;-80.0;-77.0;-86.0;10.0;3.1000000000000005;00:01:37:963
183;;-68.0;-65.0;-64.0;-61.0;-68.0;-82.0;;-70.0;-83.0;-84.0;-87.0;10.0;3.1000000000000005;00:01:38:065
184;-76.0;-68.0;;-64.0;-61.0;;-83.0;-84.0;;-84.0;-77.0;;10.0;3.1000000000000005;00:01:38:170
185;-76.0;;-77.0;-64.0;;-67.0;;-75.0;-75.0;-82.0;;-83.0;10.0;3.1000000000000005;00:01:38:275
186;-69.0;-73.0;;-64.0;-65.0;;;;-76.0;-80.0;-77.0;-86.0;10.0;3.1000000000000005;00:01:38:381
187;;-67.0;-64.0;-64.0;-60.0;-68.0;-82.0;;-70.0;-77.0;-84.0;-87.0;10.0;3.1000000000000005;00:01:38:486
188;-67.0;;-66.0;-64.0;-61.0;-58.0;-70.0;-75.0;;-82.0;-77.0;-83.0;10.0;3.1000000000000005;00:01:38:586
189;;-72.0;-77.0;;-65.0;-67.0;;-74.0;-75.0;-81.0;-85.0;-83.0;10.0;3.1000000000000005;00:01:38:694
190;-69.0;-73.0;;-64.0;-65.0;;-82.0;;-76.0;-110.0;;-85.0;10.0;3.1000000000000005;00:01:38:799
