;a0c0;a0c1;a0c2;a1c0;a1c1;a1c2;a2c0;a2c1;a2c2;a3c0;a3c1;a3c2;dist_x;dist_y;time
12135;;-58.0;-58.0;-80.0;-70.0;-71.0;-88.0;;-85.0;-110.0;-93.0;;3.0;6.4;00:42:57:948
12136;-67.0;-54.0;-68.0;-73.0;-72.0;-70.0;-81.0;;;-110.0;-83.0;-86.0;3.0;6.4;00:42:58:057
12137;-54.0;-65.0;-59.0;-73.0;;-66.0;-110.0;;-79.0;-79.0;-89.0;-87.0;3.0;6.4;00:42:58:160
12138;-55.0;-65.0;;-69.0;-75.0;-66.0;-110.0;-78.0;-80.0;-110.0;-89.0;-87.0;3.0;6.4;00:42:58:261
12139;;-53.0;-57.0;-81.0;-70.0;-71.0;-110.0;;-86.0;-110.0;;-93.0;3.0;6.4;00:42:58:364
12140;-67.0;;-68.0;-73.0;-72.0;-70.0;-81.0;-82.0;;-110.0;-84.0;-88.0;3.0;6.4;00:42:58:472
12141;-54.0;-66.0;-57.0;-69.0;-75.0;-66.0;-110.0;-82.0;-79.0;-79.0;-89.0;-87.0;3.0;6.4;00:42:58:585
12142;-55.0;-58.0;-60.0;-80.0;-75.0;;-88.0;-79.0;-85.0;-110.0;-86.0;-94.0;3.0;6.4;00:42:58:689
12143;-67.0;;-58.0;-73.0;-71.0;-70.0;-82.0;-82.0;-79.0;-110.0;-84.0;;3.0;6.4;00:42:58:907
12144;-54.0;-65.0;;-68.0;-75.0;-66.0;-110.0;-79.0;-79.0;-110.0;-88.0;-87.0;3.0;6.4;00:42:59:004
12145;-55.0;-58.0;-57.0;-80.0;-70.0;-71.0;-89.0;;-85.0;-110.0;-86.0;;3.0;6.4;00:42:59:113
12146;-67.0;-53.0;-68.0;;-72.0;-71.0;-81.0;-89.0;-74.0;-110.0;-84.0;-86.0;3.0;6.4;00:42:59:230
12147;-67.0;;-59.0;-73.0;;-67.0;-82.0;-82.0;-79.0;-110.0;;-86.0;3.0;6.4;00:42:59:324
12148;-55.0;-65.0;;-68.0;-75.0;-66.0;-110.0;-78.0;-80.0;-110.0;-89.0;-87.0;3.0;6.4;00:42:59:429
12149;;-58.0;-58.0;-80.0;-70.0;-70.0;-88.0;;-85.0;-86.0;-92.0;-93.0;3.0;6.4;00:42:59:530
12150;-70.0;-53.0;-68.0;-73.0;-71.0;-70.0;-82.0;-88.0;;-110.0;-84.0;-86.0;3.0;6.4;00:42:59:638
12151;-54.0;-65.0;-60.0;-73.0;;-66.0;-110.0;-83.0;-79.0;-110.0;;-87.0;3.0;6.4;00:42:59:751
12152;-55.0;-65.0;;-66.0;-75.0;;-110.0;-79.0;-80.0;-110.0;-89.0;-86.0;3.0;6.4;00:42:59:857
12153;;-54.0;-58.0;-80.0;-70.0;-70.0;-88.0;;-85.0;-110.0;;-87.0;3.0;6.4;00:42:59:959
12154;-67.0;-53.0;-68.0;-73.0;-72.0;-70.0;-110.0;-88.0;;-110.0;-84.0;-86.0;3.0;6.4;00:43:00:057
12155;-54.0;-66.0;-58.0;-110.0;;-66.0;-110.0;-83.0;-79.0;-79.0;-88.0;-86.0;3.0;6.4;00:43:00:161
12156;-55.0;-58.0;-58.0;-80.0;-75.0;;-88.0;-79.0;-85.0;-110.0;-86.0;;3.0;6.4;00:43:00:273
12157;;-53.0;-58.0;-80.0;-70.0;-70.0;-80.0;-88.0;-85.0;-110.0;;-86.0;3.0;6.4;00:43:00:375
12158;-66.0;;-58.0;-73.0;-72.0;-69.0;-82.0;-89.0;;-110.0;-84.0;;3.0;6.4;00:43:00:480
12159;-54.0;-66.0;;-69.0;-75.0;-66.0;-110.0;-79.0;-79.0;-79.0;-89.0;-87.0;3.0;6.4;00:43:00:595
12160;-56.0;-58.0;-57.0;-80.0;-75.0;;-88.0;-79.0;-86.0;-110.0;-86.0;;3.0;6.4;00:43:00:695
12161;-67.0;-53.0;-68.0;;-72.0;-70.0;-82.0;-89.0;-74.0;-93.0;-84.0;-86.0;3.0;6.4;00:43:00:801
12162;-67.0;;-59.0;-73.0;-72.0;-69.0;-81.0;-82.0;-79.0;-110.0;-84.0;;3.0;6.4;00:43:00:905
12163;-55.0;-65.0;;-69.0;-74.0;-66.0;-110.0;-79.0;-79.0;-110.0;-89.0;-87.0;3.0;6.4;00:43:01:014
12164;-55.0;-58.0;-57.0;-79.0;-70.0;-70.0;-88.0;;-85.0;-110.0;-86.0;;3.0;6.4;00:43:01:116
12165;-67.0;-53.0;-68.0;;-72.0;-70.0;-82.0;-88.0;-74.0;-110.0;-84.0;-86.0;3.0;6.4;00:43:01:225
12166;-110.0;;-59.0;-73.0;;-66.0;-110.0;-82.0;-79.0;-110.0;;-87.0;3.0;6.4;00:43:01:327
12167;-55.0;-65.0;;-69.0;-74.0;-66.0;-110.0;-81.0;-81.0;-110.0;-89.0;-87.0;3.0;6.4;00:43:01:428
12168;;-53.0;-57.0;-110.0;-71.0;-70.0;-110.0;;-85.0;-110.0;-86.0;-86.0;3.0;6.4;00:43:01:534
12169;-67.0;-53.0;-68.0;-73.0;-72.0;-69.0;-81.0;-89.0;;-110.0;-83.0;-87.0;3.0;6.4;00:43:01:646
12170;-54.0;-65.0;-59.0;-73.0;;-66.0;-110.0;-83.0;-79.0;-110.0;;-86.0;3.0;6.4;00:43:01:749
12171;-55.0;-65.0;;-79.0;-74.0;;-110.0;-79.0;-86.0;-110.0;-89.0;;3.0;6.4;00:43:01:845
12172;;-53.0;-58.0;-79.0;-71.0;-70.0;-80.0;-88.0;-85.0;-110.0;;-86.0;3.0;6.4;00:43:01:957
12173;-67.0;;-60.0;-73.0;-72.0;-69.0;-82.0;-89.0;;-110.0;-84.0;-88.0;3.0;6.4;00:43:02:060
12174;-54.0;-65.0;-58.0;-69.0;-74.0;-66.0;-110.0;-78.0;-79.0;-110.0;;-86.0;3.0;6.4;00:43:02:172
12175;-55.0;-58.0;-60.0;-80.0;-74.0;;-88.0;-79.0;-85.0;-86.0;-92.0;-92.0;3.0;6.4;00:43:02:273
12176;-67.0;;-58.0;-73.0;-72.0;-69.0;-82.0;-82.0;-79.0;-110.0;-84.0;;3.0;6.4;00:43:02:484
12177;-53.0;-65.0;;-69.0;-74.0;-67.0;-110.0;-79.0;-79.0;-110.0;;-88.0;3.0;6.4;00:43:02:588
12178;-55.0;-58.0;-57.0;-80.0;-71.0;-70.0;-87.0;;-85.0;-110.0;-86.0;;3.0;6.4;00:43:02:694
12179;-67.0;-54.0;-68.0;;-72.0;-70.0;-81.0;-88.0;-74.0;-110.0;-84.0;-86.0;3.0;6.4;00:43:02:791
12180;-67.0;;-59.0;-73.0;-72.0;-69.0;-82.0;-82.0;-79.0;-110.0;-84.0;;3.0;6.4;00:43:02:890
12181;-55.0;-66.0;;-69.0;-75.0;-66.0;-110.0;-79.0;-79.0;;-89.0;-87.0;3.0;6.4;00:43:02:999
12182;;-58.0;-57.0;-80.0;-71.0;-71.0;-88.0;;-85.0;-110.0;-86.0;-93.0;3.0;6.4;00:43:03:109
12183;-67.0;-53.0;-68.0;-73.0;-72.0;-69.0;-81.0;-88.0;;-110.0;-84.0;-87.0;3.0;6.4;00:43:03:212
12184;-54.0;-65.0;-58.0;-73.0;;-66.0;-110.0;-82.0;-79.0;-79.0;-89.0;-88.0;3.0;6.4;00:43:03:322
12185;-55.0;-65.0;;-110.0;-74.0;;-110.0;-78.0;-80.0;;-88.0;-87.0;3.0;6.4;00:43:03:435
12186;;-54.0;-57.0;-79.0;-71.0;-70.0;-88.0;;-85.0;-86.0;;-92.0;3.0;6.4;00:43:03:542
12187;-67.0;;-68.0;-73.0;-72.0;-69.0;-82.0;-88.0;;-110.0;-83.0;-87.0;3.0;6.4;00:43:03:645
12188;-54.0;-65.0;-59.0;-69.0;-75.0;-66.0;-110.0;-82.0;-79.0;-110.0;-89.0;-87.0;3.0;6.4;00:43:03:740
12189;-55.0;-58.0;-57.0;-80.0;-75.0;;-88.0;-79.0;-85.0;-110.0;-86.0;;3.0;6.4;00:43:03:852
12190;;-53.0;-57.0;-80.0;-71.0;-70.0;-80.0;-88.0;-85.0;-86.0;;-92.0;3.0;6.4;00:43:03:955
12191;-67.0;;-59.0;-73.0;-72.0;-71.0;-82.0;-88.0;;-110.0;-84.0;;3.0;6.4;00:43:04:067
12192;-54.0;-65.0;;-69.0;-75.0;-66.0;-110.0;-78.0;-79.0;-79.0;-88.0;-86.0;3.0;6.4;00:43:04:171
12193;-55.0;-58.0;-58.0;-80.0;-75.0;;-87.0;-78.0;-85.0;-110.0;-86.0;;3.0;6.4;00:43:04:268
12194;-67.0;-54.0;-68.0;;-72.0;-70.0;-82.0;-88.0;-74.0;-110.0;-84.0;-86.0;3.0;6.4;00:43:04:378
12195;-67.0;;-58.0;-73.0;-72.0;-69.0;-82.0;-82.0;-79.0;-110.0;-84.0;;3.0;6.4;00:43:04:475
12196;-55.0;-66.0;;-69.0;-75.0;-66.0;-110.0;-79.0;-79.0;-110.0;-88.0;-87.0;3.0;6.4;00:43:04:584
12197;-55.0;-58.0;-58.0;-80.0;-71.0;-70.0;-88.0;;-86.0;-110.0;-87.0;-93.0;3.0;6.4;00:43:04:692
12198;-67.0;-53.0;-68.0;;-72.0;-70.0;-82.0;-88.0;-74.0;-110.0;-84.0;-86.0;3.0;6.4;00:43:04:792
12199;-67.0;;-60.0;-73.0;;-66.0;-110.0;-82.0;-79.0;-110.0;;-87.0;3.0;6.4;00:43:04:901
12200;-55.0;-65.0;;-69.0;-75.0;-66.0;-110.0;-79.0;-80.0;;-88.0;-87.0;3.0;6.4;00:43:05:000
12201;;-54.0;-57.0;-79.0;-71.0;-70.0;-87.0;;-85.0;-86.0;-86.0;-92.0;3.0;6.4;00:43:05:114
12202;-67.0;-53.0;-68.0;-73.0;-72.0;-69.0;-82.0;-88.0;;-110.0;-84.0;-86.0;3.0;6.4;00:43:05:210
12203;-54.0;-65.0;-58.0;-73.0;;-66.0;-110.0;-82.0;-79.0;-79.0;-89.0;-87.0;3.0;6.4;00:43:05:313
12204;-55.0;-65.0;;-85.0;-75.0;-66.0;-110.0;-78.0;-81.0;-110.0;-88.0;-86.0;3.0;6.4;00:43:05:414
12205;;-54.0;-57.0;-80.0;-71.0;-70.0;-88.0;;-85.0;-110.0;;-86.0;3.0;6.4;00:43:05:524
12206;-67.0;;-68.0;-73.0;-72.0;-70.0;-82.0;-88.0;;-110.0;-84.0;-86.0;3.0;6.4;00:43:05:624
12207;-54.0;-65.0;-58.0;-73.0;;-66.0;-110.0;-82.0;-79.0;-79.0;-89.0;-87.0;3.0;6.4;00:43:05:732
12208;-55.0;-58.0;-58.0;-79.0;-75.0;;-88.0;-78.0;-86.0;-110.0;-89.0;;3.0;6.4;00:43:05:830
12209;;-53.0;-58.0;-110.0;-70.0;-70.0;-80.0;-88.0;-85.0;-86.0;;-93.0;3.0;6.4;00:43:05:934
12210;-67.0;;-58.0;-73.0;-72.0;-71.0;-82.0;-89.0;;-110.0;-83.0;;3.0;6.4;00:43:06:046
12211;-54.0;-65.0;-59.0;-68.0;-75.0;-66.0;-110.0;-78.0;-79.0;-79.0;-89.0;-87.0;3.0;6.4;00:43:06:139
12212;-55.0;-58.0;-58.0;-80.0;-75.0;;-110.0;-78.0;-85.0;-110.0;-86.0;;3.0;6.4;00:43:06:245
12213;;-53.0;-57.0;;-72.0;-70.0;-81.0;-88.0;-74.0;;-85.0;-92.0;3.0;6.4;00:43:06:358
12214;-55.0;-65.0;;-68.0;-75.0;-66.0;-110.0;-78.0;-79.0;-88.0;-89.0;-87.0;3.0;6.4;00:43:06:571
12215;-55.0;-58.0;-57.0;-80.0;-70.0;-70.0;-89.0;;-85.0;-110.0;-93.0;;3.0;6.4;00:43:06:676
12216;-68.0;-53.0;-68.0;;-72.0;-70.0;-82.0;-89.0;-74.0;-110.0;-84.0;-86.0;3.0;6.4;00:43:06:775
12217;-67.0;;-58.0;-73.0;;-66.0;-82.0;-82.0;-79.0;-110.0;;-86.0;3.0;6.4;00:43:06:876
12218;-55.0;-65.0;;-68.0;-74.0;-66.0;-110.0;-78.0;-80.0;-110.0;-89.0;-87.0;3.0;6.4;00:43:06:985
12219;;-58.0;-58.0;-80.0;-70.0;-70.0;-88.0;;-85.0;-110.0;-86.0;-86.0;3.0;6.4;00:43:07:094
12220;-67.0;-54.0;-68.0;-73.0;-72.0;-70.0;-82.0;-88.0;;-110.0;-84.0;-86.0;3.0;6.4;00:43:07:194
12221;-54.0;-66.0;-58.0;-73.0;;-66.0;-110.0;-82.0;-79.0;-79.0;-88.0;-87.0;3.0;6.4;00:43:07:303
12222;-55.0;-65.0;;-66.0;-75.0;;-110.0;-79.0;-80.0;-110.0;-89.0;-87.0;3.0;6.4;00:43:07:410
12223;;-53.0;-58.0;-80.0;-70.0;-70.0;-88.0;;-86.0;-86.0;;-93.0;3.0;6.4;00:43:07:512
12224;-67.0;-53.0;-68.0;-73.0;-72.0;-69.0;-82.0;-89.0;;-110.0;-83.0;-86.0;3.0;6.4;00:43:07:610
12225;-54.0;-66.0;-58.0;-68.0;-75.0;-66.0;-110.0;-82.0;-79.0;-79.0;-89.0;-87.0;3.0;6.4;00:43:07:717
12226;-55.0;-59.0;-57.0;-80.0;-74.0;;-89.0;-78.0;-85.0;-110.0;-86.0;;3.0;6.4;00:43:07:833
12227;;-53.0;-58.0;-80.0;-70.0;-70.0;-80.0;-89.0;-85.0;-110.0;;-87.0;3.0;6.4;00:43:07:934
12228;-67.0;;-60.0;-73.0;-72.0;-70.0;-81.0;-88.0;;-110.0;-84.0;;3.0;6.4;00:43:08:035
12229;-54.0;-66.0;-64.0;-69.0;-74.0;-66.0;-110.0;-79.0;-79.0;-79.0;-89.0;-87.0;3.0;6.4;00:43:08:137
12230;-55.0;-58.0;-58.0;-80.0;-75.0;;-88.0;-78.0;-85.0;-110.0;-93.0;;3.0;6.4;00:43:08:243
12231;;-53.0;-58.0;;-72.0;-70.0;-82.0;-88.0;-74.0;-110.0;-84.0;-87.0;3.0;6.4;00:43:08:346
12232;-67.0;;-64.0;-73.0;-72.0;-69.0;-82.0;-82.0;;-110.0;-84.0;;3.0;6.4;00:43:08:446
12233;-54.0;-65.0;;-69.0;-74.0;-66.0;-110.0;-79.0;-79.0;-110.0;-88.0;-87.0;3.0;6.4;00:43:08:544
12234;-55.0;-58.0;-59.0;-80.0;-71.0;-70.0;-88.0;;-86.0;-110.0;-86.0;-93.0;3.0;6.4;00:43:08:647
12235;-67.0;-53.0;-68.0;;-72.0;-70.0;-81.0;-88.0;-74.0;-110.0;-84.0;-86.0;3.0;6.4;00:43:08:756
12236;-67.0;;-60.0;-73.0;-72.0;-70.0;-81.0;-82.0;-79.0;-110.0;-83.0;;3.0;6.4;00:43:08:863
12237;-55.0;-65.0;;-69.0;-75.0;-66.0;-110.0;-79.0;-79.0;;-89.0;-87.0;3.0;6.4;00:43:08:963
12238;-55.0;-58.0;-57.0;-80.0;-71.0;-70.0;-88.0;;-85.0;-110.0;-86.0;-93.0;3.0;6.4;00:43:09:070
12239;-68.0;-54.0;-68.0;-110.0;-72.0;-69.0;-81.0;-88.0;-74.0;-110.0;-84.0;-86.0;3.0;6.4;00:43:09:174
12240;-54.0;-65.0;-58.0;-73.0;;-66.0;-110.0;-82.0;-78.0;-79.0;-88.0;-87.0;3.0;6.4;00:43:09:280
12241;-55.0;-65.0;;-69.0;-75.0;-66.0;-110.0;-78.0;-80.0;-110.0;-89.0;-88.0;3.0;6.4;00:43:09:393
12242;;-53.0;-58.0;-80.0;-71.0;-70.0;-88.0;;-85.0;-110.0;;-86.0;3.0;6.4;00:43:09:502
12243;-67.0;;-68.0;-73.0;-72.0;-70.0;-81.0;-88.0;;-110.0;-83.0;-89.0;3.0;6.4;00:43:09:600
12244;-54.0;-65.0;-58.0;-73.0;;-66.0;-110.0;-82.0;-79.0;-79.0;-89.0;-87.0;3.0;6.4;00:43:09:701
12245;-55.0;-58.0;-57.0;-79.0;-75.0;;-88.0;-79.0;-85.0;-110.0;-90.0;;3.0;6.4;00:43:09:802
12246;;-53.0;-57.0;-80.0;-71.0;-70.0;-80.0;-88.0;-85.0;-86.0;;-94.0;3.0;6.4;00:43:09:910
12247;-67.0;;-59.0;-73.0;-72.0;-70.0;-81.0;-88.0;;-110.0;-84.0;-89.0;3.0;6.4;00:43:10:018
12248;-54.0;-66.0;-58.0;-69.0;-75.0;-66.0;-110.0;-78.0;-79.0;-79.0;-89.0;-86.0;3.0;6.4;00:43:10:120
12249;-55.0;-58.0;-58.0;-80.0;-75.0;;-88.0;-78.0;-85.0;-110.0;;;3.0;6.4;00:43:10:229
12250;-67.0;-53.0;-68.0;;-72.0;-70.0;-81.0;-88.0;-74.0;;-84.0;-93.0;3.0;6.4;00:43:10:337
12251;-67.0;;-58.0;-73.0;-72.0;-69.0;-81.0;-82.0;-79.0;-110.0;-84.0;;3.0;6.4;00:43:10:443
12252;-55.0;-65.0;;-69.0;-75.0;-66.0;-110.0;-78.0;-79.0;-110.0;-87.0;-87.0;3.0;6.4;00:43:10:553
12253;-55.0;-58.0;-57.0;-110.0;-71.0;-70.0;-110.0;;-86.0;-110.0;-86.0;-93.0;3.0;6.4;00:43:10:651
12254;-67.0;-53.0;-68.0;;-72.0;-70.0;-82.0;-88.0;-74.0;-110.0;-83.0;-86.0;3.0;6.4;00:43:10:753
12255;-67.0;;-58.0;-73.0;;-66.0;-81.0;-82.0;-79.0;-110.0;;-88.0;3.0;6.4;00:43:10:853
12256;-55.0;-65.0;;-68.0;-75.0;-66.0;-110.0;-79.0;-80.0;-110.0;-86.0;-87.0;3.0;6.4;00:43:10:959
12257;;-53.0;-57.0;-80.0;-71.0;-70.0;-87.0;;-85.0;-86.0;-87.0;-93.0;3.0;6.4;00:43:11:069
12258;-67.0;-53.0;-68.0;-73.0;-72.0;-70.0;-82.0;-89.0;;-110.0;-84.0;-86.0;3.0;6.4;00:43:11:175
12259;-54.0;-65.0;-58.0;-73.0;;-66.0;-110.0;-82.0;-79.0;-79.0;-88.0;-87.0;3.0;6.4;00:43:11:291
12260;-55.0;-65.0;;-81.0;-75.0;;-110.0;-79.0;-86.0;-110.0;-89.0;;3.0;6.4;00:43:11:393
12261;;-53.0;-57.0;-80.0;-71.0;-71.0;-110.0;-88.0;-85.0;-86.0;;-93.0;3.0;6.4;00:43:11:499
12262;-70.0;;-68.0;-73.0;-71.0;-70.0;-82.0;-89.0;;-110.0;-84.0;-88.0;3.0;6.4;00:43:11:595
12263;-54.0;-65.0;-58.0;-69.0;-75.0;-66.0;-110.0;-78.0;-79.0;-79.0;-88.0;-87.0;3.0;6.4;00:43:11:707
12264;-55.0;-58.0;-57.0;-80.0;-75.0;;-88.0;-79.0;-86.0;-110.0;-93.0;;3.0;6.4;00:43:11:814
12265;;-53.0;-60.0;;-72.0;-71.0;-82.0;-88.0;-74.0;-110.0;-84.0;-86.0;3.0;6.4;00:43:11:916
12266;-67.0;;-58.0;-73.0;-72.0;-70.0;-81.0;-82.0;;-110.0;-84.0;;3.0;6.4;00:43:12:016
12267;-54.0;-65.0;;-68.0;-75.0;-66.0;-110.0;-78.0;-79.0;-110.0;-89.0;-87.0;3.0;6.4;00:43:12:121
12268;-55.0;-58.0;-57.0;-80.0;-70.0;-70.0;-87.0;;-85.0;-110.0;-86.0;;3.0;6.4;00:43:12:238
12269;-67.0;-53.0;-68.0;;-72.0;-70.0;-81.0;-87.0;-74.0;-110.0;-84.0;-86.0;3.0;6.4;00:43:12:335
12270;-67.0;;-59.0;-73.0;;-66.0;-82.0;-82.0;-79.0;-110.0;;;3.0;6.4;00:43:12:442
12271;-55.0;-66.0;;-68.0;-75.0;-66.0;-110.0;-79.0;-79.0;-110.0;-88.0;-87.0;3.0;6.4;00:43:12:551
12272;;-58.0;-57.0;-80.0;-70.0;-70.0;-88.0;;-85.0;-110.0;-86.0;-86.0;3.0;6.4;00:43:12:652
12273;-67.0;-54.0;-68.0;-73.0;-72.0;-70.0;-81.0;-89.0;;-110.0;-84.0;-86.0;3.0;6.4;00:43:12:752
12274;-54.0;-65.0;-58.0;-73.0;;-66.0;-110.0;-82.0;-79.0;-79.0;-88.0;-87.0;3.0;6.4;00:43:12:866
12275;-55.0;-65.0;;-69.0;-75.0;-66.0;-110.0;-78.0;-80.0;-110.0;-89.0;-86.0;3.0;6.4;00:43:12:967
12276;;-53.0;-58.0;-80.0;-70.0;-70.0;-87.0;;-85.0;-87.0;;-93.0;3.0;6.4;00:43:13:071
12277;-54.0;-65.0;-60.0;-73.0;;-66.0;-110.0;-82.0;-79.0;-79.0;-88.0;-86.0;3.0;6.4;00:43:13:275
12278;-110.0;-58.0;;-110.0;-75.0;;-88.0;-78.0;-85.0;-110.0;-89.0;;3.0;6.4;00:43:13:377
12279;;-53.0;-57.0;-80.0;-70.0;-70.0;-80.0;-88.0;-85.0;-110.0;;-86.0;3.0;6.4;00:43:13:489
12280;-67.0;;-59.0;-72.0;-72.0;-70.0;-82.0;-88.0;;-110.0;-84.0;-88.0;3.0;6.4;00:43:13:597
12281;-54.0;-65.0;-58.0;-69.0;-75.0;-66.0;-110.0;-78.0;-79.0;-79.0;-88.0;-87.0;3.0;6.4;00:43:13:704
12282;-55.0;-58.0;-57.0;-80.0;-75.0;;-87.0;-79.0;-85.0;-110.0;-86.0;-94.0;3.0;6.4;00:43:13:801
12283;-110.0;-53.0;-68.0;;-72.0;-70.0;-81.0;-88.0;-74.0;;-84.0;-93.0;3.0;6.4;00:43:13:913
12284;-67.0;;-58.0;-73.0;-71.0;-70.0;-81.0;-82.0;-79.0;-110.0;-84.0;;3.0;6.4;00:43:14:015
12285;-56.0;-65.0;;-69.0;-75.0;-66.0;-110.0;-78.0;-79.0;-88.0;-88.0;-87.0;3.0;6.4;00:43:14:123
12286;-55.0;-58.0;-57.0;-80.0;-70.0;-70.0;-88.0;;-86.0;-110.0;-86.0;;3.0;6.4;00:43:14:224
12287;-67.0;-53.0;-68.0;;-71.0;-70.0;-81.0;-88.0;-74.0;-110.0;-84.0;-86.0;3.0;6.4;00:43:14:325
12288;-68.0;;-59.0;-73.0;-72.0;-65.0;-81.0;-82.0;-79.0;-110.0;-84.0;;3.0;6.4;00:43:14:433
12289;-56.0;-65.0;;-69.0;-75.0;-66.0;-110.0;-79.0;-80.0;;-89.0;-86.0;3.0;6.4;00:43:14:535
12290;;-58.0;-59.0;-80.0;-70.0;-70.0;-110.0;;-85.0;-110.0;-86.0;-86.0;3.0;6.4;00:43:14:643
12291;-67.0;-53.0;-67.0;-72.0;-72.0;-70.0;-81.0;-89.0;;-110.0;-84.0;-86.0;3.0;6.4;00:43:14:751
12292;-54.0;-66.0;-58.0;-73.0;;-66.0;-110.0;-82.0;-78.0;-79.0;-88.0;-86.0;3.0;6.4;00:43:14:860
12293;-55.0;-65.0;;-80.0;-75.0;;-87.0;-78.0;-86.0;-110.0;-89.0;;3.0;6.4;00:43:14:963
12294;;-53.0;-58.0;-80.0;-71.0;-70.0;-80.0;-88.0;-86.0;-110.0;;-86.0;3.0;6.4;00:43:15:078
12295;-67.0;;-58.0;-72.0;-72.0;-70.0;-81.0;-88.0;;-110.0;-84.0;-88.0;3.0;6.4;00:43:15:182
12296;-54.0;-66.0;-59.0;-69.0;-75.0;-66.0;-110.0;-79.0;-79.0;-79.0;-89.0;-86.0;3.0;6.4;00:43:15:286
12297;-55.0;-58.0;-57.0;-80.0;-75.0;;-87.0;-78.0;-85.0;-110.0;-87.0;-94.0;3.0;6.4;00:43:15:393
12298;;-54.0;-57.0;;-71.0;-71.0;-110.0;-88.0;-74.0;-110.0;-84.0;-86.0;3.0;6.4;00:43:15:493
12299;-67.0;;-58.0;-74.0;-72.0;-69.0;-81.0;-88.0;;-110.0;-84.0;;3.0;6.4;00:43:15:593
12300;-54.0;-65.0;;-68.0;-75.0;-66.0;-110.0;-79.0;-79.0;-79.0;-88.0;-87.0;3.0;6.4;00:43:15:702
12301;-55.0;-58.0;-57.0;-80.0;-70.0;-71.0;-87.0;;-86.0;-110.0;-87.0;-94.0;3.0;6.4;00:43:15:807
12302;-67.0;-53.0;-68.0;;-72.0;-71.0;-81.0;-89.0;-74.0;-110.0;-84.0;-86.0;3.0;6.4;00:43:15:910
12303;-67.0;;-63.0;-73.0;-72.0;-65.0;-82.0;-82.0;-79.0;-110.0;-84.0;;3.0;6.4;00:43:16:016
12304;-55.0;-65.0;;-68.0;-75.0;-66.0;-110.0;-79.0;-79.0;-110.0;-88.0;-87.0;3.0;6.4;00:43:16:119
12305;-55.0;-58.0;-60.0;-80.0;-70.0;-70.0;-88.0;;-85.0;-110.0;-92.0;;3.0;6.4;00:43:16:227
12306;-67.0;-53.0;-68.0;-110.0;-72.0;-70.0;-82.0;-88.0;-74.0;-110.0;-84.0;-86.0;3.0;6.4;00:43:16:327
12307;-54.0;-66.0;-58.0;-75.0;;-66.0;-110.0;-83.0;-79.0;-110.0;;-87.0;3.0;6.4;00:43:16:431
12308;-55.0;-66.0;;-68.0;-75.0;-66.0;-110.0;-78.0;-80.0;;-89.0;-87.0;3.0;6.4;00:43:16:548
12309;;-53.0;-57.0;-80.0;-71.0;-70.0;-110.0;;-74.0;-110.0;;-86.0;3.0;6.4;00:43:16:653
12310;-67.0;-53.0;-68.0;-72.0;-72.0;-70.0;-82.0;-89.0;;-110.0;-84.0;-86.0;3.0;6.4;00:43:16:748
12311;-54.0;-65.0;-58.0;-72.0;;-66.0;-110.0;-83.0;-79.0;-110.0;;-86.0;3.0;6.4;00:43:16:852
12312;-55.0;-58.0;-58.0;-80.0;-75.0;;-88.0;-79.0;-85.0;-110.0;-89.0;;3.0;6.4;00:43:16:965
12313;;-53.0;-57.0;-80.0;-70.0;-70.0;-80.0;-88.0;-85.0;-86.0;;-94.0;3.0;6.4;00:43:17:072
12314;-67.0;;-58.0;-72.0;-72.0;-70.0;-82.0;-88.0;;-110.0;-84.0;-88.0;3.0;6.4;00:43:17:174
12315;-54.0;-66.0;-60.0;-68.0;-76.0;-66.0;-110.0;-79.0;-79.0;-79.0;-89.0;-87.0;3.0;6.4;00:43:17:277
12316;-55.0;-58.0;-59.0;-80.0;-75.0;;-89.0;-78.0;-86.0;-110.0;-87.0;-94.0;3.0;6.4;00:43:17:373
12317;;-53.0;-57.0;-80.0;-73.0;-70.0;-80.0;-88.0;-85.0;-86.0;;-93.0;3.0;6.4;00:43:17:474
12318;-67.0;;-59.0;-72.0;-72.0;-70.0;-82.0;-82.0;;-110.0;-84.0;;3.0;6.4;00:43:17:588
12319;-54.0;-67.0;;-68.0;-75.0;-66.0;-110.0;-79.0;-79.0;-79.0;-89.0;;3.0;6.4;00:43:17:689
12320;-55.0;-58.0;-58.0;-81.0;-71.0;-70.0;-88.0;-79.0;-85.0;-110.0;-87.0;-92.0;3.0;6.4;00:43:17:783
12321;-67.0;-53.0;-68.0;;-72.0;-70.0;-82.0;-88.0;-74.0;;-84.0;-93.0;3.0;6.4;00:43:17:885
12322;-67.0;;-58.0;-72.0;-72.0;-70.0;-82.0;-82.0;-79.0;-110.0;;;3.0;6.4;00:43:17:986
12323;-55.0;-65.0;;-68.0;-75.0;-66.0;-110.0;-79.0;-79.0;-110.0;-89.0;-87.0;3.0;6.4;00:43:18:101
12324;-55.0;-58.0;-58.0;-81.0;-71.0;-70.0;-88.0;;-85.0;-110.0;-87.0;;3.0;6.4;00:43:18:196
12325;-67.0;-53.0;-68.0;;-72.0;-70.0;-82.0;-89.0;-74.0;-110.0;;-87.0;3.0;6.4;00:43:18:298
12326;-67.0;;-59.0;-72.0;-72.0;-65.0;-82.0;-82.0;-79.0;-110.0;-84.0;;3.0;6.4;00:43:18:402
