;a0c0;a0c1;a0c2;a1c0;a1c1;a1c2;a2c0;a2c1;a2c2;a3c0;a3c1;a3c2;dist_x;dist_y;time
3996;-68.0;-74.0;-73.0;-78.0;-82.0;-76.0;-85.0;-79.0;-79.0;-54.0;-43.0;-56.0;1.5;3.6;00:13:47:727
4002;-68.0;-73.0;-77.0;-79.0;-71.0;-82.0;-78.0;-78.0;-81.0;-48.0;-55.0;-61.0;1.5;3.6;00:13:48:365
4004;-67.0;-73.0;-72.0;-78.0;-80.0;-83.0;-84.0;-80.0;-79.0;-56.0;-43.0;-63.0;1.5;3.6;00:13:48:575
4006;-68.0;-73.0;-77.0;-79.0;-72.0;-81.0;-84.0;-78.0;-81.0;-48.0;-54.0;-55.0;1.5;3.6;00:13:48:794
4010;-69.0;-74.0;-72.0;-78.0;-72.0;-81.0;-84.0;-78.0;-81.0;-58.0;-56.0;-56.0;1.5;3.6;00:13:49:218
4012;-67.0;-73.0;-65.0;-78.0;-88.0;-83.0;-89.0;-80.0;-80.0;-56.0;-43.0;-63.0;1.5;3.6;00:13:49:424
4014;-68.0;-73.0;-72.0;-79.0;-81.0;-82.0;-85.0;-78.0;-80.0;-48.0;-56.0;-56.0;1.5;3.6;00:13:49:633
4016;-67.0;-73.0;-77.0;-78.0;-87.0;-83.0;-89.0;-80.0;-82.0;-56.0;-54.0;-60.0;1.5;3.6;00:13:49:843
4018;-68.0;-68.0;-72.0;-79.0;-80.0;-76.0;-81.0;-78.0;-79.0;-48.0;-43.0;-56.0;1.5;3.6;00:13:50:059
4020;-68.0;-75.0;-76.0;-78.0;-88.0;-83.0;-90.0;-80.0;-81.0;-56.0;-54.0;-55.0;1.5;3.6;00:13:50:267
4022;-68.0;-69.0;-72.0;-78.0;-81.0;-76.0;-84.0;-83.0;-79.0;-48.0;-43.0;-56.0;1.5;3.6;00:13:50:483
4026;-68.0;-73.0;-72.0;-78.0;-80.0;-76.0;-84.0;-79.0;-79.0;-56.0;-43.0;-56.0;1.5;3.6;00:13:50:898
4030;-72.0;-74.0;-72.0;-79.0;-81.0;-76.0;-84.0;-79.0;-79.0;-57.0;-44.0;-56.0;1.5;3.6;00:13:51:320
4032;-67.0;-73.0;-76.0;-81.0;-71.0;-81.0;-83.0;-78.0;-81.0;-48.0;-54.0;-61.0;1.5;3.6;00:13:51:526
4034;-68.0;-74.0;-72.0;-79.0;-80.0;-76.0;-84.0;-80.0;-79.0;-56.0;-54.0;-63.0;1.5;3.6;00:13:51:736
4036;-67.0;-73.0;-77.0;-79.0;-72.0;-81.0;-87.0;-78.0;-81.0;-48.0;-54.0;-60.0;1.5;3.6;00:13:51:940
4038;-67.0;-74.0;-72.0;-78.0;-82.0;-81.0;-84.0;-78.0;-79.0;-56.0;-44.0;-65.0;1.5;3.6;00:13:52:141
4050;-73.0;-69.0;-77.0;-78.0;-90.0;-83.0;-89.0;-89.0;-91.0;-60.0;-66.0;-58.0;1.5;6.4;00:34:32:684
4054;-73.0;-69.0;-77.0;-78.0;-90.0;-84.0;-89.0;-83.0;-91.0;-56.0;-61.0;-59.0;1.5;6.4;00:34:33:111
4066;-72.0;-69.0;-77.0;-78.0;-90.0;-82.0;-90.0;-88.0;-92.0;-60.0;-67.0;-59.0;1.5;6.4;00:34:34:672
4070;-72.0;-69.0;-77.0;-78.0;-90.0;-82.0;-90.0;-83.0;-90.0;-56.0;-61.0;-58.0;1.5;6.4;00:34:35:095
4086;-69.0;-66.0;-79.0;-78.0;-90.0;-81.0;-89.0;-87.0;-91.0;-56.0;-61.0;-52.0;1.5;6.4;00:34:37:190
4088;-73.0;-66.0;-76.0;-78.0;-83.0;-83.0;-88.0;-88.0;-91.0;-63.0;-56.0;-59.0;1.5;6.4;00:34:37:400
4100;-72.0;-69.0;-76.0;-78.0;-89.0;-83.0;-89.0;-83.0;-92.0;-56.0;-61.0;-60.0;1.5;6.4;00:34:39:077
4116;-74.0;-66.0;-80.0;-78.0;-90.0;-78.0;-89.0;-88.0;-91.0;-56.0;-61.0;-54.0;1.5;6.4;00:34:40:742
4118;-73.0;-69.0;-76.0;-78.0;-90.0;-83.0;-89.0;-83.0;-91.0;-56.0;-61.0;-58.0;1.5;6.4;00:34:41:068
4122;-73.0;-69.0;-76.0;-78.0;-83.0;-83.0;-87.0;-88.0;-90.0;-57.0;-61.0;-58.0;1.5;6.4;00:34:41:480
4152;-73.0;-67.0;-76.0;-78.0;-80.0;-83.0;-88.0;-88.0;-90.0;-60.0;-66.0;-59.0;1.5;6.4;00:34:44:967
4154;-69.0;-66.0;-80.0;-78.0;-91.0;-81.0;-89.0;-87.0;-92.0;-56.0;-54.0;-61.0;1.5;6.4;00:34:45:170
4198;-73.0;-69.0;-77.0;-78.0;-91.0;-83.0;-89.0;-83.0;-90.0;-56.0;-61.0;-58.0;1.5;6.4;00:34:50:211
4214;-72.0;-66.0;-77.0;-78.0;-83.0;-83.0;-88.0;-87.0;-92.0;-63.0;-54.0;-60.0;1.5;6.4;00:34:52:095
4216;-70.0;-66.0;-79.0;-78.0;-90.0;-81.0;-89.0;-88.0;-92.0;-56.0;-54.0;-52.0;1.5;6.4;00:34:52:312
4230;-70.0;-66.0;-79.0;-78.0;-90.0;-83.0;-89.0;-88.0;-93.0;-55.0;-66.0;-52.0;1.5;6.4;00:34:53:899
4236;-74.0;-66.0;-77.0;-78.0;-83.0;-78.0;-86.0;-88.0;-91.0;-57.0;-61.0;-58.0;1.5;6.4;00:34:54:634
4242;-72.0;-69.0;-77.0;-78.0;-89.0;-83.0;-88.0;-84.0;-91.0;-56.0;-67.0;-58.0;1.5;6.4;00:34:55:361
4262;-70.0;-66.0;-79.0;-78.0;-90.0;-81.0;-89.0;-88.0;-91.0;-56.0;-61.0;-51.0;1.5;6.4;00:34:57:461
4264;-72.0;-66.0;-77.0;-78.0;-80.0;-82.0;-87.0;-88.0;-91.0;-63.0;-54.0;-58.0;1.5;6.4;00:34:57:682
4278;-72.0;-66.0;-77.0;-78.0;-82.0;-83.0;-87.0;-88.0;-91.0;-60.0;-54.0;-58.0;1.5;6.4;00:34:59:258
4282;-73.0;-66.0;-77.0;-78.0;-80.0;-83.0;-87.0;-88.0;-91.0;-60.0;-66.0;-58.0;1.5;6.4;00:34:59:684
4302;-72.0;-69.0;-77.0;-78.0;-91.0;-83.0;-89.0;-89.0;-92.0;-62.0;-67.0;-59.0;1.5;6.4;00:35:02:109
4306;-73.0;-69.0;-77.0;-78.0;-91.0;-83.0;-89.0;-84.0;-90.0;-56.0;-61.0;-58.0;1.5;6.4;00:35:02:535
4322;-73.0;-66.0;-76.0;-78.0;-83.0;-83.0;-87.0;-87.0;-91.0;-62.0;-54.0;-61.0;1.5;6.4;00:35:04:428
4332;-73.0;-69.0;-77.0;-78.0;-89.0;-84.0;-89.0;-83.0;-91.0;-56.0;-67.0;-59.0;1.5;6.4;00:35:05:694
4352;-69.0;-66.0;-78.0;-78.0;-90.0;-81.0;-88.0;-87.0;-90.0;-56.0;-61.0;-52.0;1.5;6.4;00:35:07:797
4354;-73.0;-66.0;-78.0;-78.0;-82.0;-84.0;-87.0;-87.0;-90.0;-60.0;-56.0;-58.0;1.5;6.4;00:35:08:009
4356;-69.0;-66.0;-78.0;-78.0;-90.0;-81.0;-89.0;-87.0;-94.0;-56.0;-54.0;-54.0;1.5;6.4;00:35:08:207
4358;-73.0;-66.0;-78.0;-78.0;-80.0;-83.0;-88.0;-87.0;-90.0;-63.0;-66.0;-60.0;1.5;6.4;00:35:08:420
4366;-74.0;-66.0;-78.0;-78.0;-90.0;-78.0;-86.0;-87.0;-92.0;-56.0;-61.0;-52.0;1.5;6.4;00:35:09:345
4368;-73.0;-69.0;-78.0;-77.0;-90.0;-83.0;-89.0;-88.0;-91.0;-60.0;-67.0;-61.0;1.5;6.4;00:35:09:652
4374;-73.0;-69.0;-78.0;-75.0;-88.0;-83.0;-88.0;-87.0;-92.0;-57.0;-61.0;-58.0;1.5;6.4;00:35:10:508
4396;-73.0;-69.0;-77.0;-78.0;-89.0;-83.0;-89.0;-83.0;-92.0;-56.0;-66.0;-58.0;1.5;6.4;00:35:13:248
4404;-69.0;-66.0;-77.0;-75.0;-89.0;-83.0;-88.0;-87.0;-91.0;-57.0;-61.0;-59.0;1.5;6.4;00:35:14:093
4432;-69.0;-66.0;-77.0;-78.0;-89.0;-81.0;-89.0;-87.0;-92.0;-56.0;-61.0;-52.0;1.5;6.4;00:35:17:339
4434;-73.0;-66.0;-78.0;-77.0;-81.0;-83.0;-88.0;-87.0;-93.0;-63.0;-54.0;-61.0;1.5;6.4;00:35:17:553
4446;-69.0;-66.0;-78.0;-78.0;-89.0;-81.0;-89.0;-88.0;-90.0;-55.0;-54.0;-53.0;1.5;6.4;00:35:18:939
4448;-72.0;-66.0;-78.0;-77.0;-82.0;-83.0;-87.0;-87.0;-93.0;-60.0;-54.0;-58.0;1.5;6.4;00:35:19:138
4452;-73.0;-66.0;-78.0;-78.0;-80.0;-83.0;-87.0;-88.0;-91.0;-60.0;-67.0;-58.0;1.5;6.4;00:35:19:559
4460;-73.0;-69.0;-78.0;-78.0;-88.0;-83.0;-89.0;-84.0;-90.0;-56.0;-67.0;-58.0;1.5;6.4;00:35:20:402
4480;-73.0;-66.0;-78.0;-78.0;-83.0;-83.0;-87.0;-87.0;-92.0;-60.0;-54.0;-58.0;1.5;6.4;00:35:22:709
4482;-69.0;-65.0;-77.0;-78.0;-89.0;-81.0;-89.0;-87.0;-92.0;-53.0;-54.0;-54.0;1.5;6.4;00:35:22:915
4516;-69.0;-66.0;-78.0;-78.0;-90.0;-81.0;-89.0;-87.0;-91.0;-56.0;-56.0;-53.0;1.5;6.4;00:35:26:886
4530;-69.0;-66.0;-78.0;-78.0;-90.0;-81.0;-89.0;-87.0;-91.0;-55.0;-61.0;-53.0;1.5;6.4;00:35:28:472
4532;-73.0;-66.0;-78.0;-78.0;-83.0;-83.0;-89.0;-87.0;-92.0;-60.0;-54.0;-58.0;1.5;6.4;00:35:28:682
4534;-69.0;-66.0;-78.0;-78.0;-89.0;-81.0;-88.0;-87.0;-91.0;-56.0;-54.0;-61.0;1.5;6.4;00:35:28:901
4544;-73.0;-69.0;-78.0;-78.0;-82.0;-83.0;-88.0;-83.0;-91.0;-60.0;-67.0;-58.0;1.5;6.4;00:35:29:950
4558;-69.0;-69.0;-72.0;-78.0;-78.0;-81.0;-89.0;-83.0;-93.0;-56.0;-66.0;-60.0;1.5;6.4;00:35:31:725
4564;-69.0;-66.0;-78.0;-78.0;-91.0;-81.0;-87.0;-88.0;-92.0;-56.0;-54.0;-54.0;1.5;6.4;00:35:32:453
4566;-73.0;-66.0;-78.0;-78.0;-80.0;-83.0;-88.0;-87.0;-91.0;-54.0;-66.0;-58.0;1.5;6.4;00:35:32:667
4574;-73.0;-69.0;-78.0;-78.0;-90.0;-83.0;-89.0;-83.0;-92.0;-56.0;-67.0;-58.0;1.5;6.4;00:35:33:517
4578;-73.0;-69.0;-78.0;-78.0;-82.0;-84.0;-87.0;-87.0;-93.0;-57.0;-61.0;-59.0;1.5;6.4;00:35:33:945
4602;-73.0;-66.0;-72.0;-78.0;-82.0;-81.0;-87.0;-87.0;-90.0;-57.0;-55.0;-53.0;1.5;6.4;00:35:36:579
4606;-73.0;-69.0;-78.0;-78.0;-78.0;-83.0;-89.0;-83.0;-91.0;-56.0;-61.0;-58.0;1.5;6.4;00:35:37:114
4620;-73.0;-66.0;-72.0;-77.0;-83.0;-81.0;-89.0;-87.0;-92.0;-60.0;-54.0;-53.0;1.5;6.4;00:35:38:589
4638;-73.0;-69.0;-78.0;-78.0;-89.0;-83.0;-89.0;-83.0;-91.0;-56.0;-67.0;-58.0;1.5;6.4;00:35:40:675
4642;-73.0;-69.0;-78.0;-78.0;-90.0;-83.0;-89.0;-83.0;-92.0;-56.0;-61.0;-59.0;1.5;6.4;00:35:41:087
4658;-69.0;-66.0;-77.0;-77.0;-89.0;-81.0;-88.0;-87.0;-90.0;-56.0;-61.0;-52.0;1.5;6.4;00:35:42:783
4660;-73.0;-67.0;-77.0;-78.0;-80.0;-83.0;-88.0;-88.0;-94.0;-60.0;-54.0;-58.0;1.5;6.4;00:35:42:994
4664;-75.0;-69.0;-72.0;-85.0;-74.0;-85.0;-85.0;-81.0;-92.0;-63.0;-56.0;-60.0;1.5;6.9;00:36:27:609
4676;-67.0;-74.0;-78.0;-86.0;-74.0;-76.0;-85.0;-81.0;-92.0;-60.0;-56.0;-53.0;1.5;6.9;00:36:28:891
4680;-67.0;-74.0;-79.0;-86.0;-74.0;-76.0;-85.0;-81.0;-91.0;-61.0;-53.0;-53.0;1.5;6.9;00:36:29:297
4694;-67.0;-75.0;-78.0;-86.0;-74.0;-76.0;-85.0;-81.0;-91.0;-63.0;-56.0;-53.0;1.5;6.9;00:36:30:873
4704;-67.0;-74.0;-72.0;-93.0;-74.0;-84.0;-85.0;-81.0;-91.0;-63.0;-56.0;-53.0;1.5;6.9;00:36:32:042
4708;-67.0;-74.0;-78.0;-86.0;-74.0;-75.0;-85.0;-81.0;-91.0;-58.0;-57.0;-53.0;1.5;6.9;00:36:32:468
4730;-67.0;-74.0;-73.0;-86.0;-74.0;-84.0;-85.0;-81.0;-90.0;-57.0;-56.0;-61.0;1.5;6.9;00:36:35:195
4734;-67.0;-74.0;-72.0;-94.0;-74.0;-84.0;-85.0;-81.0;-91.0;-61.0;-56.0;-53.0;1.5;6.9;00:36:35:615
4742;-65.0;-74.0;-78.0;-93.0;-74.0;-75.0;-84.0;-81.0;-91.0;-61.0;-52.0;-53.0;1.5;6.9;00:36:36:455
4762;-74.0;-69.0;-72.0;-85.0;-74.0;-85.0;-85.0;-81.0;-91.0;-63.0;-57.0;-60.0;1.5;6.9;00:36:38:752
4766;-67.0;-74.0;-73.0;-79.0;-74.0;-85.0;-85.0;-81.0;-90.0;-62.0;-56.0;-60.0;1.5;6.9;00:36:39:163
4768;-74.0;-69.0;-72.0;-86.0;-74.0;-84.0;-85.0;-85.0;-89.0;-61.0;-57.0;-60.0;1.5;6.9;00:36:39:491
4772;-74.0;-69.0;-73.0;-86.0;-74.0;-85.0;-85.0;-85.0;-91.0;-58.0;-57.0;-60.0;1.5;6.9;00:36:39:911
4774;-67.0;-69.0;-76.0;-86.0;-82.0;-75.0;-85.0;-85.0;-94.0;-60.0;-53.0;-77.0;1.5;6.9;00:36:40:113
4776;-67.0;-74.0;-78.0;-94.0;-74.0;-75.0;-85.0;-81.0;-91.0;-61.0;-56.0;-53.0;1.5;6.9;00:36:40:423
4794;-74.0;-69.0;-72.0;-85.0;-74.0;-85.0;-85.0;-85.0;-90.0;-61.0;-57.0;-60.0;1.5;6.9;00:36:42:284
4798;-73.0;-69.0;-73.0;-85.0;-74.0;-85.0;-85.0;-81.0;-91.0;-61.0;-56.0;-60.0;1.5;6.9;00:36:42:706
4812;-74.0;-69.0;-73.0;-86.0;-74.0;-85.0;-85.0;-85.0;-92.0;-61.0;-57.0;-60.0;1.5;6.9;00:36:44:280
4826;-74.0;-72.0;-73.0;-86.0;-74.0;-85.0;-85.0;-85.0;-90.0;-60.0;-57.0;-60.0;1.5;6.9;00:36:45:856
4828;-67.0;-68.0;-76.0;-86.0;-82.0;-75.0;-85.0;-85.0;-93.0;-63.0;-52.0;-77.0;1.5;6.9;00:36:46:072
4834;-74.0;-69.0;-72.0;-86.0;-74.0;-85.0;-85.0;-81.0;-92.0;-58.0;-56.0;-61.0;1.5;6.9;00:36:46:702
4838;-67.0;-74.0;-73.0;-79.0;-74.0;-84.0;-85.0;-81.0;-90.0;-58.0;-56.0;-60.0;1.5;6.9;00:36:47:118
4842;-67.0;-74.0;-72.0;-93.0;-74.0;-83.0;-85.0;-81.0;-91.0;-58.0;-56.0;-53.0;1.5;6.9;00:36:47:541
4846;-67.0;-74.0;-78.0;-86.0;-74.0;-84.0;-85.0;-81.0;-93.0;-58.0;-56.0;-53.0;1.5;6.9;00:36:47:959
4850;-67.0;-74.0;-78.0;-87.0;-74.0;-75.0;-85.0;-81.0;-90.0;-60.0;-53.0;-53.0;1.5;6.9;00:36:48:375
4856;-68.0;-74.0;-72.0;-94.0;-74.0;-84.0;-85.0;-81.0;-90.0;-61.0;-56.0;-53.0;1.5;6.9;00:36:49:123
4860;-67.0;-74.0;-78.0;-85.0;-74.0;-84.0;-85.0;-81.0;-90.0;-60.0;-56.0;-53.0;1.5;6.9;00:36:49:544
4864;-67.0;-74.0;-78.0;-94.0;-74.0;-75.0;-85.0;-81.0;-90.0;-60.0;-53.0;-53.0;1.5;6.9;00:36:49:965
4874;-74.0;-72.0;-73.0;-85.0;-74.0;-85.0;-85.0;-85.0;-91.0;-58.0;-57.0;-60.0;1.5;6.9;00:36:51:029
4876;-67.0;-68.0;-76.0;-87.0;-82.0;-75.0;-85.0;-85.0;-94.0;-59.0;-52.0;-77.0;1.5;6.9;00:36:51:249
4878;-73.0;-69.0;-72.0;-86.0;-76.0;-85.0;-85.0;-85.0;-91.0;-61.0;-56.0;-60.0;1.5;6.9;00:36:51:449
4890;-74.0;-69.0;-73.0;-93.0;-74.0;-86.0;-85.0;-86.0;-90.0;-55.0;-57.0;-60.0;1.5;6.9;00:36:53:032
4898;-67.0;-74.0;-73.0;-79.0;-74.0;-85.0;-85.0;-81.0;-91.0;-61.0;-56.0;-63.0;1.5;6.9;00:36:53:872
4910;-67.0;-74.0;-78.0;-86.0;-74.0;-84.0;-85.0;-81.0;-90.0;-57.0;-56.0;-53.0;1.5;6.9;00:36:55:113
4918;-67.0;-74.0;-78.0;-94.0;-74.0;-75.0;-85.0;-81.0;-91.0;-57.0;-52.0;-53.0;1.5;6.9;00:36:55:939
4928;-74.0;-69.0;-72.0;-85.0;-74.0;-85.0;-85.0;-85.0;-91.0;-58.0;-58.0;-60.0;1.5;6.9;00:36:56:985
4932;-67.0;-74.0;-78.0;-86.0;-74.0;-75.0;-85.0;-81.0;-90.0;-61.0;-56.0;-53.0;1.5;6.9;00:36:57:515
4936;-67.0;-74.0;-78.0;-93.0;-74.0;-75.0;-85.0;-81.0;-91.0;-61.0;-52.0;-77.0;1.5;6.9;00:36:57:939
4942;-74.0;-69.0;-73.0;-86.0;-74.0;-85.0;-85.0;-86.0;-91.0;-58.0;-57.0;-60.0;1.5;6.9;00:36:58:569
4950;-67.0;-74.0;-78.0;-87.0;-74.0;-76.0;-85.0;-81.0;-90.0;-61.0;-52.0;-53.0;1.5;6.9;00:36:59:514
4962;-66.0;-68.0;-76.0;-86.0;-82.0;-75.0;-85.0;-85.0;-95.0;-59.0;-52.0;-77.0;1.5;6.9;00:37:00:786
4964;-73.0;-69.0;-73.0;-85.0;-74.0;-85.0;-85.0;-81.0;-90.0;-64.0;-56.0;-60.0;1.5;6.9;00:37:00:992
4978;-74.0;-69.0;-73.0;-86.0;-74.0;-85.0;-85.0;-86.0;-90.0;-57.0;-58.0;-60.0;1.5;6.9;00:37:02:568
4982;-67.0;-74.0;-78.0;-94.0;-74.0;-75.0;-85.0;-81.0;-90.0;-61.0;-56.0;-53.0;1.5;6.9;00:37:03:075
4996;-73.0;-69.0;-72.0;-86.0;-74.0;-85.0;-85.0;-85.0;-91.0;-60.0;-57.0;-60.0;1.5;6.9;00:37:04:534
5000;-74.0;-69.0;-72.0;-86.0;-74.0;-85.0;-85.0;-85.0;-90.0;-61.0;-57.0;-60.0;1.5;6.9;00:37:04:952
5004;-72.0;-69.0;-73.0;-86.0;-74.0;-85.0;-85.0;-81.0;-91.0;-57.0;-56.0;-60.0;1.5;6.9;00:37:05:370
5008;-73.0;-69.0;-73.0;-85.0;-74.0;-85.0;-85.0;-81.0;-92.0;-58.0;-56.0;-60.0;1.5;6.9;00:37:05:781
5020;-67.0;-74.0;-78.0;-86.0;-74.0;-76.0;-85.0;-81.0;-92.0;-61.0;-56.0;-53.0;1.5;6.9;00:37:07:060
5024;-67.0;-74.0;-78.0;-86.0;-74.0;-76.0;-85.0;-81.0;-93.0;-58.0;-52.0;-53.0;1.5;6.9;00:37:07:467
5034;-74.0;-69.0;-73.0;-86.0;-74.0;-85.0;-85.0;-85.0;-90.0;-58.0;-57.0;-61.0;1.5;6.9;00:37:08:512
5038;-66.0;-74.0;-78.0;-93.0;-74.0;-76.0;-85.0;-81.0;-91.0;-61.0;-56.0;-53.0;1.5;6.9;00:37:09:030
5058;-74.0;-69.0;-73.0;-85.0;-74.0;-85.0;-85.0;-81.0;-91.0;-61.0;-56.0;-60.0;1.5;6.9;00:37:11:336
5062;-67.0;-74.0;-73.0;-78.0;-74.0;-85.0;-85.0;-81.0;-91.0;-61.0;-56.0;-63.0;1.5;6.9;00:37:11:763
5078;-67.0;-74.0;-78.0;-87.0;-74.0;-75.0;-85.0;-81.0;-93.0;-61.0;-56.0;-53.0;1.5;6.9;00:37:13:417
5088;-74.0;-69.0;-73.0;-85.0;-74.0;-85.0;-85.0;-85.0;-90.0;-58.0;-57.0;-60.0;1.5;6.9;00:37:14:476
5092;-74.0;-69.0;-73.0;-85.0;-74.0;-85.0;-85.0;-85.0;-91.0;-61.0;-56.0;-60.0;1.5;6.9;00:37:14:898
5102;-74.0;-69.0;-72.0;-85.0;-74.0;-85.0;-85.0;-86.0;-91.0;-58.0;-57.0;-60.0;1.5;6.9;00:37:16:063
5104;-67.0;-68.0;-76.0;-86.0;-81.0;-76.0;-85.0;-85.0;-92.0;-57.0;-52.0;-77.0;1.5;6.9;00:37:16:275
5106;-74.0;-69.0;-72.0;-85.0;-74.0;-85.0;-84.0;-85.0;-91.0;-57.0;-56.0;-60.0;1.5;6.9;00:37:16:486
5110;-75.0;-69.0;-72.0;-85.0;-74.0;-85.0;-85.0;-81.0;-91.0;-61.0;-56.0;-60.0;1.5;6.9;00:37:16:910
5120;-67.0;-75.0;-76.0;-86.0;-74.0;-83.0;-85.0;-81.0;-90.0;-61.0;-56.0;-53.0;1.5;6.9;00:37:18:172
5124;-67.0;-75.0;-77.0;-86.0;-74.0;-75.0;-85.0;-81.0;-91.0;-60.0;-52.0;-53.0;1.5;6.9;00:37:18:586
5134;-67.0;-74.0;-77.0;-85.0;-74.0;-83.0;-85.0;-81.0;-91.0;-61.0;-56.0;-53.0;1.5;6.9;00:37:19:761
5138;-70.0;-74.0;-76.0;-85.0;-74.0;-76.0;-85.0;-81.0;-90.0;-58.0;-52.0;-53.0;1.5;6.9;00:37:20:182
5148;-75.0;-69.0;-72.0;-86.0;-74.0;-87.0;-85.0;-85.0;-91.0;-58.0;-57.0;-60.0;1.5;6.9;00:37:21:235
5152;-74.0;-69.0;-72.0;-86.0;-74.0;-86.0;-85.0;-85.0;-91.0;-58.0;-57.0;-60.0;1.5;6.9;00:37:21:646
5156;-74.0;-69.0;-72.0;-86.0;-74.0;-85.0;-85.0;-81.0;-92.0;-58.0;-56.0;-60.0;1.5;6.9;00:37:22:069
5160;-67.0;-75.0;-72.0;-79.0;-74.0;-86.0;-85.0;-81.0;-89.0;-57.0;-56.0;-60.0;1.5;6.9;00:37:22:493
5172;-67.0;-75.0;-77.0;-85.0;-74.0;-76.0;-85.0;-81.0;-91.0;-57.0;-56.0;-53.0;1.5;6.9;00:37:23:743
5176;-67.0;-74.0;-77.0;-85.0;-74.0;-75.0;-84.0;-81.0;-91.0;-57.0;-52.0;-53.0;1.5;6.9;00:37:24:157
5190;-74.0;-73.0;-72.0;-86.0;-74.0;-85.0;-85.0;-85.0;-91.0;-63.0;-58.0;-60.0;1.5;6.9;00:37:25:628
5204;-74.0;-69.0;-72.0;-85.0;-74.0;-85.0;-85.0;-85.0;-91.0;-58.0;-57.0;-60.0;1.5;6.9;00:37:27:191
5208;-75.0;-69.0;-72.0;-85.0;-74.0;-85.0;-85.0;-85.0;-90.0;-63.0;-56.0;-60.0;1.5;6.9;00:37:27:621
5218;-74.0;-69.0;-72.0;-85.0;-74.0;-85.0;-85.0;-85.0;-91.0;-58.0;-57.0;-60.0;1.5;6.9;00:37:28:777
5222;-74.0;-69.0;-72.0;-86.0;-74.0;-85.0;-85.0;-85.0;-91.0;-61.0;-57.0;-60.0;1.5;6.9;00:37:29:205
5226;-75.0;-69.0;-72.0;-86.0;-74.0;-85.0;-85.0;-81.0;-90.0;-58.0;-56.0;-60.0;1.5;6.9;00:37:29:615
5230;-67.0;-74.0;-72.0;-79.0;-74.0;-85.0;-84.0;-81.0;-92.0;-57.0;-56.0;-60.0;1.5;6.9;00:37:30:044
5238;-67.0;-74.0;-72.0;-86.0;-74.0;-84.0;-85.0;-81.0;-91.0;-61.0;-56.0;-53.0;1.5;6.9;00:37:30:880
5260;-67.0;-74.0;-76.0;-86.0;-74.0;-76.0;-85.0;-81.0;-91.0;-61.0;-56.0;-53.0;1.5;6.9;00:37:33:278
5274;-75.0;-69.0;-72.0;-86.0;-74.0;-85.0;-85.0;-85.0;-90.0;-64.0;-57.0;-60.0;1.5;6.9;00:37:34:772
5288;-74.0;-69.0;-72.0;-86.0;-74.0;-85.0;-85.0;-85.0;-92.0;-62.0;-57.0;-61.0;1.5;6.9;00:37:36:348
5296;-67.0;-75.0;-72.0;-79.0;-74.0;-85.0;-85.0;-81.0;-91.0;-58.0;-57.0;-60.0;1.5;6.9;00:37:37:208
5304;-67.0;-75.0;-77.0;-85.0;-74.0;-84.0;-85.0;-81.0;-91.0;-58.0;-56.0;-53.0;1.5;6.9;00:37:38:048
5316;-75.0;-71.0;-65.0;-85.0;-85.0;-81.0;-83.0;-73.0;-88.0;-79.0;-55.0;-53.0;2.0;3.1;00:10:44:961
5320;-75.0;-71.0;-65.0;-86.0;-86.0;-81.0;-83.0;-73.0;-85.0;-78.0;-54.0;-51.0;2.0;3.1;00:10:45:383
5328;-77.0;-63.0;-78.0;-85.0;-85.0;-80.0;-83.0;-73.0;-84.0;-63.0;-63.0;-56.0;2.0;3.1;00:10:46:228
5332;-77.0;-63.0;-79.0;-72.0;-85.0;-80.0;-82.0;-73.0;-85.0;-63.0;-64.0;-55.0;2.0;3.1;00:10:46:647
5334;-67.0;-70.0;-76.0;-78.0;-79.0;-72.0;-82.0;-73.0;-89.0;-54.0;-54.0;-61.0;2.0;3.1;00:10:46:853
5336;-64.0;-63.0;-78.0;-72.0;-71.0;-86.0;-82.0;-73.0;-84.0;-56.0;-64.0;-55.0;2.0;3.1;00:10:47:062
5338;-67.0;-70.0;-76.0;-78.0;-79.0;-72.0;-82.0;-73.0;-89.0;-54.0;-53.0;-63.0;2.0;3.1;00:10:47:271
5342;-77.0;-70.0;-76.0;-79.0;-80.0;-80.0;-82.0;-73.0;-89.0;-79.0;-55.0;-55.0;2.0;3.1;00:10:47:701
5346;-77.0;-70.0;-65.0;-85.0;-86.0;-80.0;-82.0;-73.0;-89.0;-79.0;-54.0;-51.0;2.0;3.1;00:10:48:135
5350;-77.0;-70.0;-65.0;-85.0;-86.0;-80.0;-82.0;-73.0;-87.0;-79.0;-54.0;-55.0;2.0;3.1;00:10:48:556
5354;-77.0;-70.0;-78.0;-85.0;-86.0;-80.0;-83.0;-83.0;-84.0;-78.0;-52.0;-53.0;2.0;3.1;00:10:48:979
5356;-67.0;-64.0;-76.0;-79.0;-79.0;-72.0;-91.0;-83.0;-90.0;-55.0;-55.0;-61.0;2.0;3.1;00:10:49:195
5358;-77.0;-70.0;-78.0;-85.0;-86.0;-80.0;-82.0;-73.0;-84.0;-78.0;-52.0;-56.0;2.0;3.1;00:10:49:402
5362;-77.0;-63.0;-78.0;-72.0;-85.0;-80.0;-83.0;-73.0;-84.0;-63.0;-64.0;-53.0;2.0;3.1;00:10:49:829
5364;-67.0;-70.0;-76.0;-78.0;-79.0;-72.0;-82.0;-73.0;-88.0;-54.0;-54.0;-62.0;2.0;3.1;00:10:50:034
