;a0c0;a0c1;a0c2;a1c0;a1c1;a1c2;a2c0;a2c1;a2c2;a3c0;a3c1;a3c2;dist_x;dist_y;time
226;-74.0;-76.0;-67.0;-76.0;-74.0;-75.0;-80.0;-75.0;-82.0;-54.0;-47.0;-65.0;1.0;3.1;00:02:17:619
228;-73.0;-68.0;-72.0;-85.0;-80.0;-80.0;-84.0;-75.0;-85.0;-46.0;-55.0;-48.0;1.0;3.1;00:02:17:829
230;-74.0;-77.0;-67.0;-76.0;-74.0;-75.0;-80.0;-75.0;-82.0;-54.0;-47.0;-65.0;1.0;3.1;00:02:18:037
232;-65.0;-68.0;-72.0;-85.0;-67.0;-80.0;-85.0;-78.0;-86.0;-46.0;-56.0;-48.0;1.0;3.1;00:02:18:248
234;-73.0;-77.0;-67.0;-75.0;-74.0;-75.0;-80.0;-75.0;-82.0;-54.0;-52.0;-64.0;1.0;3.1;00:02:18:460
238;-73.0;-77.0;-73.0;-90.0;-81.0;-74.0;-80.0;-75.0;-82.0;-57.0;-47.0;-48.0;1.0;3.1;00:02:18:894
242;-73.0;-79.0;-61.0;-90.0;-81.0;-74.0;-84.0;-75.0;-82.0;-57.0;-47.0;-48.0;1.0;3.1;00:02:19:310
244;-74.0;-68.0;-67.0;-84.0;-70.0;-80.0;-80.0;-79.0;-85.0;-54.0;-55.0;-53.0;1.0;3.1;00:02:19:513
246;-73.0;-77.0;-60.0;-76.0;-81.0;-74.0;-84.0;-75.0;-82.0;-54.0;-47.0;-48.0;1.0;3.1;00:02:19:717
248;-74.0;-68.0;-67.0;-85.0;-70.0;-80.0;-80.0;-79.0;-86.0;-40.0;-55.0;-55.0;1.0;3.1;00:02:19:921
250;-73.0;-77.0;-61.0;-76.0;-81.0;-74.0;-86.0;-75.0;-82.0;-57.0;-47.0;-48.0;1.0;3.1;00:02:20:129
254;-73.0;-77.0;-72.0;-75.0;-81.0;-74.0;-85.0;-75.0;-86.0;-57.0;-51.0;-54.0;1.0;3.1;00:02:20:557
260;-73.0;-77.0;-61.0;-89.0;-81.0;-74.0;-84.0;-75.0;-82.0;-57.0;-47.0;-48.0;1.0;3.1;00:02:21:289
262;-74.0;-68.0;-72.0;-86.0;-70.0;-80.0;-80.0;-78.0;-86.0;-54.0;-56.0;-54.0;1.0;3.1;00:02:21:497
264;-73.0;-77.0;-61.0;-76.0;-81.0;-74.0;-85.0;-75.0;-82.0;-57.0;-47.0;-48.0;1.0;3.1;00:02:21:709
266;-74.0;-68.0;-66.0;-85.0;-71.0;-81.0;-80.0;-78.0;-86.0;-46.0;-56.0;-53.0;1.0;3.1;00:02:21:912
268;-73.0;-77.0;-61.0;-76.0;-81.0;-74.0;-85.0;-75.0;-86.0;-57.0;-47.0;-48.0;1.0;3.1;00:02:22:122
272;-73.0;-77.0;-72.0;-76.0;-81.0;-74.0;-84.0;-75.0;-86.0;-57.0;-52.0;-48.0;1.0;3.1;00:02:22:545
276;-73.0;-68.0;-72.0;-75.0;-81.0;-74.0;-85.0;-75.0;-86.0;-57.0;-52.0;-54.0;1.0;3.1;00:02:22:962
278;-74.0;-70.0;-67.0;-89.0;-74.0;-75.0;-79.0;-78.0;-83.0;-46.0;-47.0;-65.0;1.0;3.1;00:02:23:172
280;-73.0;-68.0;-72.0;-76.0;-81.0;-74.0;-85.0;-75.0;-86.0;-59.0;-55.0;-48.0;1.0;3.1;00:02:23:381
282;-74.0;-77.0;-68.0;-76.0;-74.0;-75.0;-80.0;-75.0;-82.0;-54.0;-47.0;-65.0;1.0;3.1;00:02:23:588
284;-73.0;-68.0;-72.0;-85.0;-67.0;-80.0;-84.0;-75.0;-86.0;-46.0;-55.0;-48.0;1.0;3.1;00:02:23:798
286;-74.0;-77.0;-67.0;-76.0;-74.0;-75.0;-79.0;-75.0;-82.0;-54.0;-52.0;-65.0;1.0;3.1;00:02:24:009
288;-66.0;-68.0;-72.0;-85.0;-67.0;-80.0;-85.0;-78.0;-87.0;-46.0;-55.0;-48.0;1.0;3.1;00:02:24:214
290;-73.0;-77.0;-67.0;-76.0;-74.0;-75.0;-80.0;-75.0;-82.0;-54.0;-47.0;-65.0;1.0;3.1;00:02:24:427
292;-64.0;-68.0;-72.0;-85.0;-69.0;-80.0;-80.0;-78.0;-86.0;-46.0;-55.0;-52.0;1.0;3.1;00:02:24:641
294;-73.0;-77.0;-67.0;-75.0;-80.0;-74.0;-80.0;-75.0;-83.0;-54.0;-47.0;-48.0;1.0;3.1;00:02:24:851
300;-74.0;-78.0;-67.0;-76.0;-74.0;-75.0;-80.0;-75.0;-82.0;-54.0;-47.0;-65.0;1.0;3.1;00:02:25:585
302;-65.0;-68.0;-72.0;-86.0;-67.0;-80.0;-84.0;-79.0;-87.0;-47.0;-55.0;-48.0;1.0;3.1;00:02:25:797
304;-74.0;-78.0;-67.0;-76.0;-74.0;-75.0;-80.0;-75.0;-82.0;-54.0;-47.0;-65.0;1.0;3.1;00:02:26:000
306;-66.0;-68.0;-72.0;-85.0;-70.0;-80.0;-85.0;-78.0;-86.0;-48.0;-56.0;-48.0;1.0;3.1;00:02:26:205
308;-74.0;-77.0;-67.0;-75.0;-74.0;-75.0;-84.0;-75.0;-82.0;-54.0;-47.0;-65.0;1.0;3.1;00:02:26:416
310;-64.0;-68.0;-72.0;-86.0;-70.0;-80.0;-80.0;-78.0;-86.0;-46.0;-55.0;-53.0;1.0;3.1;00:02:26:629
314;-74.0;-68.0;-72.0;-86.0;-70.0;-80.0;-80.0;-80.0;-87.0;-46.0;-55.0;-55.0;1.0;3.1;00:02:27:040
316;-74.0;-78.0;-60.0;-89.0;-81.0;-74.0;-80.0;-75.0;-82.0;-57.0;-47.0;-48.0;1.0;3.1;00:02:27:245
318;-75.0;-69.0;-72.0;-85.0;-70.0;-79.0;-80.0;-79.0;-86.0;-54.0;-55.0;-55.0;1.0;3.1;00:02:27:459
320;-74.0;-78.0;-60.0;-75.0;-80.0;-74.0;-85.0;-75.0;-82.0;-57.0;-47.0;-48.0;1.0;3.1;00:02:27:674
322;-75.0;-68.0;-67.0;-85.0;-70.0;-80.0;-79.0;-79.0;-86.0;-54.0;-56.0;-53.0;1.0;3.1;00:02:27:881
324;-74.0;-77.0;-72.0;-76.0;-80.0;-74.0;-84.0;-77.0;-86.0;-59.0;-52.0;-48.0;1.0;3.1;00:02:28:093
328;-74.0;-78.0;-72.0;-76.0;-81.0;-74.0;-84.0;-75.0;-87.0;-57.0;-52.0;-54.0;1.0;3.1;00:02:28:515
332;-74.0;-69.0;-72.0;-76.0;-80.0;-74.0;-84.0;-75.0;-86.0;-57.0;-52.0;-48.0;1.0;3.1;00:02:28:934
336;-74.0;-69.0;-72.0;-85.0;-81.0;-79.0;-84.0;-75.0;-86.0;-59.0;-55.0;-48.0;1.0;3.1;00:02:29:354
338;-75.0;-78.0;-67.0;-75.0;-74.0;-75.0;-80.0;-75.0;-82.0;-54.0;-47.0;-65.0;1.0;3.1;00:02:29:564
342;-74.0;-78.0;-67.0;-76.0;-76.0;-75.0;-80.0;-77.0;-82.0;-54.0;-52.0;-65.0;1.0;3.1;00:02:29:981
344;-68.0;-68.0;-72.0;-85.0;-70.0;-80.0;-84.0;-79.0;-86.0;-46.0;-55.0;-48.0;1.0;3.1;00:02:30:198
346;-73.0;-78.0;-67.0;-75.0;-74.0;-75.0;-80.0;-75.0;-82.0;-56.0;-47.0;-52.0;1.0;3.1;00:02:30:406
348;-74.0;-68.0;-72.0;-86.0;-70.0;-80.0;-80.0;-78.0;-86.0;-47.0;-55.0;-53.0;1.0;3.1;00:02:30:617
350;-73.0;-77.0;-61.0;-90.0;-81.0;-74.0;-80.0;-75.0;-82.0;-56.0;-47.0;-48.0;1.0;3.1;00:02:30:823
352;-74.0;-68.0;-72.0;-86.0;-70.0;-80.0;-80.0;-78.0;-86.0;-54.0;-55.0;-53.0;1.0;3.1;00:02:31:037
354;-74.0;-78.0;-61.0;-75.0;-81.0;-74.0;-85.0;-75.0;-82.0;-57.0;-47.0;-48.0;1.0;3.1;00:02:31:241
356;-74.0;-68.0;-67.0;-86.0;-70.0;-80.0;-79.0;-78.0;-86.0;-46.0;-55.0;-52.0;1.0;3.1;00:02:31:456
358;-74.0;-77.0;-72.0;-75.0;-81.0;-74.0;-84.0;-75.0;-87.0;-57.0;-52.0;-49.0;1.0;3.1;00:02:31:668
362;-73.0;-77.0;-72.0;-75.0;-81.0;-74.0;-85.0;-75.0;-86.0;-59.0;-52.0;-53.0;1.0;3.1;00:02:32:090
364;-74.0;-70.0;-67.0;-90.0;-74.0;-75.0;-80.0;-79.0;-83.0;-46.0;-47.0;-64.0;1.0;3.1;00:02:32:305
366;-73.0;-68.0;-72.0;-75.0;-81.0;-74.0;-84.0;-75.0;-86.0;-57.0;-52.0;-48.0;1.0;3.1;00:02:32:515
370;-74.0;-68.0;-71.0;-86.0;-67.0;-80.0;-85.0;-75.0;-87.0;-46.0;-56.0;-48.0;1.0;3.1;00:02:32:936
372;-74.0;-77.0;-67.0;-76.0;-74.0;-75.0;-80.0;-75.0;-83.0;-54.0;-52.0;-65.0;1.0;3.1;00:02:33:149
378;-66.0;-68.0;-72.0;-86.0;-70.0;-80.0;-80.0;-79.0;-86.0;-46.0;-55.0;-48.0;1.0;3.1;00:02:33:776
380;-73.0;-77.0;-67.0;-75.0;-74.0;-75.0;-79.0;-75.0;-82.0;-57.0;-47.0;-52.0;1.0;3.1;00:02:33:985
382;-74.0;-68.0;-72.0;-85.0;-70.0;-80.0;-80.0;-78.0;-86.0;-45.0;-55.0;-51.0;1.0;3.1;00:02:34:201
384;-73.0;-77.0;-60.0;-90.0;-80.0;-74.0;-85.0;-75.0;-82.0;-57.0;-47.0;-48.0;1.0;3.1;00:02:34:410
386;-74.0;-68.0;-72.0;-85.0;-70.0;-80.0;-80.0;-78.0;-86.0;-54.0;-56.0;-54.0;1.0;3.1;00:02:34:614
388;-73.0;-77.0;-61.0;-76.0;-81.0;-74.0;-85.0;-75.0;-82.0;-57.0;-47.0;-48.0;1.0;3.1;00:02:34:825
390;-74.0;-68.0;-67.0;-84.0;-70.0;-80.0;-79.0;-78.0;-86.0;-46.0;-55.0;-65.0;1.0;3.1;00:02:35:036
392;-73.0;-77.0;-72.0;-75.0;-81.0;-74.0;-84.0;-75.0;-85.0;-56.0;-52.0;-48.0;1.0;3.1;00:02:35:251
396;-73.0;-77.0;-72.0;-76.0;-81.0;-74.0;-84.0;-75.0;-85.0;-57.0;-52.0;-52.0;1.0;3.1;00:02:35:676
398;-76.0;-69.0;-67.0;-90.0;-74.0;-75.0;-80.0;-78.0;-82.0;-46.0;-47.0;-65.0;1.0;3.1;00:02:35:882
400;-73.0;-68.0;-72.0;-76.0;-81.0;-74.0;-84.0;-75.0;-86.0;-57.0;-50.0;-48.0;1.0;3.1;00:02:36:094
402;-74.0;-69.0;-67.0;-76.0;-74.0;-75.0;-80.0;-75.0;-82.0;-56.0;-47.0;-65.0;1.0;3.1;00:02:36:300
404;-72.0;-68.0;-72.0;-85.0;-81.0;-80.0;-84.0;-75.0;-86.0;-50.0;-56.0;-48.0;1.0;3.1;00:02:36:514
406;-74.0;-77.0;-67.0;-76.0;-74.0;-75.0;-80.0;-75.0;-82.0;-54.0;-47.0;-65.0;1.0;3.1;00:02:36:722
408;-74.0;-69.0;-72.0;-85.0;-70.0;-80.0;-85.0;-78.0;-86.0;-46.0;-58.0;-48.0;1.0;3.1;00:02:36:936
410;-73.0;-78.0;-67.0;-76.0;-74.0;-75.0;-79.0;-75.0;-83.0;-55.0;-47.0;-65.0;1.0;3.1;00:02:37:146
412;-60.0;-68.0;-72.0;-85.0;-70.0;-80.0;-84.0;-79.0;-86.0;-46.0;-55.0;-48.0;1.0;3.1;00:02:37:353
418;-74.0;-78.0;-60.0;-91.0;-81.0;-75.0;-80.0;-75.0;-82.0;-57.0;-47.0;-48.0;1.0;3.1;00:02:37:978
422;-73.0;-78.0;-60.0;-90.0;-81.0;-74.0;-85.0;-75.0;-82.0;-56.0;-47.0;-48.0;1.0;3.1;00:02:38:390
424;-74.0;-69.0;-70.0;-85.0;-70.0;-80.0;-79.0;-79.0;-86.0;-54.0;-55.0;-53.0;1.0;3.1;00:02:38:601
426;-74.0;-78.0;-61.0;-76.0;-81.0;-74.0;-85.0;-75.0;-85.0;-57.0;-47.0;-48.0;1.0;3.1;00:02:38:815
430;-73.0;-78.0;-72.0;-76.0;-81.0;-74.0;-84.0;-75.0;-87.0;-56.0;-52.0;-48.0;1.0;3.1;00:02:39:231
434;-64.0;-69.0;-72.0;-86.0;-69.0;-80.0;-80.0;-78.0;-85.0;-40.0;-55.0;-49.0;1.0;3.1;00:02:39:746
438;-74.0;-69.0;-72.0;-86.0;-70.0;-80.0;-79.0;-78.0;-85.0;-54.0;-55.0;-55.0;1.0;3.1;00:02:40:170
440;-74.0;-78.0;-60.0;-75.0;-81.0;-74.0;-84.0;-75.0;-82.0;-57.0;-47.0;-48.0;1.0;3.1;00:02:40:381
442;-74.0;-69.0;-67.0;-86.0;-70.0;-80.0;-79.0;-79.0;-86.0;-46.0;-55.0;-52.0;1.0;3.1;00:02:40:594
444;-73.0;-78.0;-60.0;-76.0;-81.0;-74.0;-84.0;-75.0;-85.0;-57.0;-47.0;-48.0;1.0;3.1;00:02:40:803
446;-74.0;-68.0;-67.0;-86.0;-70.0;-80.0;-79.0;-78.0;-86.0;-46.0;-55.0;-65.0;1.0;3.1;00:02:41:010
448;-74.0;-78.0;-72.0;-76.0;-81.0;-74.0;-85.0;-75.0;-86.0;-59.0;-52.0;-48.0;1.0;3.1;00:02:41:217
452;-73.0;-78.0;-72.0;-79.0;-81.0;-74.0;-84.0;-75.0;-86.0;-57.0;-52.0;-52.0;1.0;3.1;00:02:41:633
456;-73.0;-68.0;-72.0;-76.0;-81.0;-74.0;-84.0;-75.0;-86.0;-57.0;-54.0;-55.0;1.0;3.1;00:02:42:048
458;-74.0;-69.0;-67.0;-91.0;-74.0;-75.0;-79.0;-78.0;-83.0;-46.0;-47.0;-65.0;1.0;3.1;00:02:42:256
460;-73.0;-68.0;-72.0;-76.0;-81.0;-74.0;-85.0;-75.0;-85.0;-59.0;-55.0;-48.0;1.0;3.1;00:02:42:466
462;-74.0;-77.0;-67.0;-76.0;-74.0;-75.0;-85.0;-75.0;-82.0;-54.0;-47.0;-64.0;1.0;3.1;00:02:42:685
464;-66.0;-68.0;-72.0;-85.0;-67.0;-80.0;-84.0;-78.0;-86.0;-44.0;-56.0;-48.0;1.0;3.1;00:02:42:892
