;a0c0;a0c1;a0c2;a1c0;a1c1;a1c2;a2c0;a2c1;a2c2;a3c0;a3c1;a3c2;dist_x;dist_y;time
0;-69.0;-72.0;-64.0;-63.0;-65.0;-67.0;-83.0;-75.0;-77.0;-80.0;-77.0;-86.0;10.0;3.1000000000000005;00:01:18:873
2;-80.0;-69.0;-78.0;-63.0;-61.0;-67.0;-82.0;-83.0;-76.0;-82.0;-85.0;-83.0;10.0;3.1000000000000005;00:01:19:088
6;-80.0;-73.0;-78.0;-62.0;-61.0;-58.0;-70.0;-75.0;-76.0;-82.0;-77.0;-83.0;10.0;3.1000000000000005;00:01:19:513
10;-80.0;-73.0;-78.0;-63.0;-61.0;-58.0;-70.0;-75.0;-77.0;-82.0;-87.0;-83.0;10.0;3.1000000000000005;00:01:19:935
12;-69.0;-70.0;-64.0;-65.0;-61.0;-68.0;-82.0;-83.0;-77.0;-80.0;-77.0;-86.0;10.0;3.1000000000000005;00:01:20:143
20;-80.0;-69.0;-64.0;-64.0;-61.0;-69.0;-82.0;-82.0;-70.0;-77.0;-85.0;-85.0;10.0;3.1000000000000005;00:01:20:979
24;-80.0;-69.0;-64.0;-62.0;-61.0;-68.0;-82.0;-75.0;-70.0;-77.0;-84.0;-85.0;10.0;3.1000000000000005;00:01:21:405
26;-89.0;-73.0;-78.0;-64.0;-65.0;-67.0;-81.0;-75.0;-76.0;-80.0;-77.0;-88.0;10.0;3.1000000000000005;00:01:21:616
34;-69.0;-73.0;-65.0;-65.0;-65.0;-67.0;-82.0;-74.0;-77.0;-81.0;-77.0;-87.0;10.0;3.1000000000000005;00:01:22:456
36;-80.0;-68.0;-78.0;-61.0;-61.0;-67.0;-82.0;-82.0;-76.0;-82.0;-76.0;-83.0;10.0;3.1000000000000005;00:01:22:670
40;-80.0;-73.0;-78.0;-62.0;-61.0;-58.0;-70.0;-75.0;-76.0;-82.0;-77.0;-83.0;10.0;3.1000000000000005;00:01:23:095
44;-80.0;-73.0;-78.0;-63.0;-61.0;-58.0;-70.0;-75.0;-77.0;-82.0;-86.0;-83.0;10.0;3.1000000000000005;00:01:23:513
46;-69.0;-69.0;-64.0;-64.0;-61.0;-68.0;-81.0;-83.0;-77.0;-81.0;-84.0;-89.0;10.0;3.1000000000000005;00:01:23:720
48;-80.0;-73.0;-78.0;-63.0;-65.0;-67.0;-70.0;-75.0;-77.0;-82.0;-86.0;-83.0;10.0;3.1000000000000005;00:01:23:922
50;-69.0;-67.0;-64.0;-64.0;-61.0;-68.0;-81.0;-82.0;-77.0;-83.0;-84.0;-86.0;10.0;3.1000000000000005;00:01:24:131
54;-80.0;-66.0;-65.0;-64.0;-61.0;-68.0;-82.0;-82.0;-70.0;-86.0;-85.0;-86.0;10.0;3.1000000000000005;00:01:24:542
58;-80.0;-69.0;-64.0;-64.0;-61.0;-68.0;-82.0;-75.0;-70.0;-77.0;-84.0;-85.0;10.0;3.1000000000000005;00:01:24:969
60;-69.0;-73.0;-77.0;-65.0;-65.0;-67.0;-81.0;-75.0;-76.0;-82.0;-86.0;-83.0;10.0;3.1000000000000005;00:01:25:176
64;-69.0;-73.0;-64.0;-63.0;-65.0;-67.0;-81.0;-74.0;-77.0;-80.0;-77.0;-87.0;10.0;3.1000000000000005;00:01:25:604
68;-68.0;-73.0;-65.0;-63.0;-65.0;-67.0;-82.0;-74.0;-77.0;-81.0;-77.0;-86.0;10.0;3.1000000000000005;00:01:26:024
70;-80.0;-69.0;-78.0;-63.0;-61.0;-67.0;-83.0;-83.0;-76.0;-77.0;-85.0;-84.0;10.0;3.1000000000000005;00:01:26:235
74;-76.0;-70.0;-67.0;-62.0;-61.0;-58.0;-70.0;-75.0;-76.0;-81.0;-77.0;-83.0;10.0;3.1000000000000005;00:01:26:658
78;-76.0;-73.0;-76.0;-58.0;-60.0;-58.0;-70.0;-75.0;-76.0;-82.0;-86.0;-83.0;10.0;3.1000000000000005;00:01:27:076
82;-76.0;-73.0;-76.0;-65.0;-61.0;-58.0;-70.0;-75.0;-77.0;-82.0;-86.0;-83.0;10.0;3.1000000000000005;00:01:27:486
84;-69.0;-69.0;-64.0;-65.0;-60.0;-68.0;-81.0;-83.0;-77.0;-80.0;-77.0;-86.0;10.0;3.1000000000000005;00:01:27:696
86;-76.0;-73.0;-75.0;-63.0;-66.0;-68.0;-70.0;-75.0;-77.0;-82.0;-86.0;-83.0;10.0;3.1000000000000005;00:01:27:898
88;-69.0;-67.0;-64.0;-66.0;-60.0;-68.0;-82.0;-82.0;-77.0;-83.0;-84.0;-87.0;10.0;3.1000000000000005;00:01:28:107
92;-75.0;-69.0;-64.0;-65.0;-61.0;-68.0;-82.0;-83.0;-70.0;-83.0;-84.0;-88.0;10.0;3.1000000000000005;00:01:28:521
96;-75.0;-69.0;-64.0;-65.0;-61.0;-69.0;-82.0;-75.0;-70.0;-77.0;-84.0;-87.0;10.0;3.1000000000000005;00:01:28:948
98;-69.0;-74.0;-75.0;-66.0;-66.0;-68.0;-82.0;-75.0;-76.0;-82.0;-86.0;-83.0;10.0;3.1000000000000005;00:01:29:150
102;-87.0;-73.0;-75.0;-65.0;-65.0;-68.0;-81.0;-75.0;-75.0;-80.0;-77.0;-87.0;10.0;3.1000000000000005;00:01:29:564
106;-69.0;-73.0;-64.0;-63.0;-65.0;-68.0;-81.0;-76.0;-77.0;-80.0;-77.0;-87.0;10.0;3.1000000000000005;00:01:29:989
110;-69.0;-74.0;-64.0;-63.0;-65.0;-68.0;-82.0;-75.0;-77.0;-80.0;-77.0;-87.0;10.0;3.1000000000000005;00:01:30:407
112;-75.0;-69.0;-75.0;-58.0;-60.0;-68.0;-82.0;-83.0;-75.0;-82.0;-83.0;-83.0;10.0;3.1000000000000005;00:01:30:617
116;-75.0;-74.0;-75.0;-65.0;-61.0;-60.0;-70.0;-75.0;-76.0;-82.0;-77.0;-83.0;10.0;3.1000000000000005;00:01:31:039
120;-75.0;-74.0;-76.0;-63.0;-60.0;-58.0;-70.0;-75.0;-77.0;-81.0;-86.0;-83.0;10.0;3.1000000000000005;00:01:31:458
124;-75.0;-74.0;-76.0;-63.0;-65.0;-68.0;-70.0;-75.0;-77.0;-82.0;-86.0;-83.0;10.0;3.1000000000000005;00:01:31:869
126;-69.0;-69.0;-64.0;-66.0;-60.0;-68.0;-81.0;-83.0;-77.0;-83.0;-84.0;-87.0;10.0;3.1000000000000005;00:01:32:078
130;-76.0;-69.0;-64.0;-65.0;-61.0;-68.0;-82.0;-83.0;-70.0;-82.0;-83.0;-87.0;10.0;3.1000000000000005;00:01:32:504
134;-76.0;-69.0;-64.0;-59.0;-61.0;-68.0;-82.0;-75.0;-70.0;-78.0;-84.0;-87.0;10.0;3.1000000000000005;00:01:32:934
136;-83.0;-75.0;-76.0;-58.0;-65.0;-68.0;-81.0;-75.0;-77.0;-81.0;-79.0;-88.0;10.0;3.1000000000000005;00:01:33:148
140;-69.0;-75.0;-64.0;-63.0;-65.0;-68.0;-81.0;-75.0;-77.0;-81.0;-77.0;-87.0;10.0;3.1000000000000005;00:01:33:563
144;-69.0;-75.0;-64.0;-65.0;-65.0;-68.0;-82.0;-75.0;-77.0;-81.0;-78.0;-86.0;10.0;3.1000000000000005;00:01:33:991
154;-75.0;-74.0;-75.0;-63.0;-65.0;-68.0;-70.0;-75.0;-77.0;-81.0;-87.0;-83.0;10.0;3.1000000000000005;00:01:35:049
156;-69.0;-67.0;-64.0;-65.0;-61.0;-68.0;-81.0;-83.0;-77.0;-83.0;-84.0;-87.0;10.0;3.1000000000000005;00:01:35:266
160;-75.0;-68.0;-64.0;-65.0;-61.0;-68.0;-82.0;-82.0;-70.0;-86.0;-84.0;-87.0;10.0;3.1000000000000005;00:01:35:682
164;-74.0;-68.0;-64.0;-65.0;-61.0;-68.0;-82.0;-75.0;-70.0;-77.0;-84.0;-88.0;10.0;3.1000000000000005;00:01:36:097
166;-69.0;-74.0;-75.0;-65.0;-65.0;-68.0;-76.0;-75.0;-76.0;-81.0;-87.0;-83.0;10.0;3.1000000000000005;00:01:36:302
168;-76.0;-68.0;-64.0;-62.0;-60.0;-68.0;-82.0;-77.0;-70.0;-77.0;-84.0;-87.0;10.0;3.1000000000000005;00:01:36:506
170;-69.0;-74.0;-76.0;-66.0;-65.0;-68.0;-82.0;-75.0;-76.0;-81.0;-78.0;-86.0;10.0;3.1000000000000005;00:01:36:717
174;-68.0;-72.0;-65.0;-64.0;-65.0;-68.0;-81.0;-75.0;-76.0;-80.0;-77.0;-87.0;10.0;3.1000000000000005;00:01:37:133
178;-69.0;-73.0;-65.0;-64.0;-65.0;-67.0;-82.0;-75.0;-76.0;-80.0;-77.0;-87.0;10.0;3.1000000000000005;00:01:37:547
182;-69.0;-73.0;-65.0;-64.0;-66.0;-68.0;-82.0;-75.0;-76.0;-80.0;-77.0;-86.0;10.0;3.1000000000000005;00:01:37:963
184;-76.0;-68.0;-77.0;-64.0;-61.0;-67.0;-83.0;-84.0;-75.0;-84.0;-77.0;-83.0;10.0;3.1000000000000005;00:01:38:170
188;-67.0;-72.0;-66.0;-64.0;-61.0;-58.0;-70.0;-75.0;-75.0;-82.0;-77.0;-83.0;10.0;3.1000000000000005;00:01:38:586
194;-69.0;-67.0;-64.0;-65.0;-61.0;-68.0;-82.0;-84.0;-76.0;-80.0;-77.0;-86.0;10.0;3.1000000000000005;00:01:39:214
198;-69.0;-68.0;-64.0;-65.0;-61.0;-68.0;-82.0;-84.0;-70.0;-77.0;-85.0;-88.0;10.0;3.1000000000000005;00:01:39:642
202;-75.0;-68.0;-64.0;-65.0;-60.0;-68.0;-83.0;-84.0;-70.0;-77.0;-83.0;-87.0;10.0;3.1000000000000005;00:01:40:063
206;-76.0;-68.0;-65.0;-63.0;-61.0;-68.0;-83.0;-74.0;-70.0;-77.0;-83.0;-88.0;10.0;3.1000000000000005;00:01:40:482
208;-69.0;-73.0;-77.0;-64.0;-65.0;-67.0;-81.0;-74.0;-76.0;-80.0;-77.0;-86.0;10.0;3.1000000000000005;00:01:40:698
212;-69.0;-74.0;-65.0;-63.0;-65.0;-67.0;-81.0;-75.0;-76.0;-80.0;-77.0;-87.0;10.0;3.1000000000000005;00:01:41:115
216;-69.0;-73.0;-65.0;-63.0;-65.0;-67.0;-82.0;-75.0;-77.0;-80.0;-77.0;-86.0;10.0;3.1000000000000005;00:01:41:536
218;-76.0;-68.0;-76.0;-64.0;-61.0;-67.0;-82.0;-84.0;-76.0;-81.0;-84.0;-84.0;10.0;3.1000000000000005;00:01:41:742
226;-77.0;-73.0;-76.0;-64.0;-61.0;-58.0;-71.0;-75.0;-76.0;-80.0;-86.0;-83.0;10.0;3.1000000000000005;00:01:42:592
228;-69.0;-68.0;-64.0;-65.0;-61.0;-68.0;-81.0;-83.0;-76.0;-80.0;-77.0;-86.0;10.0;3.1000000000000005;00:01:42:802
232;-69.0;-68.0;-65.0;-65.0;-61.0;-68.0;-82.0;-83.0;-70.0;-83.0;-83.0;-88.0;10.0;3.1000000000000005;00:01:43:219
236;-76.0;-68.0;-65.0;-65.0;-61.0;-68.0;-82.0;-83.0;-70.0;-83.0;-83.0;-87.0;10.0;3.1000000000000005;00:01:43:632
240;-77.0;-68.0;-65.0;-65.0;-61.0;-68.0;-82.0;-75.0;-70.0;-81.0;-84.0;-87.0;10.0;3.1000000000000005;00:01:44:053
242;-69.0;-73.0;-76.0;-65.0;-65.0;-67.0;-81.0;-75.0;-76.0;-80.0;-77.0;-83.0;10.0;3.1000000000000005;00:01:44:263
246;-85.0;-74.0;-76.0;-63.0;-65.0;-67.0;-82.0;-75.0;-77.0;-80.0;-77.0;-88.0;10.0;3.1000000000000005;00:01:44:679
250;-69.0;-74.0;-65.0;-64.0;-65.0;-67.0;-81.0;-75.0;-76.0;-80.0;-77.0;-87.0;10.0;3.1000000000000005;00:01:45:092
254;-69.0;-73.0;-64.0;-63.0;-65.0;-67.0;-82.0;-75.0;-76.0;-80.0;-77.0;-87.0;10.0;3.1000000000000005;00:01:45:511
256;-76.0;-68.0;-66.0;-63.0;-61.0;-67.0;-81.0;-83.0;-76.0;-82.0;-77.0;-83.0;10.0;3.1000000000000005;00:01:45:727
260;-77.0;-73.0;-77.0;-64.0;-61.0;-59.0;-72.0;-75.0;-76.0;-82.0;-86.0;-83.0;10.0;3.1000000000000005;00:01:46:155
264;-76.0;-73.0;-77.0;-64.0;-65.0;-67.0;-70.0;-74.0;-77.0;-80.0;-77.0;-83.0;10.0;3.1000000000000005;00:01:46:582
266;-69.0;-68.0;-65.0;-65.0;-61.0;-68.0;-81.0;-83.0;-76.0;-77.0;-84.0;-87.0;10.0;3.1000000000000005;00:01:46:793
270;-77.0;-68.0;-65.0;-65.0;-61.0;-68.0;-82.0;-83.0;-70.0;-83.0;-83.0;-87.0;10.0;3.1000000000000005;00:01:47:206
274;-77.0;-68.0;-65.0;-65.0;-61.0;-68.0;-82.0;-75.0;-70.0;-77.0;-84.0;-86.0;10.0;3.1000000000000005;00:01:47:624
276;-69.0;-73.0;-77.0;-65.0;-65.0;-68.0;-76.0;-74.0;-75.0;-81.0;-86.0;-83.0;10.0;3.1000000000000005;00:01:47:826
278;-77.0;-68.0;-65.0;-64.0;-61.0;-68.0;-82.0;-75.0;-70.0;-77.0;-85.0;-87.0;10.0;3.1000000000000005;00:01:48:040
280;-82.0;-73.0;-76.0;-58.0;-65.0;-67.0;-82.0;-75.0;-75.0;-80.0;-77.0;-87.0;10.0;3.1000000000000005;00:01:48:253
288;-69.0;-73.0;-65.0;-65.0;-65.0;-68.0;-82.0;-75.0;-76.0;-80.0;-77.0;-86.0;10.0;3.1000000000000005;00:01:49:097
290;-76.0;-68.0;-77.0;-64.0;-61.0;-67.0;-83.0;-84.0;-75.0;-81.0;-77.0;-83.0;10.0;3.1000000000000005;00:01:49:302
294;-77.0;-73.0;-77.0;-64.0;-61.0;-58.0;-70.0;-74.0;-76.0;-82.0;-80.0;-83.0;10.0;3.1000000000000005;00:01:49:723
298;-77.0;-73.0;-77.0;-64.0;-61.0;-58.0;-70.0;-74.0;-75.0;-82.0;-86.0;-83.0;10.0;3.1000000000000005;00:01:50:133
302;-78.0;-73.0;-77.0;-64.0;-65.0;-59.0;-70.0;-75.0;-76.0;-81.0;-86.0;-83.0;10.0;3.1000000000000005;00:01:50:552
304;-69.0;-68.0;-65.0;-65.0;-61.0;-68.0;-81.0;-83.0;-76.0;-82.0;-85.0;-86.0;10.0;3.1000000000000005;00:01:50:760
308;-69.0;-68.0;-65.0;-64.0;-61.0;-68.0;-82.0;-83.0;-70.0;-83.0;-84.0;-88.0;10.0;3.1000000000000005;00:01:51:172
314;-69.0;-72.0;-77.0;-64.0;-65.0;-67.0;-81.0;-74.0;-76.0;-80.0;-85.0;-83.0;10.0;3.1000000000000005;00:01:51:808
318;-69.0;-73.0;-77.0;-64.0;-65.0;-67.0;-81.0;-75.0;-76.0;-80.0;-77.0;-88.0;10.0;3.1000000000000005;00:01:52:231
322;-69.0;-73.0;-64.0;-64.0;-65.0;-68.0;-81.0;-75.0;-76.0;-80.0;-77.0;-87.0;10.0;3.1000000000000005;00:01:52:649
326;-69.0;-73.0;-64.0;-64.0;-65.0;-67.0;-82.0;-75.0;-76.0;-80.0;-77.0;-86.0;10.0;3.1000000000000005;00:01:53:062
328;-77.0;-67.0;-77.0;-63.0;-61.0;-67.0;-82.0;-83.0;-76.0;-82.0;-84.0;-83.0;10.0;3.1000000000000005;00:01:53:273
332;-77.0;-67.0;-70.0;-64.0;-61.0;-60.0;-70.0;-74.0;-75.0;-82.0;-77.0;-83.0;10.0;3.1000000000000005;00:01:53:688
336;-77.0;-73.0;-77.0;-64.0;-61.0;-58.0;-70.0;-74.0;-75.0;-81.0;-86.0;-83.0;10.0;3.1000000000000005;00:01:54:104
340;-77.0;-73.0;-77.0;-64.0;-61.0;-58.0;-70.0;-74.0;-76.0;-81.0;-87.0;-84.0;10.0;3.1000000000000005;00:01:54:520
342;-69.0;-68.0;-64.0;-65.0;-61.0;-68.0;-81.0;-83.0;-76.0;-80.0;-77.0;-86.0;10.0;3.1000000000000005;00:01:54:727
344;-69.0;-73.0;-65.0;-64.0;-65.0;-68.0;-82.0;-75.0;-76.0;-80.0;-77.0;-86.0;10.0;3.1000000000000005;00:01:55:044
346;-78.0;-68.0;-77.0;-63.0;-61.0;-68.0;-82.0;-84.0;-76.0;-77.0;-84.0;-87.0;10.0;3.1000000000000005;00:01:55:253
348;-69.0;-73.0;-65.0;-64.0;-65.0;-68.0;-82.0;-75.0;-76.0;-80.0;-78.0;-86.0;10.0;3.1000000000000005;00:01:55:459
350;-77.0;-68.0;-66.0;-63.0;-61.0;-67.0;-82.0;-82.0;-76.0;-82.0;-77.0;-83.0;10.0;3.1000000000000005;00:01:55:673
354;-77.0;-73.0;-77.0;-62.0;-61.0;-58.0;-70.0;-74.0;-76.0;-81.0;-87.0;-83.0;10.0;3.1000000000000005;00:01:56:096
358;-77.0;-73.0;-77.0;-63.0;-61.0;-59.0;-70.0;-75.0;-76.0;-82.0;-87.0;-83.0;10.0;3.1000000000000005;00:01:56:504
360;-69.0;-68.0;-64.0;-65.0;-61.0;-68.0;-81.0;-83.0;-76.0;-80.0;-77.0;-86.0;10.0;3.1000000000000005;00:01:56:710
362;-77.0;-73.0;-77.0;-62.0;-65.0;-68.0;-70.0;-74.0;-76.0;-82.0;-86.0;-83.0;10.0;3.1000000000000005;00:01:56:915
364;-69.0;-68.0;-64.0;-65.0;-61.0;-68.0;-81.0;-83.0;-76.0;-83.0;-84.0;-87.0;10.0;3.1000000000000005;00:01:57:125
372;-78.0;-68.0;-64.0;-64.0;-60.0;-68.0;-82.0;-75.0;-70.0;-77.0;-84.0;-86.0;10.0;3.1000000000000005;00:01:57:962
374;-69.0;-74.0;-77.0;-65.0;-65.0;-68.0;-81.0;-75.0;-76.0;-80.0;-77.0;-83.0;10.0;3.1000000000000005;00:01:58:177
378;-69.0;-74.0;-65.0;-64.0;-65.0;-68.0;-80.0;-75.0;-76.0;-80.0;-77.0;-88.0;10.0;3.1000000000000005;00:01:58:604
382;-68.0;-75.0;-65.0;-64.0;-65.0;-68.0;-82.0;-75.0;-76.0;-80.0;-77.0;-86.0;10.0;3.1000000000000005;00:01:59:028
384;-77.0;-68.0;-76.0;-64.0;-61.0;-68.0;-82.0;-83.0;-75.0;-81.0;-77.0;-83.0;10.0;3.1000000000000005;00:01:59:240
388;-79.0;-75.0;-78.0;-64.0;-61.0;-59.0;-70.0;-75.0;-75.0;-81.0;-77.0;-83.0;10.0;3.1000000000000005;00:01:59:661
392;-79.0;-76.0;-78.0;-64.0;-61.0;-59.0;-70.0;-75.0;-76.0;-81.0;-88.0;-83.0;10.0;3.1000000000000005;00:02:00:073
402;-79.0;-68.0;-65.0;-64.0;-61.0;-68.0;-82.0;-82.0;-70.0;-77.0;-85.0;-87.0;10.0;3.1000000000000005;00:02:01:133
404;-68.0;-76.0;-77.0;-64.0;-65.0;-68.0;-81.0;-74.0;-75.0;-81.0;-89.0;-83.0;10.0;3.1000000000000005;00:02:01:344
406;-79.0;-69.0;-65.0;-64.0;-61.0;-68.0;-82.0;-74.0;-70.0;-77.0;-84.0;-87.0;10.0;3.1000000000000005;00:02:01:556
408;-86.0;-76.0;-77.0;-65.0;-65.0;-68.0;-80.0;-74.0;-75.0;-80.0;-77.0;-87.0;10.0;3.1000000000000005;00:02:01:762
412;-68.0;-76.0;-64.0;-63.0;-65.0;-68.0;-80.0;-75.0;-76.0;-80.0;-77.0;-88.0;10.0;3.1000000000000005;00:02:02:178
416;-68.0;-76.0;-64.0;-63.0;-65.0;-68.0;-81.0;-74.0;-77.0;-77.0;-78.0;-87.0;10.0;3.1000000000000005;00:02:02:607
418;-83.0;-68.0;-76.0;-64.0;-61.0;-68.0;-84.0;-84.0;-75.0;-81.0;-77.0;-83.0;10.0;3.1000000000000005;00:02:02:819
422;-82.0;-77.0;-76.0;-62.0;-61.0;-58.0;-70.0;-74.0;-76.0;-82.0;-77.0;-84.0;10.0;3.1000000000000005;00:02:03:233
426;-83.0;-77.0;-76.0;-64.0;-61.0;-58.0;-70.0;-74.0;-77.0;-81.0;-88.0;-83.0;10.0;3.1000000000000005;00:02:03:658
428;-68.0;-68.0;-64.0;-65.0;-61.0;-68.0;-80.0;-83.0;-77.0;-80.0;-85.0;-87.0;10.0;3.1000000000000005;00:02:03:865
430;-83.0;-77.0;-76.0;-65.0;-65.0;-68.0;-70.0;-75.0;-77.0;-81.0;-89.0;-84.0;10.0;3.1000000000000005;00:02:04:072
432;-68.0;-68.0;-64.0;-65.0;-61.0;-69.0;-81.0;-84.0;-77.0;-83.0;-85.0;-87.0;10.0;3.1000000000000005;00:02:04:280
436;-83.0;-68.0;-64.0;-65.0;-61.0;-68.0;-82.0;-84.0;-70.0;-81.0;-77.0;-87.0;10.0;3.1000000000000005;00:02:04:706
440;-82.0;-68.0;-64.0;-64.0;-61.0;-68.0;-81.0;-74.0;-70.0;-77.0;-85.0;-87.0;10.0;3.1000000000000005;00:02:05:121
442;-68.0;-76.0;-76.0;-65.0;-65.0;-68.0;-80.0;-74.0;-75.0;-80.0;-78.0;-83.0;10.0;3.1000000000000005;00:02:05:330
446;-85.0;-76.0;-76.0;-64.0;-65.0;-68.0;-80.0;-74.0;-76.0;-80.0;-78.0;-88.0;10.0;3.1000000000000005;00:02:05:741
454;-68.0;-76.0;-65.0;-64.0;-65.0;-68.0;-82.0;-75.0;-76.0;-80.0;-78.0;-87.0;10.0;3.1000000000000005;00:02:06:586
456;-82.0;-68.0;-65.0;-64.0;-61.0;-68.0;-81.0;-84.0;-75.0;-82.0;-77.0;-83.0;10.0;3.1000000000000005;00:02:06:801
460;-83.0;-77.0;-76.0;-64.0;-61.0;-58.0;-70.0;-75.0;-76.0;-81.0;-89.0;-84.0;10.0;3.1000000000000005;00:02:07:220
464;-81.0;-76.0;-76.0;-64.0;-61.0;-58.0;-70.0;-74.0;-76.0;-81.0;-88.0;-83.0;10.0;3.1000000000000005;00:02:07:642
466;-68.0;-68.0;-65.0;-64.0;-61.0;-68.0;-80.0;-84.0;-76.0;-77.0;-77.0;-87.0;10.0;3.1000000000000005;00:02:07:846
470;-68.0;-68.0;-65.0;-64.0;-61.0;-68.0;-81.0;-84.0;-70.0;-83.0;-85.0;-88.0;10.0;3.1000000000000005;00:02:08:265
474;-81.0;-68.0;-65.0;-64.0;-61.0;-68.0;-81.0;-74.0;-70.0;-77.0;-85.0;-87.0;10.0;3.1000000000000005;00:02:08:694
476;-69.0;-76.0;-76.0;-64.0;-65.0;-67.0;-80.0;-74.0;-76.0;-80.0;-89.0;-84.0;10.0;3.1000000000000005;00:02:08:908
480;-68.0;-76.0;-65.0;-64.0;-65.0;-68.0;-81.0;-75.0;-76.0;-80.0;-78.0;-88.0;10.0;3.1000000000000005;00:02:09:335
484;-68.0;-76.0;-65.0;-64.0;-65.0;-67.0;-82.0;-74.0;-76.0;-80.0;-78.0;-86.0;10.0;3.1000000000000005;00:02:09:755
486;-81.0;-68.0;-75.0;-64.0;-61.0;-67.0;-82.0;-84.0;-76.0;-77.0;-85.0;-87.0;10.0;3.1000000000000005;00:02:09:963
490;-81.0;-76.0;-75.0;-64.0;-61.0;-58.0;-70.0;-74.0;-75.0;-81.0;-77.0;-84.0;10.0;3.1000000000000005;00:02:10:390
494;-80.0;-76.0;-76.0;-65.0;-61.0;-58.0;-70.0;-74.0;-76.0;-82.0;-88.0;-84.0;10.0;3.1000000000000005;00:02:10:810
496;-68.0;-68.0;-65.0;-64.0;-61.0;-68.0;-81.0;-84.0;-76.0;-80.0;-78.0;-87.0;10.0;3.1000000000000005;00:02:11:017
500;-81.0;-68.0;-65.0;-64.0;-61.0;-68.0;-82.0;-84.0;-70.0;-83.0;-85.0;-87.0;10.0;3.1000000000000005;00:02:11:449
504;-81.0;-68.0;-65.0;-64.0;-61.0;-68.0;-81.0;-84.0;-70.0;-77.0;-84.0;-87.0;10.0;3.1000000000000005;00:02:11:870
506;-68.0;-62.0;-75.0;-64.0;-65.0;-68.0;-80.0;-74.0;-76.0;-81.0;-88.0;-83.0;10.0;3.1000000000000005;00:02:12:078
510;-87.0;-76.0;-76.0;-65.0;-65.0;-68.0;-80.0;-74.0;-75.0;-81.0;-77.0;-88.0;10.0;3.1000000000000005;00:02:12:500
514;-68.0;-76.0;-65.0;-64.0;-65.0;-68.0;-80.0;-75.0;-76.0;-80.0;-77.0;-89.0;10.0;3.1000000000000005;00:02:12:908
518;-68.0;-76.0;-65.0;-64.0;-65.0;-68.0;-80.0;-75.0;-76.0;-80.0;-77.0;-87.0;10.0;3.1000000000000005;00:02:13:321
522;-69.0;-76.0;-65.0;-64.0;-65.0;-68.0;-81.0;-75.0;-76.0;-80.0;-77.0;-87.0;10.0;3.1000000000000005;00:02:13:737
524;-80.0;-68.0;-76.0;-64.0;-61.0;-68.0;-82.0;-84.0;-76.0;-81.0;-85.0;-83.0;10.0;3.1000000000000005;00:02:13:943
528;-80.0;-68.0;-66.0;-64.0;-61.0;-68.0;-81.0;-82.0;-75.0;-81.0;-77.0;-84.0;10.0;3.1000000000000005;00:02:14:357
530;-80.0;-68.0;-65.0;-64.0;-61.0;-69.0;-81.0;-74.0;-70.0;-77.0;-85.0;-87.0;10.0;3.1000000000000005;00:02:14:668
532;-66.0;-76.0;-76.0;-64.0;-65.0;-68.0;-80.0;-75.0;-75.0;-80.0;-78.0;-89.0;10.0;3.1000000000000005;00:02:14:876
536;-68.0;-62.0;-76.0;-64.0;-65.0;-68.0;-80.0;-75.0;-76.0;-80.0;-78.0;-88.0;10.0;3.1000000000000005;00:02:15:287
540;-68.0;-76.0;-65.0;-64.0;-65.0;-68.0;-80.0;-75.0;-76.0;-80.0;-77.0;-87.0;10.0;3.1000000000000005;00:02:15:711
544;-68.0;-76.0;-65.0;-64.0;-65.0;-68.0;-82.0;-76.0;-77.0;-80.0;-78.0;-87.0;10.0;3.1000000000000005;00:02:16:127
546;-80.0;-68.0;-76.0;-64.0;-61.0;-68.0;-82.0;-84.0;-75.0;-81.0;-85.0;-84.0;10.0;3.1000000000000005;00:02:16:331
550;-80.0;-68.0;-66.0;-65.0;-61.0;-60.0;-70.0;-74.0;-76.0;-81.0;-77.0;-84.0;10.0;3.1000000000000005;00:02:16:746
554;-80.0;-76.0;-76.0;-64.0;-61.0;-58.0;-70.0;-74.0;-75.0;-81.0;-88.0;-83.0;10.0;3.1000000000000005;00:02:17:162
556;-68.0;-68.0;-65.0;-64.0;-61.0;-68.0;-80.0;-84.0;-76.0;-80.0;-78.0;-87.0;10.0;3.1000000000000005;00:02:17:380
558;-80.0;-76.0;-76.0;-64.0;-65.0;-67.0;-70.0;-74.0;-76.0;-81.0;-88.0;-84.0;10.0;3.1000000000000005;00:02:17:587
560;-68.0;-68.0;-65.0;-64.0;-61.0;-68.0;-80.0;-84.0;-76.0;-82.0;-85.0;-87.0;10.0;3.1000000000000005;00:02:17:800
564;-80.0;-68.0;-65.0;-64.0;-62.0;-68.0;-81.0;-74.0;-70.0;-77.0;-85.0;-86.0;10.0;3.1000000000000005;00:02:18:233
566;-68.0;-76.0;-76.0;-64.0;-65.0;-68.0;-80.0;-74.0;-75.0;-81.0;-88.0;-83.0;10.0;3.1000000000000005;00:02:18:444
570;-68.0;-76.0;-65.0;-64.0;-65.0;-68.0;-80.0;-75.0;-76.0;-80.0;-78.0;-89.0;10.0;3.1000000000000005;00:02:18:873
578;-68.0;-76.0;-65.0;-64.0;-66.0;-68.0;-82.0;-75.0;-76.0;-80.0;-78.0;-87.0;10.0;3.1000000000000005;00:02:19:704
