;a0c0;a0c1;a0c2;a1c0;a1c1;a1c2;a2c0;a2c1;a2c2;a3c0;a3c1;a3c2;dist_x;dist_y;time
20604;-52.0;-54.0;-65.0;-70.0;-65.0;-67.0;-82.0;-84.0;-86.0;-88.0;-84.0;-90.0;4.5;6.9;00:08:46:639
20606;-67.0;-57.0;-59.0;-72.0;-69.0;-66.0;-80.0;-75.0;-77.0;-88.0;-86.0;-89.0;4.5;6.9;00:08:46:849
20610;-65.0;-56.0;-59.0;-72.0;-69.0;-66.0;-81.0;-75.0;-77.0;-87.0;-86.0;-90.0;4.5;6.9;00:08:47:271
20612;-52.0;-54.0;-65.0;-70.0;-66.0;-67.0;-81.0;-81.0;-87.0;-87.0;-84.0;-88.0;4.5;6.9;00:08:47:473
20616;-64.0;-55.0;-65.0;-70.0;-71.0;-67.0;-81.0;-80.0;-86.0;-87.0;-86.0;-88.0;4.5;6.9;00:08:47:909
20624;-68.0;-55.0;-58.0;-70.0;-70.0;-67.0;-81.0;-80.0;-87.0;-87.0;-86.0;-88.0;4.5;6.9;00:08:48:743
20628;-65.0;-56.0;-58.0;-72.0;-69.0;-67.0;-81.0;-81.0;-88.0;-88.0;-86.0;-88.0;4.5;6.9;00:08:49:152
20632;-65.0;-55.0;-58.0;-72.0;-69.0;-67.0;-81.0;-80.0;-77.0;-88.0;-86.0;-93.0;4.5;6.9;00:08:49:570
20636;-68.0;-55.0;-58.0;-72.0;-69.0;-67.0;-81.0;-80.0;-77.0;-87.0;-86.0;-88.0;4.5;6.9;00:08:49:982
20640;-66.0;-55.0;-58.0;-72.0;-69.0;-66.0;-81.0;-80.0;-78.0;-88.0;-86.0;-88.0;4.5;6.9;00:08:50:409
20646;-52.0;-54.0;-65.0;-70.0;-66.0;-67.0;-91.0;-81.0;-87.0;-88.0;-84.0;-88.0;4.5;6.9;00:08:51:041
20648;-52.0;-56.0;-59.0;-72.0;-68.0;-68.0;-81.0;-75.0;-77.0;-88.0;-86.0;-89.0;4.5;6.9;00:08:51:250
20654;-64.0;-55.0;-58.0;-72.0;-69.0;-67.0;-81.0;-80.0;-77.0;-88.0;-86.0;-94.0;4.5;6.9;00:08:51:984
20658;-65.0;-55.0;-58.0;-72.0;-69.0;-66.0;-81.0;-81.0;-77.0;-87.0;-86.0;-88.0;4.5;6.9;00:08:52:402
20660;-51.0;-54.0;-65.0;-70.0;-65.0;-67.0;-94.0;-81.0;-86.0;-87.0;-84.0;-87.0;4.5;6.9;00:08:52:619
20662;-65.0;-56.0;-59.0;-72.0;-69.0;-67.0;-81.0;-75.0;-78.0;-88.0;-86.0;-90.0;4.5;6.9;00:08:52:826
20664;-52.0;-54.0;-65.0;-70.0;-65.0;-67.0;-81.0;-80.0;-86.0;-88.0;-85.0;-87.0;4.5;6.9;00:08:53:028
20674;-66.0;-55.0;-64.0;-70.0;-71.0;-67.0;-82.0;-81.0;-87.0;-88.0;-86.0;-87.0;4.5;6.9;00:08:54:287
20678;-66.0;-55.0;-58.0;-70.0;-71.0;-67.0;-82.0;-81.0;-87.0;-88.0;-85.0;-88.0;4.5;6.9;00:08:54:704
20682;-65.0;-55.0;-59.0;-72.0;-69.0;-67.0;-81.0;-80.0;-88.0;-87.0;-86.0;-88.0;4.5;6.9;00:08:55:128
20686;-64.0;-55.0;-58.0;-72.0;-69.0;-67.0;-80.0;-80.0;-77.0;-88.0;-86.0;-87.0;4.5;6.9;00:08:55:550
20690;-66.0;-55.0;-58.0;-72.0;-69.0;-66.0;-81.0;-82.0;-77.0;-88.0;-86.0;-88.0;4.5;6.9;00:08:55:977
20692;-52.0;-54.0;-65.0;-70.0;-66.0;-67.0;-93.0;-84.0;-86.0;-88.0;-84.0;-88.0;4.5;6.9;00:08:56:188
20694;-68.0;-56.0;-59.0;-72.0;-69.0;-67.0;-80.0;-75.0;-78.0;-87.0;-86.0;-89.0;4.5;6.9;00:08:56:406
20700;-67.0;-55.0;-64.0;-70.0;-70.0;-67.0;-82.0;-81.0;-87.0;-88.0;-86.0;-88.0;4.5;6.9;00:08:57:052
20702;-54.0;-56.0;-59.0;-72.0;-65.0;-73.0;-93.0;-74.0;-77.0;-93.0;-88.0;-89.0;4.5;6.9;00:08:57:263
20704;-63.0;-55.0;-65.0;-70.0;-71.0;-67.0;-82.0;-81.0;-87.0;-88.0;-86.0;-88.0;4.5;6.9;00:08:57:473
20706;-54.0;-56.0;-59.0;-84.0;-66.0;-73.0;-93.0;-73.0;-77.0;-92.0;-88.0;-89.0;4.5;6.9;00:08:57:687
20708;-66.0;-55.0;-58.0;-72.0;-69.0;-67.0;-81.0;-81.0;-89.0;-88.0;-87.0;-87.0;4.5;6.9;00:08:57:906
20712;-67.0;-55.0;-58.0;-72.0;-69.0;-67.0;-81.0;-80.0;-77.0;-87.0;-86.0;-88.0;4.5;6.9;00:08:58:327
20720;-64.0;-55.0;-60.0;-72.0;-69.0;-66.0;-81.0;-80.0;-77.0;-88.0;-86.0;-87.0;4.5;6.9;00:08:59:161
20722;-52.0;-54.0;-65.0;-70.0;-66.0;-67.0;-93.0;-80.0;-87.0;-88.0;-84.0;-88.0;4.5;6.9;00:08:59:380
20724;-65.0;-57.0;-59.0;-72.0;-69.0;-66.0;-80.0;-75.0;-77.0;-88.0;-86.0;-89.0;4.5;6.9;00:08:59:586
20726;-52.0;-54.0;-65.0;-70.0;-65.0;-67.0;-81.0;-80.0;-87.0;-88.0;-84.0;-88.0;4.5;6.9;00:08:59:803
20738;-65.0;-55.0;-58.0;-72.0;-69.0;-68.0;-81.0;-80.0;-77.0;-88.0;-86.0;-88.0;4.5;6.9;00:09:01:145
20740;-52.0;-54.0;-65.0;-70.0;-65.0;-67.0;-81.0;-84.0;-87.0;-88.0;-85.0;-96.0;4.5;6.9;00:09:01:358
20742;-67.0;-56.0;-59.0;-72.0;-69.0;-66.0;-81.0;-75.0;-77.0;-88.0;-86.0;-90.0;4.5;6.9;00:09:01:570
20744;-52.0;-54.0;-65.0;-70.0;-66.0;-67.0;-80.0;-80.0;-86.0;-88.0;-85.0;-88.0;4.5;6.9;00:09:01:783
20746;-54.0;-56.0;-59.0;-72.0;-69.0;-68.0;-80.0;-75.0;-78.0;-93.0;-88.0;-89.0;4.5;6.9;00:09:02:001
20748;-52.0;-54.0;-65.0;-70.0;-71.0;-67.0;-81.0;-80.0;-87.0;-87.0;-85.0;-88.0;4.5;6.9;00:09:02:209
20752;-68.0;-55.0;-64.0;-70.0;-71.0;-67.0;-81.0;-80.0;-87.0;-87.0;-86.0;-88.0;4.5;6.9;00:09:02:634
20760;-64.0;-55.0;-58.0;-72.0;-69.0;-67.0;-81.0;-80.0;-88.0;-87.0;-86.0;-91.0;4.5;6.9;00:09:03:472
20764;-63.0;-55.0;-58.0;-72.0;-69.0;-67.0;-80.0;-80.0;-78.0;-88.0;-86.0;-88.0;4.5;6.9;00:09:03:887
20768;-66.0;-55.0;-58.0;-72.0;-69.0;-66.0;-80.0;-80.0;-77.0;-88.0;-86.0;-88.0;4.5;6.9;00:09:04:310
20772;-66.0;-56.0;-59.0;-72.0;-69.0;-68.0;-80.0;-75.0;-77.0;-88.0;-85.0;-90.0;4.5;6.9;00:09:04:744
20774;-52.0;-54.0;-64.0;-70.0;-66.0;-67.0;-81.0;-80.0;-87.0;-87.0;-84.0;-88.0;4.5;6.9;00:09:04:952
20776;-53.0;-56.0;-59.0;-72.0;-69.0;-66.0;-81.0;-75.0;-77.0;-93.0;-89.0;-89.0;4.5;6.9;00:09:05:166
20778;-52.0;-54.0;-64.0;-70.0;-71.0;-67.0;-92.0;-80.0;-86.0;-87.0;-84.0;-88.0;4.5;6.9;00:09:05:378
20780;-54.0;-56.0;-59.0;-72.0;-66.0;-74.0;-94.0;-74.0;-78.0;-92.0;-88.0;-90.0;4.5;6.9;00:09:05:586
20782;-66.0;-55.0;-64.0;-70.0;-71.0;-67.0;-81.0;-80.0;-87.0;-87.0;-86.0;-88.0;4.5;6.9;00:09:05:797
20784;-54.0;-56.0;-59.0;-72.0;-66.0;-73.0;-92.0;-74.0;-77.0;-93.0;-88.0;-89.0;4.5;6.9;00:09:06:007
20786;-66.0;-55.0;-64.0;-70.0;-71.0;-67.0;-81.0;-80.0;-86.0;-87.0;-86.0;-88.0;4.5;6.9;00:09:06:218
20788;-54.0;-56.0;-59.0;-72.0;-66.0;-73.0;-94.0;-74.0;-77.0;-92.0;-88.0;-90.0;4.5;6.9;00:09:06:426
20790;-66.0;-55.0;-58.0;-72.0;-70.0;-67.0;-81.0;-80.0;-88.0;-88.0;-86.0;-89.0;4.5;6.9;00:09:06:640
20794;-68.0;-55.0;-58.0;-72.0;-69.0;-67.0;-81.0;-80.0;-88.0;-88.0;-86.0;-88.0;4.5;6.9;00:09:07:055
20798;-64.0;-55.0;-58.0;-72.0;-69.0;-67.0;-80.0;-80.0;-77.0;-88.0;-86.0;-88.0;4.5;6.9;00:09:07:470
20802;-64.0;-55.0;-58.0;-73.0;-69.0;-66.0;-80.0;-80.0;-78.0;-92.0;-86.0;-88.0;4.5;6.9;00:09:07:892
20806;-66.0;-56.0;-59.0;-72.0;-69.0;-66.0;-80.0;-75.0;-77.0;-87.0;-86.0;-89.0;4.5;6.9;00:09:08:320
20808;-52.0;-54.0;-65.0;-69.0;-66.0;-67.0;-92.0;-80.0;-87.0;-88.0;-84.0;-87.0;4.5;6.9;00:09:08:539
20812;-52.0;-54.0;-65.0;-70.0;-71.0;-67.0;-94.0;-80.0;-87.0;-88.0;-84.0;-88.0;4.5;6.9;00:09:08:956
20816;-65.0;-55.0;-65.0;-70.0;-71.0;-67.0;-81.0;-80.0;-87.0;-88.0;-86.0;-88.0;4.5;6.9;00:09:09:379
20820;-66.0;-55.0;-64.0;-70.0;-71.0;-67.0;-81.0;-80.0;-87.0;-87.0;-86.0;-87.0;4.5;6.9;00:09:09:795
20824;-67.0;-55.0;-58.0;-69.0;-70.0;-67.0;-81.0;-80.0;-87.0;-88.0;-86.0;-87.0;4.5;6.9;00:09:10:213
20828;-66.0;-55.0;-59.0;-72.0;-69.0;-67.0;-81.0;-80.0;-88.0;-88.0;-88.0;-93.0;4.5;6.9;00:09:10:627
20832;-65.0;-56.0;-58.0;-72.0;-69.0;-67.0;-81.0;-80.0;-77.0;-88.0;-86.0;-88.0;4.5;6.9;00:09:11:058
20836;-66.0;-55.0;-58.0;-72.0;-69.0;-67.0;-81.0;-80.0;-77.0;-93.0;-87.0;-88.0;4.5;6.9;00:09:11:472
20842;-52.0;-54.0;-65.0;-70.0;-66.0;-67.0;-82.0;-84.0;-87.0;-88.0;-84.0;-88.0;4.5;6.9;00:09:12:097
20844;-66.0;-56.0;-59.0;-72.0;-69.0;-68.0;-80.0;-75.0;-77.0;-89.0;-86.0;-90.0;4.5;6.9;00:09:12:305
20846;-52.0;-54.0;-65.0;-70.0;-66.0;-67.0;-93.0;-80.0;-87.0;-88.0;-85.0;-87.0;4.5;6.9;00:09:12:514
20850;-51.0;-54.0;-65.0;-70.0;-71.0;-67.0;-92.0;-80.0;-87.0;-88.0;-84.0;-87.0;4.5;6.9;00:09:12:931
20854;-66.0;-55.0;-64.0;-70.0;-71.0;-67.0;-80.0;-80.0;-87.0;-88.0;-86.0;-88.0;4.5;6.9;00:09:13:353
20858;-66.0;-56.0;-58.0;-70.0;-71.0;-67.0;-81.0;-80.0;-87.0;-88.0;-86.0;-87.0;4.5;6.9;00:09:13:782
20862;-64.0;-55.0;-58.0;-72.0;-69.0;-67.0;-81.0;-80.0;-89.0;-88.0;-86.0;-88.0;4.5;6.9;00:09:14:195
20866;-66.0;-55.0;-58.0;-72.0;-69.0;-67.0;-80.0;-80.0;-88.0;-94.0;-86.0;-87.0;4.5;6.9;00:09:14:611
20874;-64.0;-55.0;-58.0;-72.0;-69.0;-66.0;-81.0;-80.0;-77.0;-88.0;-86.0;-87.0;4.5;6.9;00:09:15:455
20876;-52.0;-54.0;-65.0;-70.0;-66.0;-67.0;-82.0;-84.0;-87.0;-88.0;-84.0;-89.0;4.5;6.9;00:09:15:660
20878;-65.0;-56.0;-59.0;-72.0;-69.0;-66.0;-81.0;-75.0;-77.0;-88.0;-85.0;-89.0;4.5;6.9;00:09:15:871
20884;-52.0;-54.0;-64.0;-66.0;-71.0;-67.0;-81.0;-80.0;-87.0;-88.0;-85.0;-88.0;4.5;6.9;00:09:16:499
20888;-52.0;-54.0;-65.0;-70.0;-71.0;-67.0;-94.0;-80.0;-87.0;-88.0;-85.0;-88.0;4.5;6.9;00:09:16:918
20892;-66.0;-55.0;-65.0;-70.0;-71.0;-67.0;-81.0;-81.0;-87.0;-88.0;-86.0;-87.0;4.5;6.9;00:09:17:327
20896;-67.0;-55.0;-65.0;-70.0;-71.0;-67.0;-82.0;-80.0;-86.0;-88.0;-86.0;-88.0;4.5;6.9;00:09:17:744
20900;-67.0;-55.0;-60.0;-70.0;-70.0;-67.0;-86.0;-80.0;-90.0;-88.0;-86.0;-88.0;4.5;6.9;00:09:18:165
20904;-66.0;-55.0;-58.0;-72.0;-68.0;-67.0;-80.0;-80.0;-89.0;-87.0;-88.0;-88.0;4.5;6.9;00:09:18:577
20908;-69.0;-55.0;-58.0;-72.0;-69.0;-67.0;-81.0;-81.0;-77.0;-88.0;-86.0;-88.0;4.5;6.9;00:09:19:004
20912;-65.0;-55.0;-58.0;-72.0;-69.0;-66.0;-81.0;-80.0;-78.0;-87.0;-88.0;-88.0;4.5;6.9;00:09:19:424
20916;-65.0;-56.0;-59.0;-72.0;-69.0;-66.0;-80.0;-75.0;-77.0;-88.0;-86.0;-90.0;4.5;6.9;00:09:19:842
20918;-52.0;-54.0;-65.0;-70.0;-66.0;-67.0;-80.0;-80.0;-86.0;-88.0;-84.0;-89.0;4.5;6.9;00:09:20:059
20922;-52.0;-54.0;-64.0;-70.0;-65.0;-67.0;-81.0;-81.0;-87.0;-88.0;-84.0;-88.0;4.5;6.9;00:09:20:465
20930;-65.0;-55.0;-64.0;-70.0;-71.0;-67.0;-83.0;-80.0;-87.0;-87.0;-85.0;-92.0;4.5;6.9;00:09:21:320
20934;-65.0;-55.0;-58.0;-70.0;-70.0;-67.0;-80.0;-80.0;-90.0;-88.0;-86.0;-88.0;4.5;6.9;00:09:21:746
20938;-68.0;-55.0;-58.0;-72.0;-69.0;-67.0;-80.0;-80.0;-90.0;-88.0;-86.0;-89.0;4.5;6.9;00:09:22:166
20942;-66.0;-55.0;-60.0;-72.0;-69.0;-67.0;-80.0;-80.0;-77.0;-88.0;-86.0;-93.0;4.5;6.9;00:09:22:586
20946;-66.0;-55.0;-58.0;-72.0;-69.0;-66.0;-80.0;-80.0;-77.0;-88.0;-86.0;-93.0;4.5;6.9;00:09:23:012
20948;-52.0;-54.0;-65.0;-70.0;-65.0;-66.0;-81.0;-83.0;-87.0;-88.0;-84.0;-88.0;4.5;6.9;00:09:23:216
20950;-65.0;-56.0;-59.0;-72.0;-69.0;-67.0;-80.0;-75.0;-77.0;-87.0;-86.0;-90.0;4.5;6.9;00:09:23:431
20952;-52.0;-54.0;-64.0;-70.0;-65.0;-67.0;-81.0;-80.0;-87.0;-87.0;-84.0;-88.0;4.5;6.9;00:09:23:641
20956;-52.0;-54.0;-64.0;-70.0;-70.0;-67.0;-80.0;-81.0;-87.0;-88.0;-86.0;-89.0;4.5;6.9;00:09:24:056
20968;-65.0;-56.0;-59.0;-72.0;-69.0;-66.0;-80.0;-75.0;-77.0;-88.0;-86.0;-89.0;4.5;6.9;00:09:25:406
20970;-51.0;-54.0;-65.0;-70.0;-65.0;-67.0;-80.0;-81.0;-87.0;-88.0;-85.0;-94.0;4.5;6.9;00:09:25:619
20974;-65.0;-55.0;-58.0;-72.0;-69.0;-67.0;-80.0;-81.0;-77.0;-88.0;-86.0;-88.0;4.5;6.9;00:09:26:143
20978;-66.0;-55.0;-58.0;-84.0;-69.0;-67.0;-94.0;-80.0;-75.0;-88.0;-86.0;-88.0;4.5;6.9;00:09:26:559
20980;-65.0;-55.0;-64.0;-70.0;-70.0;-66.0;-81.0;-80.0;-87.0;-88.0;-86.0;-88.0;4.5;6.9;00:09:26:873
20982;-52.0;-56.0;-59.0;-72.0;-65.0;-73.0;-92.0;-74.0;-77.0;-93.0;-87.0;-89.0;4.5;6.9;00:09:27:086
20984;-65.0;-55.0;-58.0;-70.0;-70.0;-67.0;-81.0;-81.0;-87.0;-87.0;-86.0;-89.0;4.5;6.9;00:09:27:291
20988;-65.0;-55.0;-58.0;-72.0;-69.0;-67.0;-81.0;-80.0;-90.0;-88.0;-87.0;-89.0;4.5;6.9;00:09:27:713
20992;-62.0;-55.0;-58.0;-72.0;-69.0;-66.0;-81.0;-80.0;-77.0;-88.0;-86.0;-87.0;4.5;6.9;00:09:28:135
20996;-64.0;-55.0;-58.0;-72.0;-69.0;-66.0;-81.0;-81.0;-77.0;-88.0;-86.0;-88.0;4.5;6.9;00:09:28:554
20998;-51.0;-54.0;-65.0;-70.0;-65.0;-73.0;-96.0;-74.0;-75.0;-87.0;-84.0;-90.0;4.5;6.9;00:09:28:761
21010;-65.0;-55.0;-58.0;-72.0;-69.0;-66.0;-80.0;-80.0;-77.0;-88.0;-86.0;-88.0;4.5;6.9;00:09:30:119
21014;-66.0;-55.0;-58.0;-72.0;-69.0;-67.0;-80.0;-80.0;-77.0;-88.0;-86.0;-89.0;4.5;6.9;00:09:30:532
21018;-68.0;-55.0;-58.0;-72.0;-69.0;-66.0;-81.0;-81.0;-77.0;-87.0;-86.0;-88.0;4.5;6.9;00:09:30:953
21020;-52.0;-54.0;-64.0;-70.0;-65.0;-67.0;-81.0;-84.0;-87.0;-88.0;-84.0;-88.0;4.5;6.9;00:09:31:164
21022;-65.0;-56.0;-59.0;-72.0;-69.0;-67.0;-80.0;-75.0;-77.0;-88.0;-86.0;-89.0;4.5;6.9;00:09:31:380
21024;-52.0;-54.0;-65.0;-70.0;-65.0;-67.0;-94.0;-80.0;-87.0;-88.0;-84.0;-93.0;4.5;6.9;00:09:31:585
21026;-52.0;-56.0;-59.0;-72.0;-69.0;-66.0;-81.0;-75.0;-77.0;-93.0;-88.0;-90.0;4.5;6.9;00:09:31:797
21028;-51.0;-54.0;-65.0;-70.0;-70.0;-67.0;-80.0;-80.0;-85.0;-89.0;-84.0;-89.0;4.5;6.9;00:09:32:009
21032;-65.0;-55.0;-65.0;-70.0;-70.0;-67.0;-81.0;-81.0;-87.0;-87.0;-86.0;-88.0;4.5;6.9;00:09:32:432
21036;-65.0;-55.0;-65.0;-70.0;-70.0;-67.0;-82.0;-80.0;-87.0;-88.0;-86.0;-88.0;4.5;6.9;00:09:32:849
21040;-65.0;-55.0;-58.0;-72.0;-69.0;-67.0;-80.0;-80.0;-89.0;-88.0;-86.0;-88.0;4.5;6.9;00:09:33:276
21044;-53.0;-56.0;-59.0;-72.0;-65.0;-69.0;-91.0;-74.0;-77.0;-92.0;-88.0;-90.0;4.5;6.9;00:09:33:806
21050;-65.0;-55.0;-64.0;-71.0;-70.0;-66.0;-81.0;-81.0;-87.0;-88.0;-86.0;-88.0;4.5;6.9;00:09:34:421
21054;-67.0;-55.0;-60.0;-70.0;-70.0;-67.0;-81.0;-80.0;-87.0;-88.0;-86.0;-89.0;4.5;6.9;00:09:34:848
21062;-63.0;-55.0;-58.0;-72.0;-69.0;-67.0;-80.0;-81.0;-77.0;-87.0;-86.0;-88.0;4.5;6.9;00:09:35:691
21066;-65.0;-55.0;-59.0;-72.0;-69.0;-67.0;-80.0;-80.0;-77.0;-88.0;-86.0;-89.0;4.5;6.9;00:09:36:114
21070;-68.0;-55.0;-58.0;-72.0;-69.0;-66.0;-81.0;-75.0;-77.0;-88.0;-86.0;-93.0;4.5;6.9;00:09:36:535
21072;-52.0;-54.0;-64.0;-70.0;-65.0;-67.0;-81.0;-84.0;-87.0;-88.0;-84.0;-88.0;4.5;6.9;00:09:36:733
21074;-68.0;-57.0;-59.0;-72.0;-69.0;-66.0;-80.0;-75.0;-77.0;-88.0;-86.0;-90.0;4.5;6.9;00:09:36:949
21076;-52.0;-54.0;-65.0;-70.0;-65.0;-67.0;-94.0;-80.0;-88.0;-88.0;-84.0;-88.0;4.5;6.9;00:09:37:156
21084;-52.0;-54.0;-65.0;-70.0;-70.0;-67.0;-81.0;-81.0;-87.0;-88.0;-84.0;-88.0;4.5;6.9;00:09:37:990
21086;-52.0;-56.0;-59.0;-72.0;-65.0;-73.0;-91.0;-74.0;-77.0;-92.0;-88.0;-90.0;4.5;6.9;00:09:38:197
21088;-65.0;-55.0;-65.0;-70.0;-70.0;-67.0;-81.0;-80.0;-87.0;-88.0;-87.0;-88.0;4.5;6.9;00:09:38:413
21092;-66.0;-55.0;-58.0;-70.0;-70.0;-66.0;-80.0;-81.0;-90.0;-88.0;-85.0;-88.0;4.5;6.9;00:09:38:839
21096;-66.0;-55.0;-58.0;-74.0;-69.0;-67.0;-81.0;-81.0;-77.0;-87.0;-85.0;-89.0;4.5;6.9;00:09:39:267
21100;-65.0;-55.0;-59.0;-72.0;-69.0;-66.0;-80.0;-81.0;-77.0;-88.0;-86.0;-88.0;4.5;6.9;00:09:39:690
21104;-67.0;-55.0;-58.0;-72.0;-69.0;-66.0;-80.0;-75.0;-77.0;-88.0;-85.0;-89.0;4.5;6.9;00:09:40:111
21106;-52.0;-54.0;-65.0;-69.0;-65.0;-67.0;-94.0;-84.0;-88.0;-88.0;-84.0;-88.0;4.5;6.9;00:09:40:317
21108;-67.0;-56.0;-59.0;-72.0;-69.0;-66.0;-80.0;-75.0;-77.0;-87.0;-86.0;-90.0;4.5;6.9;00:09:40:532
21110;-52.0;-54.0;-65.0;-70.0;-65.0;-67.0;-80.0;-80.0;-87.0;-87.0;-85.0;-94.0;4.5;6.9;00:09:40:740
21112;-54.0;-56.0;-59.0;-72.0;-69.0;-68.0;-80.0;-75.0;-77.0;-92.0;-88.0;-89.0;4.5;6.9;00:09:40:952
21118;-65.0;-55.0;-60.0;-72.0;-69.0;-66.0;-80.0;-81.0;-77.0;-92.0;-88.0;-90.0;4.5;6.9;00:09:41:693
21120;-52.0;-54.0;-65.0;-70.0;-65.0;-67.0;-82.0;-84.0;-87.0;-88.0;-84.0;-89.0;4.5;6.9;00:09:41:902
21122;-65.0;-56.0;-59.0;-72.0;-69.0;-67.0;-80.0;-75.0;-77.0;-88.0;-86.0;-90.0;4.5;6.9;00:09:42:111
21124;-52.0;-54.0;-65.0;-70.0;-65.0;-67.0;-80.0;-80.0;-87.0;-88.0;-84.0;-88.0;4.5;6.9;00:09:42:324
21128;-52.0;-54.0;-64.0;-70.0;-70.0;-67.0;-94.0;-81.0;-87.0;-88.0;-84.0;-88.0;4.5;6.9;00:09:42:736
21132;-52.0;-54.0;-64.0;-70.0;-70.0;-67.0;-82.0;-80.0;-87.0;-88.0;-84.0;-89.0;4.5;6.9;00:09:43:157
21134;-52.0;-56.0;-59.0;-72.0;-65.0;-73.0;-94.0;-74.0;-77.0;-93.0;-88.0;-89.0;4.5;6.9;00:09:43:375
21136;-68.0;-55.0;-59.0;-70.0;-70.0;-67.0;-81.0;-80.0;-86.0;-87.0;-86.0;-94.0;4.5;6.9;00:09:43:585
21140;-68.0;-55.0;-58.0;-70.0;-70.0;-67.0;-81.0;-80.0;-90.0;-88.0;-86.0;-88.0;4.5;6.9;00:09:44:009
21146;-52.0;-54.0;-64.0;-70.0;-70.0;-67.0;-81.0;-80.0;-86.0;-88.0;-84.0;-95.0;4.5;6.9;00:09:44:740
21154;-65.0;-55.0;-58.0;-70.0;-70.0;-67.0;-81.0;-80.0;-87.0;-87.0;-86.0;-88.0;4.5;6.9;00:09:45:585
21158;-64.0;-55.0;-58.0;-72.0;-69.0;-67.0;-80.0;-80.0;-89.0;-88.0;-87.0;-88.0;4.5;6.9;00:09:46:010
21162;-63.0;-55.0;-59.0;-72.0;-69.0;-67.0;-80.0;-80.0;-77.0;-88.0;-86.0;-88.0;4.5;6.9;00:09:46:433
21166;-65.0;-55.0;-58.0;-72.0;-69.0;-66.0;-80.0;-81.0;-77.0;-88.0;-86.0;-88.0;4.5;6.9;00:09:46:862
21168;-51.0;-54.0;-64.0;-70.0;-65.0;-67.0;-81.0;-84.0;-88.0;-87.0;-84.0;-88.0;4.5;6.9;00:09:47:072
21170;-65.0;-56.0;-59.0;-72.0;-69.0;-66.0;-81.0;-75.0;-77.0;-88.0;-86.0;-89.0;4.5;6.9;00:09:47:282
21172;-52.0;-54.0;-65.0;-70.0;-66.0;-67.0;-93.0;-80.0;-86.0;-88.0;-84.0;-89.0;4.5;6.9;00:09:47:495
21176;-52.0;-54.0;-65.0;-70.0;-70.0;-67.0;-94.0;-81.0;-87.0;-87.0;-84.0;-88.0;4.5;6.9;00:09:47:909
21180;-52.0;-54.0;-68.0;-70.0;-70.0;-67.0;-81.0;-81.0;-86.0;-88.0;-86.0;-88.0;4.5;6.9;00:09:48:328
21184;-64.0;-55.0;-58.0;-70.0;-70.0;-67.0;-81.0;-80.0;-87.0;-88.0;-86.0;-91.0;4.5;6.9;00:09:48:755
21188;-68.0;-55.0;-58.0;-70.0;-70.0;-67.0;-80.0;-81.0;-90.0;-87.0;-86.0;-89.0;4.5;6.9;00:09:49:172
21190;-59.0;-58.0;-72.0;-67.0;-64.0;-72.0;-75.0;-78.0;-74.0;-77.0;-88.0;-87.0;5.0;3.1;00:35:25:670
21192;-55.0;-57.0;-60.0;-59.0;-65.0;-66.0;-78.0;-82.0;-84.0;-76.0;-83.0;-81.0;5.0;3.1;00:35:25:881
21196;-59.0;-58.0;-65.0;-71.0;-65.0;-66.0;-74.0;-75.0;-84.0;-85.0;-82.0;-82.0;5.0;3.1;00:35:26:305
21198;-59.0;-57.0;-59.0;-66.0;-65.0;-67.0;-88.0;-82.0;-83.0;-83.0;-83.0;-81.0;5.0;3.1;00:35:26:611
21200;-59.0;-53.0;-73.0;-67.0;-65.0;-72.0;-75.0;-80.0;-78.0;-85.0;-88.0;-86.0;5.0;3.1;00:35:26:820
21202;-55.0;-57.0;-59.0;-66.0;-65.0;-67.0;-78.0;-81.0;-84.0;-76.0;-83.0;-86.0;5.0;3.1;00:35:27:027
21204;-59.0;-57.0;-72.0;-67.0;-65.0;-72.0;-75.0;-78.0;-87.0;-85.0;-87.0;-86.0;5.0;3.1;00:35:27:243
21206;-55.0;-58.0;-60.0;-59.0;-65.0;-67.0;-78.0;-81.0;-84.0;-76.0;-83.0;-81.0;5.0;3.1;00:35:27:453
21212;-59.0;-57.0;-66.0;-66.0;-65.0;-67.0;-89.0;-75.0;-74.0;-82.0;-83.0;-81.0;5.0;3.1;00:35:28:191
21214;-59.0;-53.0;-73.0;-67.0;-65.0;-72.0;-75.0;-80.0;-78.0;-77.0;-90.0;-86.0;5.0;3.1;00:35:28:408
21218;-59.0;-53.0;-72.0;-66.0;-64.0;-72.0;-75.0;-78.0;-87.0;-77.0;-87.0;-86.0;5.0;3.1;00:35:28:831
21222;-59.0;-57.0;-72.0;-67.0;-64.0;-72.0;-75.0;-78.0;-75.0;-84.0;-87.0;-85.0;5.0;3.1;00:35:29:247
21224;-53.0;-58.0;-59.0;-59.0;-65.0;-67.0;-79.0;-82.0;-84.0;-76.0;-83.0;-81.0;5.0;3.1;00:35:29:451
21226;-59.0;-53.0;-72.0;-72.0;-65.0;-72.0;-75.0;-76.0;-74.0;-85.0;-89.0;-85.0;5.0;3.1;00:35:29:669
21228;-55.0;-58.0;-65.0;-67.0;-65.0;-67.0;-87.0;-80.0;-84.0;-77.0;-83.0;-81.0;5.0;3.1;00:35:29:881
21230;-59.0;-53.0;-59.0;-72.0;-65.0;-72.0;-74.0;-76.0;-86.0;-85.0;-83.0;-82.0;5.0;3.1;00:35:30:089
