;a0c0;a0c1;a0c2;a1c0;a1c1;a1c2;a2c0;a2c1;a2c2;a3c0;a3c1;a3c2;dist_x;dist_y;time
10610;-59.0;-52.0;-70.0;-78.0;-73.0;-73.0;-87.0;-84.0;-72.0;-76.0;-79.0;-87.0;3.0;3.1;00:19:19:258
10614;-55.0;-52.0;-62.0;-78.0;-73.0;-73.0;-87.0;-84.0;-72.0;-76.0;-79.0;-87.0;3.0;3.1;00:19:19:669
10618;-55.0;-56.0;-62.0;-79.0;-73.0;-73.0;-86.0;-84.0;-85.0;-80.0;-80.0;-87.0;3.0;3.1;00:19:20:081
10622;-53.0;-52.0;-62.0;-79.0;-72.0;-73.0;-87.0;-75.0;-85.0;-80.0;-80.0;-87.0;3.0;3.1;00:19:20:498
10624;-52.0;-58.0;-52.0;-78.0;-70.0;-72.0;-87.0;-75.0;-85.0;-76.0;-81.0;-87.0;3.0;3.1;00:19:20:716
10626;-55.0;-53.0;-53.0;-79.0;-72.0;-72.0;-82.0;-84.0;-85.0;-80.0;-79.0;-92.0;3.0;3.1;00:19:20:925
10632;-52.0;-62.0;-70.0;-79.0;-70.0;-74.0;-81.0;-84.0;-84.0;-76.0;-81.0;-86.0;3.0;3.1;00:19:21:558
10636;-52.0;-53.0;-70.0;-79.0;-70.0;-81.0;-87.0;-83.0;-72.0;-76.0;-81.0;-86.0;3.0;3.1;00:19:21:978
10640;-46.0;-53.0;-70.0;-79.0;-70.0;-74.0;-87.0;-85.0;-72.0;-76.0;-79.0;-86.0;3.0;3.1;00:19:22:392
10644;-49.0;-52.0;-70.0;-78.0;-70.0;-73.0;-87.0;-86.0;-72.0;-76.0;-79.0;-86.0;3.0;3.1;00:19:22:800
10648;-52.0;-52.0;-69.0;-77.0;-70.0;-73.0;-87.0;-86.0;-71.0;-76.0;-79.0;-86.0;3.0;3.1;00:19:23:217
10652;-59.0;-52.0;-70.0;-76.0;-75.0;-73.0;-87.0;-86.0;-72.0;-76.0;-79.0;-87.0;3.0;3.1;00:19:23:624
10656;-59.0;-53.0;-69.0;-76.0;-74.0;-73.0;-87.0;-86.0;-72.0;-76.0;-79.0;-87.0;3.0;3.1;00:19:24:041
10660;-55.0;-54.0;-62.0;-75.0;-73.0;-73.0;-87.0;-86.0;-86.0;-76.0;-81.0;-86.0;3.0;3.1;00:19:24:456
10666;-54.0;-59.0;-52.0;-75.0;-69.0;-71.0;-82.0;-74.0;-84.0;-76.0;-81.0;-87.0;3.0;3.1;00:19:25:099
10670;-59.0;-62.0;-69.0;-75.0;-70.0;-72.0;-82.0;-86.0;-84.0;-76.0;-81.0;-86.0;3.0;3.1;00:19:25:515
10678;-52.0;-52.0;-70.0;-75.0;-70.0;-73.0;-86.0;-86.0;-72.0;-76.0;-77.0;-86.0;3.0;3.1;00:19:26:356
10682;-52.0;-53.0;-69.0;-76.0;-69.0;-72.0;-86.0;-85.0;-72.0;-76.0;-79.0;-87.0;3.0;3.1;00:19:26:781
10686;-59.0;-53.0;-69.0;-78.0;-74.0;-73.0;-87.0;-85.0;-72.0;-76.0;-79.0;-87.0;3.0;3.1;00:19:27:201
10690;-56.0;-54.0;-63.0;-78.0;-72.0;-72.0;-88.0;-85.0;-72.0;-76.0;-79.0;-87.0;3.0;3.1;00:19:27:629
10694;-55.0;-53.0;-63.0;-79.0;-72.0;-72.0;-87.0;-84.0;-87.0;-76.0;-79.0;-86.0;3.0;3.1;00:19:28:043
10700;-52.0;-52.0;-69.0;-77.0;-71.0;-73.0;-87.0;-85.0;-72.0;-76.0;-79.0;-87.0;3.0;3.1;00:19:28:778
10704;-59.0;-52.0;-70.0;-78.0;-73.0;-72.0;-87.0;-84.0;-72.0;-76.0;-79.0;-86.0;3.0;3.1;00:19:29:197
10708;-55.0;-54.0;-63.0;-77.0;-73.0;-73.0;-87.0;-85.0;-86.0;-76.0;-79.0;-86.0;3.0;3.1;00:19:29:623
10712;-56.0;-52.0;-63.0;-79.0;-72.0;-72.0;-88.0;-85.0;-86.0;-76.0;-79.0;-86.0;3.0;3.1;00:19:30:037
10714;-50.0;-58.0;-54.0;-77.0;-69.0;-71.0;-81.0;-74.0;-84.0;-76.0;-81.0;-87.0;3.0;3.1;00:19:30:252
10716;-55.0;-53.0;-53.0;-79.0;-72.0;-71.0;-83.0;-84.0;-86.0;-79.0;-79.0;-92.0;3.0;3.1;00:19:30:467
10718;-59.0;-62.0;-69.0;-77.0;-69.0;-71.0;-81.0;-74.0;-83.0;-76.0;-81.0;-86.0;3.0;3.1;00:19:30:677
10722;-59.0;-62.0;-69.0;-76.0;-69.0;-73.0;-81.0;-86.0;-84.0;-76.0;-81.0;-87.0;3.0;3.1;00:19:31:087
10726;-54.0;-62.0;-70.0;-79.0;-70.0;-81.0;-87.0;-85.0;-72.0;-76.0;-81.0;-86.0;3.0;3.1;00:19:31:507
10730;-52.0;-52.0;-70.0;-76.0;-71.0;-73.0;-87.0;-85.0;-72.0;-76.0;-78.0;-86.0;3.0;3.1;00:19:31:922
10734;-52.0;-52.0;-70.0;-76.0;-70.0;-73.0;-88.0;-85.0;-72.0;-76.0;-79.0;-86.0;3.0;3.1;00:19:32:341
10738;-49.0;-52.0;-70.0;-76.0;-70.0;-73.0;-87.0;-85.0;-72.0;-76.0;-79.0;-86.0;3.0;3.1;00:19:32:760
10744;-52.0;-61.0;-70.0;-76.0;-70.0;-73.0;-75.0;-85.0;-84.0;-76.0;-81.0;-86.0;3.0;3.1;00:19:33:484
10748;-52.0;-52.0;-69.0;-76.0;-70.0;-73.0;-87.0;-85.0;-72.0;-76.0;-77.0;-86.0;3.0;3.1;00:19:33:910
10752;-52.0;-52.0;-70.0;-76.0;-70.0;-73.0;-82.0;-84.0;-72.0;-76.0;-78.0;-87.0;3.0;3.1;00:19:34:333
10756;-59.0;-52.0;-70.0;-77.0;-73.0;-73.0;-87.0;-84.0;-72.0;-76.0;-79.0;-86.0;3.0;3.1;00:19:34:767
10760;-55.0;-54.0;-62.0;-76.0;-72.0;-73.0;-87.0;-84.0;-72.0;-76.0;-79.0;-86.0;3.0;3.1;00:19:35:177
10766;-49.0;-52.0;-70.0;-76.0;-70.0;-73.0;-87.0;-85.0;-72.0;-80.0;-81.0;-87.0;3.0;3.1;00:19:35:922
10770;-59.0;-58.0;-70.0;-76.0;-74.0;-73.0;-81.0;-85.0;-72.0;-80.0;-81.0;-87.0;3.0;3.1;00:19:36:349
10772;-50.0;-62.0;-69.0;-76.0;-70.0;-73.0;-87.0;-85.0;-83.0;-76.0;-81.0;-86.0;3.0;3.1;00:19:36:666
10776;-55.0;-54.0;-63.0;-80.0;-72.0;-73.0;-87.0;-84.0;-86.0;-76.0;-79.0;-86.0;3.0;3.1;00:19:37:187
10778;-52.0;-58.0;-53.0;-67.0;-70.0;-71.0;-86.0;-85.0;-85.0;-76.0;-81.0;-86.0;3.0;3.1;00:19:37:396
10782;-54.0;-59.0;-54.0;-77.0;-69.0;-71.0;-81.0;-74.0;-83.0;-76.0;-82.0;-86.0;3.0;3.1;00:19:37:816
10786;-59.0;-62.0;-70.0;-76.0;-69.0;-71.0;-81.0;-75.0;-84.0;-76.0;-81.0;-87.0;3.0;3.1;00:19:38:230
10798;-52.0;-52.0;-70.0;-76.0;-69.0;-73.0;-87.0;-85.0;-72.0;-76.0;-78.0;-86.0;3.0;3.1;00:19:39:485
10802;-52.0;-52.0;-70.0;-77.0;-70.0;-73.0;-88.0;-84.0;-72.0;-76.0;-79.0;-86.0;3.0;3.1;00:19:39:896
10806;-59.0;-53.0;-70.0;-77.0;-73.0;-73.0;-87.0;-83.0;-72.0;-76.0;-80.0;-86.0;3.0;3.1;00:19:40:317
10810;-55.0;-55.0;-62.0;-77.0;-74.0;-75.0;-87.0;-83.0;-72.0;-76.0;-79.0;-87.0;3.0;3.1;00:19:40:741
10814;-55.0;-53.0;-62.0;-78.0;-74.0;-73.0;-87.0;-84.0;-85.0;-76.0;-79.0;-86.0;3.0;3.1;00:19:41:167
10816;-48.0;-58.0;-56.0;-68.0;-69.0;-72.0;-81.0;-74.0;-85.0;-76.0;-81.0;-86.0;3.0;3.1;00:19:41:374
10818;-56.0;-52.0;-62.0;-78.0;-74.0;-73.0;-83.0;-82.0;-85.0;-76.0;-79.0;-87.0;3.0;3.1;00:19:41:577
10820;-52.0;-58.0;-52.0;-77.0;-69.0;-72.0;-80.0;-74.0;-83.0;-76.0;-82.0;-87.0;3.0;3.1;00:19:41:788
10822;-55.0;-52.0;-53.0;-78.0;-74.0;-71.0;-83.0;-83.0;-85.0;-80.0;-79.0;-91.0;3.0;3.1;00:19:41:999
10824;-59.0;-62.0;-70.0;-76.0;-69.0;-72.0;-81.0;-83.0;-83.0;-76.0;-81.0;-87.0;3.0;3.1;00:19:42:207
10828;-52.0;-62.0;-69.0;-76.0;-69.0;-74.0;-80.0;-83.0;-83.0;-76.0;-81.0;-87.0;3.0;3.1;00:19:42:619
10832;-49.0;-52.0;-69.0;-77.0;-69.0;-80.0;-88.0;-82.0;-71.0;-76.0;-81.0;-87.0;3.0;3.1;00:19:43:046
10836;-50.0;-58.0;-69.0;-77.0;-70.0;-73.0;-87.0;-82.0;-72.0;-80.0;-78.0;-87.0;3.0;3.1;00:19:43:455
10838;-52.0;-59.0;-52.0;-76.0;-70.0;-72.0;-80.0;-74.0;-83.0;-76.0;-81.0;-87.0;3.0;3.1;00:19:43:781
10842;-52.0;-62.0;-70.0;-76.0;-69.0;-74.0;-80.0;-83.0;-84.0;-76.0;-81.0;-87.0;3.0;3.1;00:19:44:211
10850;-46.0;-52.0;-69.0;-76.0;-70.0;-75.0;-87.0;-83.0;-71.0;-76.0;-77.0;-87.0;3.0;3.1;00:19:45:044
10860;-59.0;-62.0;-69.0;-76.0;-69.0;-71.0;-80.0;-74.0;-84.0;-76.0;-81.0;-87.0;3.0;3.1;00:19:46:176
10864;-52.0;-62.0;-69.0;-76.0;-69.0;-74.0;-75.0;-84.0;-84.0;-76.0;-81.0;-87.0;3.0;3.1;00:19:46:607
10868;-54.0;-62.0;-69.0;-76.0;-70.0;-85.0;-87.0;-84.0;-72.0;-76.0;-81.0;-87.0;3.0;3.1;00:19:47:013
10872;-52.0;-52.0;-70.0;-76.0;-69.0;-86.0;-87.0;-84.0;-72.0;-76.0;-78.0;-87.0;3.0;3.1;00:19:47:421
10876;-49.0;-52.0;-69.0;-76.0;-69.0;-74.0;-87.0;-84.0;-72.0;-76.0;-79.0;-87.0;3.0;3.1;00:19:47:841
10880;-52.0;-52.0;-69.0;-76.0;-69.0;-74.0;-88.0;-84.0;-72.0;-76.0;-79.0;-86.0;3.0;3.1;00:19:48:252
10884;-59.0;-52.0;-69.0;-77.0;-74.0;-74.0;-88.0;-84.0;-72.0;-76.0;-79.0;-87.0;3.0;3.1;00:19:48:674
10888;-55.0;-52.0;-63.0;-76.0;-75.0;-74.0;-87.0;-84.0;-71.0;-80.0;-79.0;-87.0;3.0;3.1;00:19:49:084
10892;-55.0;-54.0;-63.0;-76.0;-73.0;-74.0;-87.0;-84.0;-85.0;-76.0;-79.0;-86.0;3.0;3.1;00:19:49:497
10898;-52.0;-58.0;-53.0;-66.0;-71.0;-71.0;-81.0;-74.0;-84.0;-76.0;-81.0;-87.0;3.0;3.1;00:19:50:122
10914;-52.0;-53.0;-70.0;-77.0;-71.0;-74.0;-87.0;-84.0;-71.0;-76.0;-77.0;-86.0;3.0;3.1;00:19:51:803
10918;-52.0;-52.0;-70.0;-77.0;-71.0;-75.0;-87.0;-84.0;-71.0;-76.0;-79.0;-86.0;3.0;3.1;00:19:52:227
10922;-59.0;-53.0;-70.0;-77.0;-72.0;-75.0;-87.0;-84.0;-71.0;-76.0;-79.0;-86.0;3.0;3.1;00:19:52:651
10926;-57.0;-54.0;-62.0;-80.0;-72.0;-75.0;-87.0;-84.0;-83.0;-76.0;-79.0;-86.0;3.0;3.1;00:19:53:075
10932;-49.0;-58.0;-53.0;-67.0;-69.0;-71.0;-81.0;-74.0;-84.0;-76.0;-81.0;-86.0;3.0;3.1;00:19:53:691
10934;-53.0;-53.0;-65.0;-79.0;-72.0;-74.0;-87.0;-75.0;-83.0;-76.0;-79.0;-86.0;3.0;3.1;00:19:53:894
10936;-52.0;-58.0;-54.0;-77.0;-69.0;-71.0;-81.0;-74.0;-84.0;-76.0;-80.0;-86.0;3.0;3.1;00:19:54:115
10940;-59.0;-62.0;-70.0;-77.0;-69.0;-71.0;-81.0;-84.0;-83.0;-76.0;-80.0;-87.0;3.0;3.1;00:19:54:533
10944;-55.0;-54.0;-62.0;-77.0;-72.0;-74.0;-86.0;-84.0;-71.0;-76.0;-79.0;-86.0;3.0;3.1;00:19:55:053
10948;-55.0;-52.0;-63.0;-79.0;-72.0;-74.0;-86.0;-84.0;-83.0;-76.0;-79.0;-87.0;3.0;3.1;00:19:55:479
10950;-52.0;-58.0;-53.0;-67.0;-69.0;-71.0;-81.0;-74.0;-84.0;-76.0;-81.0;-86.0;3.0;3.1;00:19:55:687
10960;-56.0;-52.0;-62.0;-77.0;-72.0;-74.0;-87.0;-84.0;-72.0;-76.0;-79.0;-86.0;3.0;3.1;00:19:57:039
10964;-55.0;-54.0;-63.0;-79.0;-72.0;-74.0;-86.0;-84.0;-83.0;-76.0;-80.0;-87.0;3.0;3.1;00:19:57:453
10966;-53.0;-58.0;-55.0;-70.0;-69.0;-71.0;-81.0;-74.0;-84.0;-76.0;-81.0;-86.0;3.0;3.1;00:19:57:667
10968;-55.0;-53.0;-63.0;-80.0;-72.0;-74.0;-83.0;-83.0;-83.0;-80.0;-80.0;-87.0;3.0;3.1;00:19:57:874
10970;-54.0;-58.0;-52.0;-77.0;-69.0;-71.0;-81.0;-74.0;-84.0;-76.0;-81.0;-86.0;3.0;3.1;00:19:58:092
10972;-56.0;-53.0;-55.0;-80.0;-72.0;-71.0;-83.0;-83.0;-83.0;-80.0;-79.0;-92.0;3.0;3.1;00:19:58:295
10974;-59.0;-62.0;-70.0;-77.0;-69.0;-71.0;-81.0;-75.0;-84.0;-76.0;-81.0;-86.0;3.0;3.1;00:19:58:504
10978;-52.0;-62.0;-70.0;-77.0;-69.0;-74.0;-75.0;-84.0;-84.0;-76.0;-81.0;-86.0;3.0;3.1;00:19:58:930
10982;-50.0;-52.0;-70.0;-77.0;-71.0;-74.0;-87.0;-83.0;-71.0;-76.0;-77.0;-86.0;3.0;3.1;00:19:59:347
10986;-52.0;-53.0;-70.0;-77.0;-71.0;-74.0;-87.0;-83.0;-71.0;-76.0;-79.0;-86.0;3.0;3.1;00:19:59:771
10990;-52.0;-52.0;-70.0;-77.0;-71.0;-74.0;-86.0;-83.0;-71.0;-76.0;-79.0;-86.0;3.0;3.1;00:20:00:188
10994;-59.0;-53.0;-70.0;-77.0;-72.0;-74.0;-86.0;-84.0;-71.0;-76.0;-79.0;-86.0;3.0;3.1;00:20:00:598
10998;-55.0;-54.0;-63.0;-77.0;-73.0;-74.0;-87.0;-84.0;-83.0;-76.0;-79.0;-87.0;3.0;3.1;00:20:01:023
11002;-56.0;-52.0;-63.0;-79.0;-73.0;-74.0;-87.0;-75.0;-84.0;-76.0;-79.0;-86.0;3.0;3.1;00:20:01:447
11004;-55.0;-58.0;-52.0;-77.0;-69.0;-71.0;-87.0;-75.0;-84.0;-76.0;-81.0;-86.0;3.0;3.1;00:20:01:658
11006;-55.0;-53.0;-53.0;-68.0;-73.0;-74.0;-83.0;-83.0;-83.0;-76.0;-80.0;-86.0;3.0;3.1;00:20:01:864
11012;-59.0;-52.0;-70.0;-77.0;-73.0;-74.0;-87.0;-83.0;-71.0;-76.0;-79.0;-86.0;3.0;3.1;00:20:02:595
11016;-55.0;-54.0;-62.0;-77.0;-73.0;-74.0;-87.0;-84.0;-83.0;-76.0;-80.0;-86.0;3.0;3.1;00:20:03:015
11020;-55.0;-52.0;-63.0;-80.0;-73.0;-74.0;-87.0;-75.0;-83.0;-76.0;-79.0;-86.0;3.0;3.1;00:20:03:431
11022;-52.0;-59.0;-52.0;-67.0;-69.0;-71.0;-81.0;-74.0;-84.0;-76.0;-80.0;-86.0;3.0;3.1;00:20:03:638
11026;-52.0;-58.0;-52.0;-78.0;-69.0;-71.0;-81.0;-74.0;-84.0;-76.0;-81.0;-87.0;3.0;3.1;00:20:04:051
11030;-59.0;-62.0;-70.0;-78.0;-69.0;-71.0;-80.0;-84.0;-84.0;-76.0;-81.0;-86.0;3.0;3.1;00:20:04:467
11034;-55.0;-62.0;-70.0;-78.0;-69.0;-74.0;-75.0;-83.0;-84.0;-76.0;-81.0;-86.0;3.0;3.1;00:20:04:895
11038;-52.0;-53.0;-70.0;-78.0;-69.0;-82.0;-88.0;-84.0;-71.0;-76.0;-81.0;-87.0;3.0;3.1;00:20:05:304
11042;-52.0;-53.0;-69.0;-78.0;-71.0;-74.0;-88.0;-83.0;-71.0;-76.0;-79.0;-86.0;3.0;3.1;00:20:05:722
11046;-54.0;-53.0;-69.0;-78.0;-71.0;-74.0;-83.0;-83.0;-71.0;-80.0;-79.0;-87.0;3.0;3.1;00:20:06:146
11050;-59.0;-52.0;-70.0;-78.0;-73.0;-74.0;-87.0;-83.0;-71.0;-76.0;-79.0;-86.0;3.0;3.1;00:20:06:570
11054;-57.0;-55.0;-62.0;-81.0;-73.0;-74.0;-87.0;-83.0;-83.0;-76.0;-79.0;-87.0;3.0;3.1;00:20:06:995
11056;-54.0;-59.0;-53.0;-68.0;-69.0;-71.0;-81.0;-74.0;-84.0;-76.0;-81.0;-87.0;3.0;3.1;00:20:07:209
11060;-49.0;-58.0;-54.0;-78.0;-69.0;-71.0;-81.0;-74.0;-83.0;-76.0;-81.0;-87.0;3.0;3.1;00:20:07:630
11064;-59.0;-61.0;-70.0;-78.0;-69.0;-71.0;-81.0;-83.0;-84.0;-76.0;-81.0;-86.0;3.0;3.1;00:20:08:049
11076;-52.0;-52.0;-70.0;-77.0;-70.0;-74.0;-87.0;-83.0;-71.0;-76.0;-79.0;-87.0;3.0;3.1;00:20:09:307
11082;-59.0;-53.0;-70.0;-76.0;-73.0;-74.0;-87.0;-83.0;-72.0;-76.0;-79.0;-87.0;3.0;3.1;00:20:10:146
11086;-56.0;-55.0;-62.0;-77.0;-73.0;-75.0;-87.0;-84.0;-84.0;-76.0;-79.0;-87.0;3.0;3.1;00:20:10:570
11090;-55.0;-52.0;-62.0;-83.0;-73.0;-74.0;-87.0;-75.0;-83.0;-76.0;-79.0;-87.0;3.0;3.1;00:20:10:986
11092;-52.0;-58.0;-52.0;-77.0;-69.0;-71.0;-80.0;-74.0;-84.0;-76.0;-82.0;-86.0;3.0;3.1;00:20:11:198
11094;-55.0;-52.0;-54.0;-82.0;-73.0;-70.0;-83.0;-83.0;-83.0;-80.0;-79.0;-92.0;3.0;3.1;00:20:11:406
11100;-69.0;-62.0;-69.0;-77.0;-69.0;-74.0;-81.0;-83.0;-83.0;-76.0;-81.0;-87.0;3.0;3.1;00:20:12:031
11108;-54.0;-52.0;-69.0;-77.0;-71.0;-74.0;-87.0;-83.0;-71.0;-76.0;-79.0;-87.0;3.0;3.1;00:20:12:881
11112;-49.0;-52.0;-69.0;-77.0;-71.0;-74.0;-86.0;-83.0;-71.0;-76.0;-78.0;-87.0;3.0;3.1;00:20:13:307
11116;-59.0;-58.0;-69.0;-77.0;-70.0;-74.0;-86.0;-83.0;-71.0;-76.0;-81.0;-87.0;3.0;3.1;00:20:13:717
11118;-52.0;-62.0;-70.0;-77.0;-70.0;-74.0;-75.0;-83.0;-84.0;-76.0;-77.0;-87.0;3.0;3.1;00:20:14:032
11122;-52.0;-53.0;-69.0;-77.0;-70.0;-74.0;-86.0;-84.0;-71.0;-76.0;-77.0;-86.0;3.0;3.1;00:20:14:454
11126;-55.0;-52.0;-69.0;-77.0;-71.0;-74.0;-87.0;-83.0;-71.0;-76.0;-79.0;-87.0;3.0;3.1;00:20:14:877
11130;-52.0;-52.0;-69.0;-77.0;-71.0;-74.0;-86.0;-83.0;-71.0;-76.0;-79.0;-87.0;3.0;3.1;00:20:15:291
11134;-59.0;-58.0;-69.0;-77.0;-74.0;-74.0;-86.0;-84.0;-71.0;-76.0;-81.0;-86.0;3.0;3.1;00:20:15:707
11136;-52.0;-62.0;-69.0;-77.0;-70.0;-74.0;-87.0;-84.0;-84.0;-76.0;-81.0;-87.0;3.0;3.1;00:20:16:015
11140;-52.0;-53.0;-69.0;-77.0;-70.0;-80.0;-87.0;-83.0;-71.0;-81.0;-77.0;-87.0;3.0;3.1;00:20:16:437
11144;-52.0;-52.0;-69.0;-77.0;-71.0;-74.0;-86.0;-84.0;-72.0;-76.0;-77.0;-87.0;3.0;3.1;00:20:16:848
11148;-52.0;-52.0;-69.0;-77.0;-71.0;-74.0;-86.0;-84.0;-71.0;-76.0;-79.0;-86.0;3.0;3.1;00:20:17:271
11152;-59.0;-52.0;-70.0;-77.0;-73.0;-74.0;-87.0;-84.0;-71.0;-76.0;-79.0;-87.0;3.0;3.1;00:20:17:697
11156;-55.0;-55.0;-62.0;-77.0;-73.0;-74.0;-86.0;-84.0;-84.0;-76.0;-79.0;-87.0;3.0;3.1;00:20:18:119
11160;-55.0;-52.0;-62.0;-67.0;-73.0;-74.0;-86.0;-75.0;-83.0;-76.0;-80.0;-87.0;3.0;3.1;00:20:18:540
11162;-52.0;-51.0;-69.0;-77.0;-71.0;-74.0;-86.0;-84.0;-71.0;-76.0;-79.0;-87.0;3.0;3.1;00:20:18:848
11166;-59.0;-52.0;-69.0;-77.0;-73.0;-74.0;-86.0;-83.0;-71.0;-76.0;-79.0;-87.0;3.0;3.1;00:20:19:278
11174;-56.0;-52.0;-52.0;-67.0;-73.0;-74.0;-83.0;-83.0;-84.0;-76.0;-79.0;-87.0;3.0;3.1;00:20:20:145
11184;-52.0;-62.0;-69.0;-77.0;-70.0;-74.0;-75.0;-84.0;-83.0;-76.0;-81.0;-87.0;3.0;3.1;00:20:21:195
11188;-49.0;-53.0;-69.0;-77.0;-70.0;-81.0;-87.0;-84.0;-71.0;-76.0;-81.0;-87.0;3.0;3.1;00:20:21:607
11192;-55.0;-52.0;-63.0;-66.0;-73.0;-74.0;-83.0;-82.0;-83.0;-76.0;-79.0;-87.0;3.0;3.1;00:20:22:129
11194;-52.0;-58.0;-52.0;-77.0;-70.0;-71.0;-80.0;-74.0;-83.0;-76.0;-81.0;-86.0;3.0;3.1;00:20:22:333
11198;-54.0;-58.0;-52.0;-77.0;-70.0;-71.0;-81.0;-74.0;-83.0;-76.0;-80.0;-87.0;3.0;3.1;00:20:22:744
11202;-59.0;-62.0;-69.0;-71.0;-70.0;-74.0;-81.0;-84.0;-83.0;-76.0;-80.0;-87.0;3.0;3.1;00:20:23:158
11206;-54.0;-62.0;-69.0;-77.0;-70.0;-74.0;-75.0;-84.0;-84.0;-76.0;-81.0;-87.0;3.0;3.1;00:20:23:578
11210;-52.0;-52.0;-69.0;-77.0;-70.0;-74.0;-86.0;-84.0;-71.0;-76.0;-77.0;-87.0;3.0;3.1;00:20:23:999
11212;-79.0;-58.0;-69.0;-80.0;-72.0;-74.0;-83.0;-83.0;-83.0;-80.0;-79.0;-87.0;3.0;3.1;00:20:24:207
11214;-52.0;-50.0;-65.0;-82.0;-66.0;-68.0;-79.0;-78.0;-71.0;-79.0;-89.0;-84.0;3.0;3.6;00:21:27:640
11222;-63.0;-63.0;-59.0;-82.0;-66.0;-68.0;-78.0;-78.0;-90.0;-79.0;-86.0;-83.0;3.0;3.6;00:21:28:479
11224;-52.0;-53.0;-50.0;-64.0;-71.0;-76.0;-72.0;-79.0;-86.0;-80.0;-83.0;-88.0;3.0;3.6;00:21:28:691
11228;-52.0;-53.0;-55.0;-82.0;-71.0;-76.0;-72.0;-79.0;-85.0;-78.0;-84.0;-87.0;3.0;3.6;00:21:29:115
11230;-63.0;-50.0;-51.0;-65.0;-66.0;-68.0;-76.0;-77.0;-90.0;-85.0;-86.0;-79.0;3.0;3.6;00:21:29:319
11232;-64.0;-54.0;-63.0;-82.0;-71.0;-75.0;-72.0;-79.0;-85.0;-78.0;-85.0;-89.0;3.0;3.6;00:21:29:535
11234;-63.0;-50.0;-50.0;-67.0;-66.0;-69.0;-77.0;-77.0;-90.0;-84.0;-86.0;-82.0;3.0;3.6;00:21:29:741
11236;-52.0;-55.0;-63.0;-82.0;-71.0;-68.0;-72.0;-77.0;-86.0;-78.0;-84.0;-88.0;3.0;3.6;00:21:29:962
11238;-63.0;-63.0;-50.0;-68.0;-67.0;-76.0;-77.0;-78.0;-88.0;-84.0;-86.0;-88.0;3.0;3.6;00:21:30:176
11240;-52.0;-50.0;-63.0;-82.0;-67.0;-68.0;-78.0;-77.0;-70.0;-78.0;-87.0;-84.0;3.0;3.6;00:21:30:380
11242;-56.0;-53.0;-50.0;-66.0;-67.0;-77.0;-77.0;-78.0;-89.0;-80.0;-86.0;-88.0;3.0;3.6;00:21:30:590
11244;-52.0;-49.0;-63.0;-90.0;-66.0;-68.0;-79.0;-78.0;-71.0;-78.0;-88.0;-84.0;3.0;3.6;00:21:30:799
11246;-56.0;-53.0;-63.0;-66.0;-72.0;-76.0;-72.0;-78.0;-88.0;-84.0;-85.0;-87.0;3.0;3.6;00:21:31:006
11248;-63.0;-50.0;-65.0;-85.0;-66.0;-68.0;-79.0;-78.0;-70.0;-79.0;-88.0;-84.0;3.0;3.6;00:21:31:227
11250;-66.0;-55.0;-63.0;-82.0;-72.0;-69.0;-79.0;-78.0;-85.0;-79.0;-84.0;-87.0;3.0;3.6;00:21:31:533
11252;-52.0;-53.0;-52.0;-64.0;-73.0;-74.0;-72.0;-78.0;-85.0;-80.0;-84.0;-87.0;3.0;3.6;00:21:31:848
11254;-65.0;-53.0;-59.0;-81.0;-72.0;-68.0;-79.0;-78.0;-86.0;-79.0;-84.0;-84.0;3.0;3.6;00:21:32:056
11256;-52.0;-50.0;-63.0;-82.0;-65.0;-68.0;-79.0;-78.0;-71.0;-79.0;-89.0;-84.0;3.0;3.6;00:21:32:374
11258;-56.0;-53.0;-55.0;-66.0;-66.0;-75.0;-72.0;-78.0;-86.0;-84.0;-86.0;-87.0;3.0;3.6;00:21:32:588
11260;-52.0;-49.0;-63.0;-83.0;-65.0;-68.0;-78.0;-78.0;-70.0;-83.0;-88.0;-84.0;3.0;3.6;00:21:32:795
11262;-56.0;-53.0;-50.0;-66.0;-73.0;-75.0;-72.0;-78.0;-76.0;-84.0;-86.0;-87.0;3.0;3.6;00:21:33:007
11264;-66.0;-50.0;-63.0;-82.0;-66.0;-68.0;-76.0;-80.0;-71.0;-79.0;-88.0;-84.0;3.0;3.6;00:21:33:216
11268;-63.0;-50.0;-59.0;-80.0;-66.0;-68.0;-78.0;-78.0;-70.0;-79.0;-87.0;-84.0;3.0;3.6;00:21:33:632
11270;-52.0;-53.0;-50.0;-64.0;-74.0;-75.0;-72.0;-79.0;-86.0;-80.0;-85.0;-88.0;3.0;3.6;00:21:33:837
11272;-63.0;-63.0;-59.0;-79.0;-66.0;-68.0;-78.0;-79.0;-87.0;-79.0;-86.0;-84.0;3.0;3.6;00:21:34:045
11274;-52.0;-53.0;-52.0;-64.0;-74.0;-75.0;-72.0;-79.0;-86.0;-80.0;-85.0;-88.0;3.0;3.6;00:21:34:254
11276;-63.0;-50.0;-59.0;-66.0;-66.0;-68.0;-79.0;-78.0;-85.0;-78.0;-86.0;-85.0;3.0;3.6;00:21:34:455
11278;-52.0;-53.0;-54.0;-64.0;-73.0;-76.0;-72.0;-79.0;-86.0;-80.0;-84.0;-88.0;3.0;3.6;00:21:34:667
11284;-63.0;-50.0;-50.0;-66.0;-66.0;-69.0;-77.0;-79.0;-86.0;-84.0;-86.0;-81.0;3.0;3.6;00:21:35:309
